col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Senator In The General Assembly 3rd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Sharif Street,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,All
Sharif Street,89,0,"1,025",107,89,60,45,36,0,All
Write-In,,0,2,0,0,0,0,1,2,All
Nina Ahmad,,,78,0,0,0,0,0,0,All
Michael Lamb,,,,7,0,0,0,0,0,All
Tracie Fountain,,,,,15,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,21,0,0,0,All
H Scott Conklin,,,,,,,5,0,0,All
Christina M Hartman,,,,,,,,6,0,All
Write-In,,,,,,,,,0,All
Total,"1,451",5,"1,105",114,104,81,50,43,2,All
,Senator In The General Assembly 3rd District - Democrat,,Auditor General - Democrat,,,,,,,1
,Sharif Street,Write-In,Nina Ahmad,Tracie Fountain,H Scott Conklin,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,Write-In,1
Sharif Street,3,0,102,13,9,9,7,6,0,1
Write-In,,0,1,0,0,0,0,0,0,1
Nina Ahmad,,,6,0,0,0,0,0,0,1
Tracie Fountain,,,,2,0,0,0,0,0,1
H Scott Conklin,,,,,0,0,0,0,0,1
Michael Lamb,,,,,,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,1,0,0,1
Christina M Hartman,,,,,,,,1,0,1
Write-In,,,,,,,,,0,1
Total,149,1,109,15,9,9,8,7,0,1
,Senator In The General Assembly 3rd District - Democrat,,Auditor General - Democrat,,,,,,,2
,Sharif Street,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,2
Sharif Street,6,0,66,10,8,5,5,2,0,2
Write-In,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,5,0,0,0,0,0,0,2
Michael Lamb,,,,1,0,0,0,0,0,2
Tracie Fountain,,,,,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,2,0,0,0,2
H Scott Conklin,,,,,,,0,0,0,2
Christina M Hartman,,,,,,,,1,0,2
Write-In,,,,,,,,,0,2
Total,102,0,71,11,8,7,5,3,0,2
,Senator In The General Assembly 3rd District - Democrat,,Auditor General - Democrat,,,,,,,3
,Sharif Street,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,3
Sharif Street,15,0,136,13,11,11,5,1,0,3
Write-In,,0,0,0,0,0,0,0,0,3
Nina Ahmad,,,6,0,0,0,0,0,0,3
Michael Lamb,,,,0,0,0,0,0,0,3
Tracie Fountain,,,,,2,0,0,0,0,3
Rose Rosie Marie Davis,,,,,,0,0,0,0,3
H Scott Conklin,,,,,,,1,0,0,3
Christina M Hartman,,,,,,,,0,0,3
Write-In,,,,,,,,,0,3
Total,192,0,142,13,13,11,6,1,0,3
,Senator In The General Assembly 3rd District - Democrat,,Auditor General - Democrat,,,,,,,4
,Sharif Street,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,4
Sharif Street,18,0,129,14,8,6,4,1,0,4
Write-In,,0,0,0,0,0,0,0,0,4
Nina Ahmad,,,19,0,0,0,0,0,0,4
Michael Lamb,,,,2,0,0,0,0,0,4
Tracie Fountain,,,,,2,0,0,0,0,4
Rose Rosie Marie Davis,,,,,,2,0,0,0,4
Christina M Hartman,,,,,,,1,0,0,4
H Scott Conklin,,,,,,,,0,0,4
Write-In,,,,,,,,,0,4
Total,180,0,148,16,10,8,5,1,0,4
