col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,All
,Malcolm Kenyatta,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,All
Malcolm Kenyatta,22,0,424,69,39,26,23,18,0,All
Write-In,,0,1,0,0,0,0,0,0,All
Nina Ahmad,,,29,0,0,0,0,0,0,All
Michael Lamb,,,,3,0,0,0,0,0,All
Tracie Fountain,,,,,12,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,11,0,0,0,All
Christina M Hartman,,,,,,,1,0,0,All
H Scott Conklin,,,,,,,,1,0,All
Write-In,,,,,,,,,0,All
Total,621,1,454,72,51,37,24,19,0,All
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,5
,Malcolm Kenyatta,Write-In,Nina Ahmad,Christina M Hartman,H Scott Conklin,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Write-In,5
Malcolm Kenyatta,2,0,32,2,2,2,1,1,0,5
Write-In,,0,0,0,0,0,0,0,0,5
Nina Ahmad,,,1,0,0,0,0,0,0,5
Christina M Hartman,,,,0,0,0,0,0,0,5
H Scott Conklin,,,,,0,0,0,0,0,5
Michael Lamb,,,,,,0,0,0,0,5
Rose Rosie Marie Davis,,,,,,,1,0,0,5
Tracie Fountain,,,,,,,,0,0,5
Write-In,,,,,,,,,0,5
Total,42,0,33,2,2,2,2,1,0,5
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,6
,Malcolm Kenyatta,Write-In,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,6
Malcolm Kenyatta,4,0,58,8,6,4,2,2,0,6
Write-In,,0,0,0,0,0,0,0,0,6
Nina Ahmad,,,6,0,0,0,0,0,0,6
Tracie Fountain,,,,1,0,0,0,0,0,6
Michael Lamb,,,,,0,0,0,0,0,6
Rose Rosie Marie Davis,,,,,,0,0,0,0,6
Christina M Hartman,,,,,,,0,0,0,6
H Scott Conklin,,,,,,,,0,0,6
Write-In,,,,,,,,,0,6
Total,84,0,64,9,6,4,2,2,0,6
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,7
,Malcolm Kenyatta,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,7
Malcolm Kenyatta,5,0,57,18,5,4,2,2,0,7
Write-In,,0,0,0,0,0,0,0,0,7
Nina Ahmad,,,6,0,0,0,0,0,0,7
Michael Lamb,,,,1,0,0,0,0,0,7
Tracie Fountain,,,,,1,0,0,0,0,7
Rose Rosie Marie Davis,,,,,,1,0,0,0,7
Christina M Hartman,,,,,,,0,0,0,7
H Scott Conklin,,,,,,,,0,0,7
Write-In,,,,,,,,,0,7
Total,93,0,63,19,6,5,2,2,0,7
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,8
,Malcolm Kenyatta,Write-In,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,8
Malcolm Kenyatta,1,0,60,6,3,2,1,1,0,8
Write-In,,0,0,0,0,0,0,0,0,8
Nina Ahmad,,,1,0,0,0,0,0,0,8
Tracie Fountain,,,,1,0,0,0,0,0,8
Michael Lamb,,,,,0,0,0,0,0,8
Rose Rosie Marie Davis,,,,,,1,0,0,0,8
Christina M Hartman,,,,,,,0,0,0,8
H Scott Conklin,,,,,,,,0,0,8
Write-In,,,,,,,,,0,8
Total,74,0,61,7,3,3,1,1,0,8
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,9
,Malcolm Kenyatta,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,9
Malcolm Kenyatta,3,0,75,16,11,9,5,1,0,9
Write-In,,0,0,0,0,0,0,0,0,9
Nina Ahmad,,,6,0,0,0,0,0,0,9
Michael Lamb,,,,1,0,0,0,0,0,9
Tracie Fountain,,,,,3,0,0,0,0,9
Christina M Hartman,,,,,,0,0,0,0,9
H Scott Conklin,,,,,,,1,0,0,9
Rose Rosie Marie Davis,,,,,,,,4,0,9
Write-In,,,,,,,,,0,9
Total,120,0,81,17,14,9,6,5,0,9
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,11
,Malcolm Kenyatta,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,11
Malcolm Kenyatta,2,0,85,11,5,6,6,3,0,11
Write-In,,0,1,0,0,0,0,0,0,11
Nina Ahmad,,,6,0,0,0,0,0,0,11
Michael Lamb,,,,1,0,0,0,0,0,11
Tracie Fountain,,,,,4,0,0,0,0,11
Rose Rosie Marie Davis,,,,,,2,0,0,0,11
Christina M Hartman,,,,,,,1,0,0,11
H Scott Conklin,,,,,,,,0,0,11
Write-In,,,,,,,,,0,11
Total,118,1,92,12,9,8,7,3,0,11
,Representative In The General Assembly 181st District - Democrat,,Auditor General - Democrat,,,,,,,12
,Malcolm Kenyatta,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,12
Malcolm Kenyatta,5,0,57,13,8,3,3,1,0,12
Write-In,,0,0,0,0,0,0,0,0,12
Nina Ahmad,,,3,0,0,0,0,0,0,12
Michael Lamb,,,,0,0,0,0,0,0,12
Rose Rosie Marie Davis,,,,,2,0,0,0,0,12
Tracie Fountain,,,,,,2,0,0,0,12
H Scott Conklin,,,,,,,0,0,0,12
Christina M Hartman,,,,,,,,0,0,12
Write-In,,,,,,,,,0,12
Total,90,0,60,13,10,5,3,1,0,12
