col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,All
Joseph R Biden,"24,640",42,12,2,"158,062","19,245","12,798","11,761","7,761","4,998",63,All
Bernie Sanders,,"4,929",2,1,"36,408","6,030","3,869","1,806","2,410","2,261",50,All
Tulsi Gabbard,,,643,0,"1,390",524,228,260,"1,027",311,21,All
Write-In,,,,405,"1,254",252,193,57,206,60,83,All
Nina Ahmad,,,,,"2,190",18,13,9,3,3,0,All
Michael Lamb,,,,,,647,4,4,1,1,0,All
Tracie Fountain,,,,,,,203,2,0,3,0,All
Rose Rosie Marie Davis,,,,,,,,158,1,0,0,All
Christina M Hartman,,,,,,,,,267,1,0,All
H Scott Conklin,,,,,,,,,,187,0,All
Write-In,,,,,,,,,,,16,All
Total,"239,453","57,746","4,397","2,507","199,346","26,706","17,291","14,047","11,667","7,818",233,All
