col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,All
,Brendan F Boyle,Write-In,Nancy Guenst,All
Brendan F Boyle,90,0,564,All
Write-In,,0,2,All
Nancy Guenst,,,6,All
Total,654,2,572,All
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,16
,Brendan F Boyle,Write-In,Nancy Guenst,16
Brendan F Boyle,4,0,66,16
Write-In,,0,0,16
Nancy Guenst,,,0,16
Total,70,0,66,16
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,17
,Brendan F Boyle,Write-In,Nancy Guenst,17
Brendan F Boyle,14,0,44,17
Write-In,,0,1,17
Nancy Guenst,,,0,17
Total,58,1,45,17
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,18
,Brendan F Boyle,Write-In,Nancy Guenst,18
Brendan F Boyle,15,0,88,18
Write-In,,0,0,18
Nancy Guenst,,,2,18
Total,103,0,90,18
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,19
,Brendan F Boyle,Write-In,Nancy Guenst,19
Brendan F Boyle,14,0,81,19
Write-In,,0,0,19
Nancy Guenst,,,2,19
Total,95,0,83,19
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,20
,Brendan F Boyle,Write-In,Nancy Guenst,20
Brendan F Boyle,17,0,99,20
Write-In,,0,0,20
Nancy Guenst,,,0,20
Total,116,0,99,20
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,21
,Brendan F Boyle,Write-In,Nancy Guenst,21
Brendan F Boyle,11,0,119,21
Write-In,,0,1,21
Nancy Guenst,,,2,21
Total,130,1,122,21
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 152nd District - Democrat,24
,Brendan F Boyle,Write-In,Nancy Guenst,24
Brendan F Boyle,15,0,67,24
Write-In,,0,0,24
Nancy Guenst,,,0,24
Total,82,0,67,24
