col_1,col_2,col_3,col_4,col_5,division
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,All
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,All
Heather Heidelbaugh,8,0,49,1,All
Write-In,,0,0,1,All
Wanda Logan,,,1,0,All
Write-In,,,,0,All
Total,58,1,50,2,All
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,1
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,1
Heather Heidelbaugh,1,0,1,0,1
Write-In,,0,0,0,1
Wanda Logan,,,0,0,1
Write-In,,,,0,1
Total,2,0,1,0,1
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,2
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,2
Heather Heidelbaugh,0,0,3,0,2
Write-In,,0,0,0,2
Wanda Logan,,,0,0,2
Write-In,,,,0,2
Total,3,0,3,0,2
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,3
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,3
Heather Heidelbaugh,0,0,4,0,3
Write-In,,0,0,0,3
Wanda Logan,,,0,0,3
Write-In,,,,0,3
Total,4,0,4,0,3
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,4
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,4
Heather Heidelbaugh,0,0,1,0,4
Write-In,,0,0,0,4
Wanda Logan,,,0,0,4
Write-In,,,,0,4
Total,1,0,1,0,4
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,6
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,6
Heather Heidelbaugh,0,0,2,0,6
Write-In,,0,0,0,6
Wanda Logan,,,0,0,6
Write-In,,,,0,6
Total,2,0,2,0,6
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,7
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,7
Heather Heidelbaugh,0,0,3,0,7
Write-In,,0,0,0,7
Wanda Logan,,,0,0,7
Write-In,,,,0,7
Total,3,0,3,0,7
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,8
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,8
Heather Heidelbaugh,0,0,1,0,8
Write-In,,0,0,0,8
Wanda Logan,,,0,0,8
Write-In,,,,0,8
Total,1,0,1,0,8
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,9
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,9
Heather Heidelbaugh,2,0,5,0,9
Write-In,,0,0,0,9
Wanda Logan,,,1,0,9
Write-In,,,,0,9
Total,7,0,6,0,9
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,10
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,10
Heather Heidelbaugh,0,0,8,0,10
Write-In,,0,0,0,10
Wanda Logan,,,0,0,10
Write-In,,,,0,10
Total,8,0,8,0,10
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,11
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,11
Heather Heidelbaugh,0,0,2,0,11
Write-In,,0,0,0,11
Wanda Logan,,,0,0,11
Write-In,,,,0,11
Total,2,0,2,0,11
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,12
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,12
Heather Heidelbaugh,3,0,16,0,12
Write-In,,0,0,1,12
Wanda Logan,,,0,0,12
Write-In,,,,0,12
Total,19,1,16,1,12
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,13
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,13
Heather Heidelbaugh,1,0,1,0,13
Write-In,,0,0,0,13
Wanda Logan,,,0,0,13
Write-In,,,,0,13
Total,2,0,1,0,13
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,21
,Heather Heidelbaugh,Write-In,Wanda Logan,Write-In,21
Heather Heidelbaugh,1,0,2,0,21
Write-In,,0,0,0,21
Wanda Logan,,,0,0,21
Write-In,,,,0,21
Total,3,0,2,0,21
,Attorney General - Republican,,Representative In The General Assembly 190th District - Republican,,28
,Heather Heidelbaugh,Write-In,Write-In,Wanda Logan,28
Heather Heidelbaugh,0,0,1,0,28
Write-In,,0,0,0,28
Write-In,,,0,0,28
Wanda Logan,,,,0,28
Total,1,0,1,0,28
