col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 184th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Elizabeth Fiedler,Write-In,Heather Pope,Nina Tinari,Sherrie Cohen,Anlin Wang,Anuj Gupta,Joanne Beer,Arielle Cohen,Cindy Bass,Lindy Li,Daisy Confoy,Malcolm Kenyatta,Christina Borst,Wynnetta Ward,Charlene Cooper,Carla Le'Coin,Terry Gillen,Ken Washington,Sergio Cea,Steve Paul,Owen Voutsinas-Klose,Matthew Miller,Paul Prescod,Jack Cahill,Daniel Laufer,Bryan Mercer,Write-In,All
Elizabeth Fiedler,400,0,"2,327","2,262","2,267","2,233","2,161","2,179","2,132","2,119","2,089","2,124","2,069","2,064","2,032","2,021","2,035","2,006","1,889","1,909","1,877","1,825","1,803","1,791","1,787","1,728","1,726",89,All
Write-In,,6,7,10,9,9,7,6,9,6,8,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,8,1,All
Heather Pope,,,4,547,"2,124","2,096",496,"2,072","2,018",504,485,"2,048",419,"1,954",468,440,"1,919",391,296,"1,825","1,865",321,258,"1,768","1,740","1,703","1,667",13,All
Nina Tinari,,,,5,538,487,"2,043",462,383,"2,041","1,994",415,"1,895",381,"1,967","1,987",365,"1,942","1,842",257,203,"1,820","1,772",178,153,129,143,55,All
Sherrie Cohen,,,,,0,"2,053",480,"2,040","1,987",489,464,"2,018",422,"1,917",444,449,"1,896",384,303,"1,792","1,838",287,265,"1,762","1,709","1,681","1,657",20,All
Anlin Wang,,,,,,1,493,"1,989","1,967",437,456,"2,007",390,"1,891",410,387,"1,905",352,275,"1,856","1,852",311,209,"1,774","1,704","1,675","1,659",9,All
Anuj Gupta,,,,,,,2,418,357,"1,970","1,952",375,"1,924",318,"1,915","1,941",322,"1,915","1,826",261,192,"1,815","1,766",179,127,112,143,46,All
Joanne Beer,,,,,,,,0,"1,961",426,407,"2,031",333,"1,902",384,370,"1,876",332,235,"1,790","1,821",255,207,"1,769","1,707","1,664","1,644",16,All
Arielle Cohen,,,,,,,,,0,357,399,"1,964",332,"1,907",368,316,"1,905",263,198,"1,826","1,776",200,188,"1,714","1,711","1,685","1,667",11,All
Cindy Bass,,,,,,,,,,1,"1,912",364,"1,843",322,"1,906","1,958",306,"1,896","1,803",206,184,"1,778","1,730",166,132,117,120,43,All
Lindy Li,,,,,,,,,,,0,381,"1,884",378,"1,951","1,886",376,"1,831","1,790",266,140,"1,724","1,753",128,152,137,154,35,All
Daisy Confoy,,,,,,,,,,,,0,306,"1,920",352,333,"1,909",267,182,"1,805","1,806",193,138,"1,764","1,685","1,666","1,625",8,All
Malcolm Kenyatta,,,,,,,,,,,,,4,301,"1,880","1,812",302,"1,821","1,816",283,180,"1,719","1,770",149,171,139,175,34,All
Christina Borst,,,,,,,,,,,,,,0,331,304,"1,961",243,196,"1,762","1,718",174,179,"1,649","1,727","1,710","1,699",1,All
Wynnetta Ward,,,,,,,,,,,,,,,1,"1,888",335,"1,833","1,801",230,146,"1,684","1,748",115,139,116,125,44,All
Charlene Cooper,,,,,,,,,,,,,,,,0,283,"1,881","1,792",192,164,"1,754","1,743",153,102,78,109,34,All
Carla Le'Coin,,,,,,,,,,,,,,,,,0,222,191,"1,775","1,688",155,162,"1,656","1,711","1,695","1,687",6,All
Terry Gillen,,,,,,,,,,,,,,,,,,0,"1,819",184,177,"1,766","1,768",154,139,119,128,36,All
Ken Washington,,,,,,,,,,,,,,,,,,,5,186,129,"1,728","1,776",113,127,105,126,33,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,"1,718",159,153,"1,697","1,661","1,644","1,643",4,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,1,146,90,"1,757","1,685","1,656","1,634",2,All
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,,,1,"1,669",117,98,81,93,31,All
Matthew Miller,,,,,,,,,,,,,,,,,,,,,,,0,82,115,99,114,24,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,"1,624","1,614","1,612",6,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,"1,687","1,645",2,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1,646",1,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"4,766",27,"2,446","2,401","2,376","2,345","2,285","2,278","2,237","2,230","2,221","2,219","2,200","2,162","2,159","2,138","2,136","2,123","2,019","2,017","1,974","1,930","1,921","1,881","1,879","1,820","1,818",102,All
