col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Auditor General - Democrat,,,,,,,All
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Nina Ahmad,"5,469",0,0,0,0,0,0,All
Michael Lamb,,505,0,0,0,0,0,All
Rose Rosie Marie Davis,,,381,0,0,0,0,All
Tracie Fountain,,,,296,0,0,0,All
H Scott Conklin,,,,,175,0,0,All
Christina M Hartman,,,,,,142,0,All
Write-In,,,,,,,3,All
Total,"5,469",505,381,296,175,142,3,All
,Auditor General - Democrat,,,,,,,1
,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,1
Nina Ahmad,205,0,0,0,0,0,0,1
Michael Lamb,,13,0,0,0,0,0,1
Christina M Hartman,,,6,0,0,0,0,1
Rose Rosie Marie Davis,,,,5,0,0,0,1
Tracie Fountain,,,,,5,0,0,1
H Scott Conklin,,,,,,3,0,1
Write-In,,,,,,,0,1
Total,205,13,6,5,5,3,0,1
,Auditor General - Democrat,,,,,,,2
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,2
Nina Ahmad,188,0,0,0,0,0,0,2
Michael Lamb,,19,0,0,0,0,0,2
Rose Rosie Marie Davis,,,6,0,0,0,0,2
Tracie Fountain,,,,6,0,0,0,2
H Scott Conklin,,,,,5,0,0,2
Christina M Hartman,,,,,,2,0,2
Write-In,,,,,,,0,2
Total,188,19,6,6,5,2,0,2
,Auditor General - Democrat,,,,,,,3
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,3
Nina Ahmad,241,0,0,0,0,0,0,3
Michael Lamb,,21,0,0,0,0,0,3
Rose Rosie Marie Davis,,,14,0,0,0,0,3
Tracie Fountain,,,,11,0,0,0,3
H Scott Conklin,,,,,8,0,0,3
Christina M Hartman,,,,,,3,0,3
Write-In,,,,,,,0,3
Total,241,21,14,11,8,3,0,3
,Auditor General - Democrat,,,,,,,4
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,4
Nina Ahmad,179,0,0,0,0,0,0,4
Michael Lamb,,14,0,0,0,0,0,4
Rose Rosie Marie Davis,,,14,0,0,0,0,4
Tracie Fountain,,,,12,0,0,0,4
Christina M Hartman,,,,,9,0,0,4
H Scott Conklin,,,,,,6,0,4
Write-In,,,,,,,0,4
Total,179,14,14,12,9,6,0,4
,Auditor General - Democrat,,,,,,,5
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,5
Nina Ahmad,188,0,0,0,0,0,0,5
Michael Lamb,,25,0,0,0,0,0,5
Rose Rosie Marie Davis,,,15,0,0,0,0,5
Tracie Fountain,,,,11,0,0,0,5
Christina M Hartman,,,,,8,0,0,5
H Scott Conklin,,,,,,8,0,5
Write-In,,,,,,,0,5
Total,188,25,15,11,8,8,0,5
,Auditor General - Democrat,,,,,,,6
,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,6
Nina Ahmad,207,0,0,0,0,0,0,6
Rose Rosie Marie Davis,,20,0,0,0,0,0,6
Michael Lamb,,,16,0,0,0,0,6
Tracie Fountain,,,,12,0,0,0,6
H Scott Conklin,,,,,10,0,0,6
Christina M Hartman,,,,,,3,0,6
Write-In,,,,,,,0,6
Total,207,20,16,12,10,3,0,6
,Auditor General - Democrat,,,,,,,7
,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,7
Nina Ahmad,151,0,0,0,0,0,0,7
Rose Rosie Marie Davis,,23,0,0,0,0,0,7
Michael Lamb,,,16,0,0,0,0,7
Tracie Fountain,,,,16,0,0,0,7
Christina M Hartman,,,,,4,0,0,7
H Scott Conklin,,,,,,3,0,7
Write-In,,,,,,,0,7
Total,151,23,16,16,4,3,0,7
,Auditor General - Democrat,,,,,,,8
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Tracie Fountain,Write-In,8
Nina Ahmad,135,0,0,0,0,0,0,8
Michael Lamb,,21,0,0,0,0,0,8
Rose Rosie Marie Davis,,,21,0,0,0,0,8
Christina M Hartman,,,,5,0,0,0,8
H Scott Conklin,,,,,3,0,0,8
