col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Senator In The General Assembly 3rd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Sharif Street,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Sharif Street,"1,326",0,"12,735","12,145","11,882","11,518","11,184","9,887","4,619","4,454","3,333","3,315","3,240","2,997","2,656","2,461",354,All
Write-In,,10,20,15,19,17,17,16,13,9,12,11,13,8,12,9,37,All
Pamela Robinson,,,254,"12,933","12,749","12,366","12,186","10,341","3,315","2,934","1,640","1,784","1,568","1,492","1,025",870,275,All
Michele Lockman,,,,67,"12,667","12,482","12,286","10,197","3,203","2,829","1,571","1,574","1,447","1,289",977,870,263,All
Anthony Bellmon,,,,,92,"12,430","12,373","10,046","2,897","2,638","1,327","1,407","1,185","1,268",889,645,264,All
Patrick Parkinson,,,,,,34,"12,157","9,801","2,832","2,491","1,270","1,273",957,"1,134",818,682,244,All
Theodore Kirsch,,,,,,,23,"9,743","2,692","2,375","1,055","1,167","1,004","1,114",723,605,252,All
Mona Getzes Cohen,,,,,,,,66,"1,722","1,513","1,510","1,524","1,505","1,033",983,893,205,All
Lisa Powley,,,,,,,,,30,"3,739","2,132","2,107","2,157","2,097","1,919","1,814",30,All
Amy Roat,,,,,,,,,,56,"2,148","2,237","2,152","1,988","1,954","1,886",27,All
Alvaro Quinones,,,,,,,,,,,32,"2,183","2,439","1,982","2,089","2,052",17,All
Lorraine Haw,,,,,,,,,,,,5,"2,359","2,152","1,973","1,921",21,All
Vayda Good,,,,,,,,,,,,,8,"2,020","2,066","1,998",16,All
Kempis Ghani Songster,,,,,,,,,,,,,,20,"1,998","1,798",54,All
Ronald Raju Joseph,,,,,,,,,,,,,,,10,"1,973",16,All
Adam Tennant,,,,,,,,,,,,,,,,4,11,All
Write-In,,,,,,,,,,,,,,,,,25,All
Total,"17,634",46,"15,034","14,217","13,935","13,417","13,038","11,552","5,266","5,139","3,777","3,727","3,614","3,421","3,052","2,823",466,All
