col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 182nd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Drew Murray,Write-In,Denise Furey,Paul Panepinto,Erin Elmore,Calvin Tucker,John Paul Sutton,Write-In,All
Drew Murray,43,0,352,333,297,296,195,14,All
Write-In,,1,0,3,3,1,3,12,All
Denise Furey,,,6,208,161,177,92,2,All
Paul Panepinto,,,,3,127,178,86,3,All
Erin Elmore,,,,,9,122,93,5,All
Calvin Tucker,,,,,,0,93,3,All
John Paul Sutton,,,,,,,3,1,All
Write-In,,,,,,,,2,All
Total,649,10,381,352,324,310,211,28,All
,Representative In The General Assembly 182nd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,1
,Drew Murray,Write-In,Paul Panepinto,Denise Furey,Erin Elmore,Calvin Tucker,John Paul Sutton,Write-In,1
Drew Murray,0,0,12,6,7,7,3,1,1
Write-In,,0,0,0,0,0,0,0,1
Paul Panepinto,,,0,6,5,5,3,1,1
Denise Furey,,,,1,3,4,1,0,1
Erin Elmore,,,,,1,2,2,0,1
Calvin Tucker,,,,,,0,2,1,1
John Paul Sutton,,,,,,,0,0,1
Write-In,,,,,,,,0,1
Total,14,0,13,8,8,7,4,1,1
,Representative In The General Assembly 182nd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,2
,Drew Murray,Write-In,Paul Panepinto,Denise Furey,Calvin Tucker,John Paul Sutton,Erin Elmore,Write-In,2
Drew Murray,3,0,10,9,6,5,4,0,2
Write-In,,0,0,0,0,0,0,0,2
Paul Panepinto,,,0,8,6,4,3,0,2
Denise Furey,,,,0,5,4,0,0,2
Calvin Tucker,,,,,0,1,2,0,2
John Paul Sutton,,,,,,0,1,0,2
Erin Elmore,,,,,,,0,0,2
Write-In,,,,,,,,0,2
Total,16,0,11,10,7,5,4,0,2
,Representative In The General Assembly 182nd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,3
,Drew Murray,Write-In,Calvin Tucker,Paul Panepinto,Erin Elmore,Denise Furey,John Paul Sutton,Write-In,3
Drew Murray,1,0,11,10,9,8,7,0,3
Write-In,,1,0,0,0,0,0,0,3
Calvin Tucker,,,0,9,4,6,4,0,3
Paul Panepinto,,,,0,3,5,3,0,3
Erin Elmore,,,,,0,2,5,0,3
Denise Furey,,,,,,0,1,0,3
John Paul Sutton,,,,,,,0,0,3
Write-In,,,,,,,,0,3
Total,20,1,12,11,10,9,8,0,3
,Representative In The General Assembly 182nd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,4
,Drew Murray,Write-In,Erin Elmore,Paul Panepinto,Denise Furey,Calvin Tucker,John Paul Sutton,Write-In,4
Drew Murray,1,0,10,9,7,7,5,0,4
