col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Kevin J Boyle,Write-In,Patrick Parkinson,Pamela Robinson,Anthony Bellmon,Michele Lockman,Mona Getzes Cohen,Theodore Kirsch,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,All
Kevin J Boyle,28,0,138,137,133,133,125,125,51,52,41,39,38,37,35,33,7,All
Write-In,,0,1,1,1,1,1,1,2,2,2,1,1,1,2,1,0,All
Patrick Parkinson,,,1,135,131,131,124,127,21,22,11,12,8,10,4,7,5,All
Pamela Robinson,,,,0,132,131,122,123,23,25,12,12,10,11,7,7,5,All
Anthony Bellmon,,,,,0,129,118,126,19,23,9,11,12,8,6,6,5,All
Michele Lockman,,,,,,0,119,124,18,22,7,11,8,8,4,5,5,All
Mona Getzes Cohen,,,,,,,0,112,18,16,12,16,10,9,8,10,5,All
Theodore Kirsch,,,,,,,,0,15,19,10,9,9,8,3,7,3,All
Amy Roat,,,,,,,,,2,47,37,32,31,30,31,30,1,All
Lisa Powley,,,,,,,,,,0,38,30,30,29,29,29,1,All
Lorraine Haw,,,,,,,,,,,0,30,31,33,32,31,1,All
Alvaro Quinones,,,,,,,,,,,,0,30,28,29,29,0,All
Vayda Good,,,,,,,,,,,,,0,30,28,29,1,All
Adam Tennant,,,,,,,,,,,,,,0,27,31,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,,0,28,1,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,213,3,148,146,140,140,133,132,58,57,46,43,42,40,38,38,7,All
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,13
,Kevin J Boyle,Write-In,Pamela Robinson,Patrick Parkinson,Anthony Bellmon,Michele Lockman,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Vayda Good,Alvaro Quinones,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,13
Kevin J Boyle,15,0,67,66,67,66,64,61,25,24,20,21,19,18,16,16,0,13
Write-In,,0,1,1,1,1,1,1,2,2,2,1,1,1,1,2,0,13
Pamela Robinson,,,0,66,66,66,64,58,11,11,6,5,5,5,3,4,0,13
Patrick Parkinson,,,,1,64,65,64,60,10,9,6,5,5,4,2,3,0,13
Anthony Bellmon,,,,,0,66,65,57,9,10,5,7,5,4,3,3,0,13
Michele Lockman,,,,,,0,63,58,9,10,4,6,6,3,2,3,0,13
Theodore Kirsch,,,,,,,0,55,7,7,5,7,3,4,2,2,0,13
Mona Getzes Cohen,,,,,,,,0,9,5,6,7,8,4,5,5,0,13
Amy Roat,,,,,,,,,1,24,20,16,18,15,16,16,0,13
Lisa Powley,,,,,,,,,,0,19,16,17,15,15,15,0,13
Lorraine Haw,,,,,,,,,,,0,16,16,17,16,17,0,13
Vayda Good,,,,,,,,,,,,0,17,16,17,14,0,13
Alvaro Quinones,,,,,,,,,,,,,0,14,16,16,0,13
Adam Tennant,,,,,,,,,,,,,,0,16,14,0,13
Ronald Raju Joseph,,,,,,,,,,,,,,,0,15,0,13
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,13
Write-In,,,,,,,,,,,,,,,,,0,13
Total,103,3,72,72,70,70,68,65,30,28,24,24,22,20,20,19,0,13
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,14
,Kevin J Boyle,Write-In,Patrick Parkinson,Pamela Robinson,Anthony Bellmon,Michele Lockman,Mona Getzes Cohen,Theodore Kirsch,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Vayda Good,Write-In,14
Kevin J Boyle,13,0,72,70,66,67,64,61,28,26,21,20,19,19,17,17,7,14
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Patrick Parkinson,,,0,69,67,66,64,63,13,11,5,7,6,1,5,3,5,14
Pamela Robinson,,,,0,66,65,64,59,14,12,6,7,6,3,4,5,5,14
Anthony Bellmon,,,,,0,63,61,61,13,10,4,6,4,3,3,5,5,14
Michele Lockman,,,,,,0,61,61,12,9,3,5,5,1,3,2,5,14
Mona Getzes Cohen,,,,,,,0,57,11,9,6,8,5,3,5,3,5,14
Theodore Kirsch,,,,,,,,0,12,8,5,6,4,1,5,2,3,14
Lisa Powley,,,,,,,,,0,23,19,13,14,14,14,14,1,14
Amy Roat,,,,,,,,,,1,17,14,15,15,14,15,1,14
Lorraine Haw,,,,,,,,,,,0,14,16,15,15,15,1,14
Alvaro Quinones,,,,,,,,,,,,0,14,13,13,13,0,14
Adam Tennant,,,,,,,,,,,,,0,13,15,14,1,14
Kempis Ghani Songster,,,,,,,,,,,,,,0,13,14,1,14
Ronald Raju Joseph,,,,,,,,,,,,,,,0,12,0,14
Vayda Good,,,,,,,,,,,,,,,,0,1,14
Write-In,,,,,,,,,,,,,,,,,0,14
Total,110,0,76,74,70,70,68,64,29,28,22,21,20,19,18,18,7,14
