col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Colleen Guiney,Maryanne Donaghy,Samantha Newell,Rebecca Divalerio,Michel Lee,Tray Herman,Amanda Mcillmurray,Karyn Hollis,Deidre Selig,John Randolph,Ryan Yeager,Cora Linehan,Jake Metzger,Write-In,All
Joseph R Biden,19,0,0,0,200,197,187,173,46,44,48,44,36,35,32,26,21,0,All
Bernie Sanders,,4,0,0,4,3,5,2,19,21,14,15,17,18,14,19,21,0,All
Tulsi Gabbard,,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,All
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Colleen Guiney,,,,,0,183,171,160,36,41,44,33,34,24,27,19,12,0,All
Maryanne Donaghy,,,,,,0,164,160,31,38,41,32,31,20,28,13,11,0,All
Samantha Newell,,,,,,,0,164,40,23,26,40,17,31,11,25,20,0,All
Rebecca Divalerio,,,,,,,,0,36,18,22,37,15,25,9,16,15,0,All
Michel Lee,,,,,,,,,0,34,34,44,31,40,23,32,31,0,All
Tray Herman,,,,,,,,,,0,45,32,46,34,39,30,29,0,All
Amanda Mcillmurray,,,,,,,,,,,0,33,40,22,37,23,19,0,All
Karyn Hollis,,,,,,,,,,,,0,30,40,19,31,31,0,All
Deidre Selig,,,,,,,,,,,,,0,26,38,23,21,0,All
John Randolph,,,,,,,,,,,,,,0,22,35,34,0,All
Ryan Yeager,,,,,,,,,,,,,,,0,19,18,0,All
Cora Linehan,,,,,,,,,,,,,,,,0,30,0,All
Jake Metzger,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,0,All
Total,261,29,2,0,205,201,193,176,65,65,62,59,53,53,46,45,43,0,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,21
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Colleen Guiney,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Michel Lee,Karyn Hollis,Tray Herman,John Randolph,Amanda Mcillmurray,Deidre Selig,Jake Metzger,Ryan Yeager,Cora Linehan,Write-In,21
Joseph R Biden,7,0,0,0,94,92,92,80,27,26,23,21,21,20,13,17,14,0,21
Bernie Sanders,,1,0,0,2,3,2,2,5,5,6,6,4,5,8,3,5,0,21
Tulsi Gabbard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Colleen Guiney,,,,,0,77,84,72,19,19,23,16,20,19,7,15,9,0,21
Samantha Newell,,,,,,0,75,76,23,25,13,21,10,10,13,7,15,0,21
Maryanne Donaghy,,,,,,,0,70,17,18,21,12,19,17,7,15,6,0,21
Rebecca Divalerio,,,,,,,,0,22,23,10,16,9,7,10,4,10,0,21
Michel Lee,,,,,,,,,0,24,14,20,11,12,14,8,13,0,21
Karyn Hollis,,,,,,,,,,0,15,21,12,12,15,7,14,0,21
Tray Herman,,,,,,,,,,,0,13,19,23,11,17,10,0,21
John Randolph,,,,,,,,,,,,0,5,9,17,7,18,0,21
Amanda Mcillmurray,,,,,,,,,,,,,0,18,5,14,4,0,21
Deidre Selig,,,,,,,,,,,,,,0,6,18,8,0,21
Jake Metzger,,,,,,,,,,,,,,,1,5,13,0,21
Ryan Yeager,,,,,,,,,,,,,,,,0,6,0,21
Cora Linehan,,,,,,,,,,,,,,,,,0,0,21
Write-In,,,,,,,,,,,,,,,,,,0,21
Total,128,10,0,0,96,95,94,82,32,31,29,27,25,25,22,20,19,0,21
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,22
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Colleen Guiney,Maryanne Donaghy,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Tray Herman,Michel Lee,Deidre Selig,Karyn Hollis,Cora Linehan,John Randolph,Ryan Yeager,Jake Metzger,Write-In,22
Joseph R Biden,12,0,0,0,106,105,95,93,27,21,19,16,18,12,14,15,8,0,22
Bernie Sanders,,3,0,0,2,1,2,0,10,15,14,12,10,14,12,11,13,0,22
Tulsi Gabbard,,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,22
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
