col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,John Sabatina,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Adam Tennant,Vayda Good,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,All
John Sabatina,126,0,"1,038","1,019",955,953,916,835,626,613,479,453,438,434,406,395,12,All
Write-In,,2,3,1,2,1,1,2,3,1,2,3,2,3,3,2,18,All
Pamela Robinson,,,24,"1,086","1,059","1,050","1,016",884,299,315,163,123,109,116,80,102,16,All
Michele Lockman,,,,5,"1,075","1,053","1,030",875,303,310,156,123,115,109,90,98,10,All
Patrick Parkinson,,,,,11,"1,046","1,033",847,260,269,119,92,93,62,69,73,15,All
Anthony Bellmon,,,,,,9,"1,025",843,255,253,121,90,73,66,75,73,11,All
Theodore Kirsch,,,,,,,4,823,241,251,98,71,80,70,57,63,11,All
Mona Getzes Cohen,,,,,,,,5,190,206,141,113,105,120,81,85,12,All
Amy Roat,,,,,,,,,11,565,430,415,408,403,381,359,5,All
Lisa Powley,,,,,,,,,,3,392,385,387,382,350,360,4,All
Lorraine Haw,,,,,,,,,,,2,393,387,399,369,370,1,All
Alvaro Quinones,,,,,,,,,,,,2,408,419,397,371,2,All
Adam Tennant,,,,,,,,,,,,,2,390,384,354,2,All
Vayda Good,,,,,,,,,,,,,,0,378,362,2,All
Ronald Raju Joseph,,,,,,,,,,,,,,,1,363,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,5,0,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,"1,679",10,"1,275","1,231","1,165","1,159","1,103","1,007",737,707,553,542,509,502,474,464,34,All
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,John Sabatina,Write-In,Michele Lockman,Pamela Robinson,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lorraine Haw,Vayda Good,Alvaro Quinones,Adam Tennant,Lisa Powley,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,1
John Sabatina,10,0,47,47,44,44,42,37,37,32,28,26,26,24,19,16,3,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Michele Lockman,,,0,48,47,47,46,36,16,13,10,6,10,9,4,3,0,1
Pamela Robinson,,,,0,45,47,45,34,15,12,9,9,10,12,2,4,3,1
Anthony Bellmon,,,,,2,46,48,34,14,12,6,5,8,8,5,2,0,1
Patrick Parkinson,,,,,,1,45,33,14,9,4,5,8,10,1,1,3,1
Theodore Kirsch,,,,,,,0,34,12,9,5,3,6,7,4,1,0,1
Mona Getzes Cohen,,,,,,,,0,9,9,10,6,7,4,6,2,0,1
Amy Roat,,,,,,,,,0,28,24,21,22,24,19,12,3,1
Lorraine Haw,,,,,,,,,,0,26,25,23,20,20,17,0,1
Vayda Good,,,,,,,,,,,0,25,21,19,19,17,0,1
Alvaro Quinones,,,,,,,,,,,,0,21,20,19,18,0,1
Adam Tennant,,,,,,,,,,,,,0,19,15,14,0,1
Lisa Powley,,,,,,,,,,,,,,0,14,16,3,1
Ronald Raju Joseph,,,,,,,,,,,,,,,0,14,0,1
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,0,1
Total,84,0,56,55,53,53,49,42,41,35,31,29,28,28,22,18,5,1
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
,John Sabatina,Write-In,Amy Roat,Michele Lockman,Pamela Robinson,Lisa Powley,Vayda Good,Lorraine Haw,Alvaro Quinones,Anthony Bellmon,Theodore Kirsch,Kempis Ghani Songster,Patrick Parkinson,Mona Getzes Cohen,Ronald Raju Joseph,Adam Tennant,Write-In,2
John Sabatina,4,0,27,25,26,23,24,25,22,21,20,21,19,17,20,17,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Amy Roat,,,0,10,11,26,23,23,22,7,6,19,6,5,19,19,0,2
Michele Lockman,,,,0,29,7,6,5,3,25,23,3,23,19,3,0,0,2
Pamela Robinson,,,,,0,9,6,7,3,25,24,4,23,20,3,0,0,2
Lisa Powley,,,,,,0,22,21,19,3,4,19,3,5,18,18,0,2
Vayda Good,,,,,,,0,24,23,2,2,22,1,6,21,21,0,2
Lorraine Haw,,,,,,,,0,21,3,3,22,2,5,20,20,0,2
Alvaro Quinones,,,,,,,,,0,2,1,21,1,3,20,21,0,2
Anthony Bellmon,,,,,,,,,,0,24,2,24,17,3,0,0,2
Theodore Kirsch,,,,,,,,,,,0,2,24,18,3,0,0,2
Kempis Ghani Songster,,,,,,,,,,,,0,1,3,19,19,0,2
Patrick Parkinson,,,,,,,,,,,,,0,17,3,0,0,2
Mona Getzes Cohen,,,,,,,,,,,,,,1,3,1,0,2
Ronald Raju Joseph,,,,,,,,,,,,,,,0,20,0,2
Adam Tennant,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,0,2
Total,55,0,33,32,32,30,29,28,26,26,25,24,24,23,23,21,0,2
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,3
,John Sabatina,Write-In,Pamela Robinson,Theodore Kirsch,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Adam Tennant,Alvaro Quinones,Vayda Good,Ronald Raju Joseph,Lorraine Haw,Kempis Ghani Songster,Write-In,3
John Sabatina,12,0,78,77,79,76,76,64,43,42,32,26,26,25,23,22,1,3
Write-In,,0,2,1,1,2,1,2,1,0,0,1,1,1,0,1,9,3
Pamela Robinson,,,1,81,82,82,81,68,22,24,8,7,9,5,5,7,3,3
Theodore Kirsch,,,,1,82,83,82,64,21,24,12,5,6,5,3,5,3,3
Michele Lockman,,,,,0,82,81,64,22,24,11,5,7,6,4,6,3,3
Patrick Parkinson,,,,,,0,80,65,21,24,10,5,7,5,5,6,3,3
Anthony Bellmon,,,,,,,1,63,19,24,9,5,4,6,4,7,3,3
Mona Getzes Cohen,,,,,,,,0,20,21,13,11,13,9,6,8,3,3
Amy Roat,,,,,,,,,1,38,27,25,25,22,22,20,0,3
Lisa Powley,,,,,,,,,,0,26,23,23,20,19,18,0,3
Adam Tennant,,,,,,,,,,,0,29,26,24,22,20,0,3
Alvaro Quinones,,,,,,,,,,,,0,28,22,21,22,0,3
Vayda Good,,,,,,,,,,,,,0,22,22,21,0,3
Ronald Raju Joseph,,,,,,,,,,,,,,0,19,21,0,3
Lorraine Haw,,,,,,,,,,,,,,,0,19,0,3
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,0,3
Total,127,4,93,90,89,88,87,78,54,48,38,33,33,29,28,27,10,3
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,4
,John Sabatina,Write-In,Anthony Bellmon,Michele Lockman,Pamela Robinson,Patrick Parkinson,Mona Getzes Cohen,Theodore Kirsch,Amy Roat,Lisa Powley,Lorraine Haw,Vayda Good,Adam Tennant,Ronald Raju Joseph,Alvaro Quinones,Kempis Ghani Songster,Write-In,4
John Sabatina,16,0,66,64,62,60,57,56,27,26,16,14,13,12,11,12,2,4
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Anthony Bellmon,,,1,65,64,61,57,58,15,14,7,2,3,3,0,2,2,4
Michele Lockman,,,,0,61,61,54,56,16,14,7,3,3,4,1,2,0,4
Pamela Robinson,,,,,1,59,54,55,15,13,8,3,3,4,1,3,2,4
Patrick Parkinson,,,,,,0,53,58,12,12,6,2,1,2,0,2,2,4
Mona Getzes Cohen,,,,,,,0,49,13,12,6,4,1,4,2,2,2,4
Theodore Kirsch,,,,,,,,0,10,9,2,1,1,1,0,1,2,4
Amy Roat,,,,,,,,,0,23,13,12,13,13,12,11,1,4
Lisa Powley,,,,,,,,,,0,13,14,13,11,12,11,1,4
Lorraine Haw,,,,,,,,,,,0,11,10,10,10,11,0,4
Vayda Good,,,,,,,,,,,,0,11,11,13,10,1,4
Adam Tennant,,,,,,,,,,,,,0,11,11,9,1,4
Ronald Raju Joseph,,,,,,,,,,,,,,0,10,9,1,4
Alvaro Quinones,,,,,,,,,,,,,,,0,9,1,4
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,0,4
Total,98,0,73,68,68,63,60,59,30,28,18,16,15,14,13,13,3,4
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,5
,John Sabatina,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Mona Getzes Cohen,Anthony Bellmon,Theodore Kirsch,Lisa Powley,Lorraine Haw,Amy Roat,Adam Tennant,Alvaro Quinones,Vayda Good,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,5
John Sabatina,4,0,46,46,43,42,41,38,28,24,23,23,21,21,19,18,0,5
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Pamela Robinson,,,1,48,45,43,42,41,12,9,8,5,5,5,2,1,0,5
Michele Lockman,,,,0,46,47,45,43,13,8,9,7,6,6,1,2,0,5
Patrick Parkinson,,,,,1,43,44,41,11,6,6,4,3,2,3,0,0,5
Mona Getzes Cohen,,,,,,0,43,39,12,7,7,6,7,5,3,3,0,5
Anthony Bellmon,,,,,,,0,41,8,3,3,3,4,1,2,1,0,5
Theodore Kirsch,,,,,,,,0,5,1,2,4,3,1,1,0,0,5
Lisa Powley,,,,,,,,,0,24,24,21,21,21,18,18,0,5
Lorraine Haw,,,,,,,,,,0,25,20,20,22,19,19,0,5
Amy Roat,,,,,,,,,,,0,20,19,21,17,18,0,5
Adam Tennant,,,,,,,,,,,,0,21,21,19,19,0,5
Alvaro Quinones,,,,,,,,,,,,,0,21,19,19,0,5
Vayda Good,,,,,,,,,,,,,,0,18,20,0,5
Ronald Raju Joseph,,,,,,,,,,,,,,,0,18,0,5
Kempis Ghani Songster,,,,,,,,,,,,,,,,1,0,5
Write-In,,,,,,,,,,,,,,,,,0,5
Total,72,0,54,52,51,49,47,44,31,27,26,25,25,24,22,21,0,5
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,6
,John Sabatina,Write-In,Michele Lockman,Pamela Robinson,Patrick Parkinson,Anthony Bellmon,Mona Getzes Cohen,Theodore Kirsch,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Ronald Raju Joseph,Adam Tennant,Vayda Good,Kempis Ghani Songster,Write-In,6
John Sabatina,7,0,46,41,39,36,35,36,32,31,24,24,23,22,23,20,0,6
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
Michele Lockman,,,0,49,49,46,42,44,15,11,5,6,5,3,3,2,0,6
Pamela Robinson,,,,1,45,42,39,42,14,8,4,3,3,1,1,2,0,6
Patrick Parkinson,,,,,0,44,42,45,12,6,1,3,1,2,0,1,0,6
Anthony Bellmon,,,,,,0,38,42,9,6,2,3,3,0,1,1,0,6
Mona Getzes Cohen,,,,,,,0,40,13,8,4,6,4,4,1,2,0,6
Theodore Kirsch,,,,,,,,0,11,6,1,3,1,1,0,1,0,6
Lisa Powley,,,,,,,,,1,31,24,23,22,23,21,21,0,6
Amy Roat,,,,,,,,,,1,27,27,26,24,24,23,0,6
Lorraine Haw,,,,,,,,,,,0,23,25,24,24,23,0,6
Alvaro Quinones,,,,,,,,,,,,0,24,22,22,20,0,6
Ronald Raju Joseph,,,,,,,,,,,,,0,22,22,22,0,6
Adam Tennant,,,,,,,,,,,,,,0,23,22,0,6
Vayda Good,,,,,,,,,,,,,,,0,22,0,6
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,0,6
Total,78,1,58,52,51,46,45,45,39,37,29,28,27,26,25,24,8,6
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,7
,John Sabatina,Write-In,Pamela Robinson,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Michele Lockman,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Lorraine Haw,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,7
John Sabatina,4,0,40,39,36,37,35,36,24,26,22,21,22,21,18,20,0,7
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Pamela Robinson,,,1,42,42,42,40,35,10,10,5,6,6,4,6,3,0,7
Patrick Parkinson,,,,1,41,42,39,33,9,9,3,3,3,2,3,0,0,7
Anthony Bellmon,,,,,0,42,41,35,10,8,3,3,3,1,4,0,0,7
Theodore Kirsch,,,,,,0,40,34,9,8,2,2,3,1,3,0,0,7
Michele Lockman,,,,,,,0,33,10,8,3,4,2,1,3,1,0,7
Mona Getzes Cohen,,,,,,,,0,5,6,3,3,5,2,3,2,0,7
Amy Roat,,,,,,,,,0,24,19,19,19,19,16,18,0,7
Lisa Powley,,,,,,,,,,0,17,17,18,19,18,18,0,7
Alvaro Quinones,,,,,,,,,,,0,21,20,20,17,20,0,7
Lorraine Haw,,,,,,,,,,,,0,20,19,17,19,0,7
Vayda Good,,,,,,,,,,,,,0,21,18,20,0,7
