col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,State Treasurer - Democrat,,All
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Joe Torsella,Write-In,All
Pamela Robinson,95,"3,261","3,205","3,106","3,079","2,677",816,710,490,418,388,360,285,223,27,"2,753",5,All
Michele Lockman,,14,"3,181","3,128","3,098","2,610",787,684,418,368,365,307,262,218,18,"2,636",2,All
Anthony Bellmon,,,12,"3,079","3,113","2,569",697,625,376,310,292,284,232,148,15,"2,548",3,All
Patrick Parkinson,,,,18,"3,051","2,501",701,595,354,270,302,268,223,176,11,"2,473",2,All
Theodore Kirsch,,,,,10,"2,495",672,580,321,271,259,266,201,159,16,"2,457",3,All
Mona Getzes Cohen,,,,,,21,453,382,410,396,356,249,270,225,11,"2,166",2,All
Lisa Powley,,,,,,,3,841,478,476,438,459,431,400,3,998,2,All
Amy Roat,,,,,,,,12,491,466,433,428,421,390,1,946,1,All
Lorraine Haw,,,,,,,,,1,536,473,488,432,421,1,728,1,All
Vayda Good,,,,,,,,,,3,525,457,453,435,1,687,1,All
Alvaro Quinones,,,,,,,,,,,9,432,455,438,1,657,0,All
Kempis Ghani Songster,,,,,,,,,,,,5,440,403,0,615,1,All
Ronald Raju Joseph,,,,,,,,,,,,,2,440,0,580,0,All
Adam Tennant,,,,,,,,,,,,,,1,0,504,0,All
Write-In,,,,,,,,,,,,,,,0,10,0,All
Joe Torsella,,,,,,,,,,,,,,,,180,0,All
Write-In,,,,,,,,,,,,,,,,,3,All
Total,"3,816","3,573","3,442","3,337","3,299","2,963","1,228","1,172",892,855,818,774,714,639,43,"3,596",8,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,State Treasurer - Democrat,,1
,Michele Lockman,Anthony Bellmon,Pamela Robinson,Patrick Parkinson,Mona Getzes Cohen,Theodore Kirsch,Lisa Powley,Alvaro Quinones,Lorraine Haw,Amy Roat,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,Joe Torsella,Write-In,1
Michele Lockman,1,80,74,75,65,73,24,11,13,15,12,8,4,2,2,51,0,1
Anthony Bellmon,,0,75,74,67,72,22,10,13,16,12,5,3,3,2,50,0,1
Pamela Robinson,,,2,72,62,69,22,12,14,15,12,8,5,3,1,50,0,1
Patrick Parkinson,,,,0,60,72,20,9,12,14,8,6,3,2,2,47,0,1
Mona Getzes Cohen,,,,,0,59,16,14,18,13,16,11,11,8,1,49,0,1
Theodore Kirsch,,,,,,0,19,8,10,12,9,6,2,1,2,45,0,1
Lisa Powley,,,,,,,0,15,16,22,16,16,14,12,1,27,0,1
Alvaro Quinones,,,,,,,,2,23,17,24,21,21,18,0,24,0,1
Lorraine Haw,,,,,,,,,0,18,24,20,23,19,0,26,0,1
Amy Roat,,,,,,,,,,0,17,14,16,15,0,23,0,1
Vayda Good,,,,,,,,,,,0,21,21,20,0,24,0,1
Adam Tennant,,,,,,,,,,,,0,21,19,0,19,0,1
Kempis Ghani Songster,,,,,,,,,,,,,0,21,0,19,0,1
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,17,0,1
Write-In,,,,,,,,,,,,,,,0,1,0,1
Joe Torsella,,,,,,,,,,,,,,,,4,0,1
Write-In,,,,,,,,,,,,,,,,,0,1
Total,85,84,83,77,76,74,37,36,34,33,32,27,27,23,5,79,0,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,State Treasurer - Democrat,,2
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Ronald Raju Joseph,Alvaro Quinones,Kempis Ghani Songster,Adam Tennant,Write-In,Joe Torsella,Write-In,2
Pamela Robinson,4,170,164,157,155,128,54,45,28,26,19,18,17,9,4,148,0,2
Michele Lockman,,0,166,160,161,125,53,41,24,20,14,16,15,9,4,140,0,2
Anthony Bellmon,,,1,157,156,122,43,38,24,19,13,13,12,8,2,129,0,2
Theodore Kirsch,,,,0,156,121,46,36,21,18,12,11,13,6,2,130,0,2
Patrick Parkinson,,,,,1,116,42,33,20,15,13,12,13,6,2,125,0,2
Mona Getzes Cohen,,,,,,2,29,21,24,25,16,15,14,11,2,100,0,2
Lisa Powley,,,,,,,0,54,29,25,26,21,22,21,1,65,0,2
Amy Roat,,,,,,,,0,30,29,28,20,22,21,0,60,0,2
Lorraine Haw,,,,,,,,,0,31,28,27,31,23,0,42,0,2
Vayda Good,,,,,,,,,,0,29,28,24,23,0,41,0,2
Ronald Raju Joseph,,,,,,,,,,,0,28,26,26,0,35,0,2
Alvaro Quinones,,,,,,,,,,,,0,23,23,0,31,0,2
Kempis Ghani Songster,,,,,,,,,,,,,0,22,0,32,0,2
Adam Tennant,,,,,,,,,,,,,,0,0,24,0,2
Write-In,,,,,,,,,,,,,,,0,1,0,2
Joe Torsella,,,,,,,,,,,,,,,,7,0,2
Write-In,,,,,,,,,,,,,,,,,0,2
Total,206,187,176,168,167,148,76,69,52,50,45,39,39,32,5,193,0,2
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,State Treasurer - Democrat,,3
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Vayda Good,Alvaro Quinones,Lorraine Haw,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Joe Torsella,Write-In,3
Pamela Robinson,3,220,214,210,205,184,44,38,32,32,31,24,24,14,1,192,0,3
Michele Lockman,,0,211,206,201,173,40,38,25,25,25,16,22,14,1,178,0,3
Patrick Parkinson,,,1,203,204,170,38,35,22,21,18,17,16,12,1,174,0,3
Anthony Bellmon,,,,0,203,175,38,30,22,20,20,15,12,7,1,176,0,3
Theodore Kirsch,,,,,1,167,41,36,21,23,22,17,15,9,1,174,0,3
Mona Getzes Cohen,,,,,,0,27,17,30,27,24,19,16,11,1,149,0,3
Amy Roat,,,,,,,1,47,30,27,24,26,24,22,0,60,0,3
Lisa Powley,,,,,,,,1,24,25,24,24,25,20,0,52,0,3
Vayda Good,,,,,,,,,0,36,31,28,29,27,0,43,0,3
Alvaro Quinones,,,,,,,,,,0,32,27,28,24,0,42,0,3
Lorraine Haw,,,,,,,,,,,0,30,24,23,0,40,0,3
Kempis Ghani Songster,,,,,,,,,,,,0,28,23,0,35,0,3
Ronald Raju Joseph,,,,,,,,,,,,,0,24,0,33,0,3
Adam Tennant,,,,,,,,,,,,,,0,0,23,0,3
Write-In,,,,,,,,,,,,,,,0,0,0,3
Joe Torsella,,,,,,,,,,,,,,,,11,0,3
Write-In,,,,,,,,,,,,,,,,,1,3
Total,251,231,224,222,218,193,68,60,57,54,51,46,45,37,1,231,1,3
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,State Treasurer - Democrat,,4
,Michele Lockman,Pamela Robinson,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Joe Torsella,Write-In,4
Michele Lockman,0,128,130,128,127,111,32,28,14,14,11,8,5,10,0,111,0,4
Pamela Robinson,,2,123,119,118,102,33,27,12,13,13,11,8,9,0,108,0,4
Anthony Bellmon,,,0,123,127,109,27,25,10,12,11,10,7,6,0,108,0,4
Patrick Parkinson,,,,1,124,101,28,25,10,9,10,7,4,8,0,102,0,4
Theodore Kirsch,,,,,0,106,27,25,9,11,8,8,5,7,0,104,0,4
Mona Getzes Cohen,,,,,,0,19,21,10,13,9,5,6,4,0,99,0,4
Lisa Powley,,,,,,,0,28,13,17,12,14,12,9,0,36,0,4
Amy Roat,,,,,,,,1,19,16,8,12,12,10,0,34,0,4
Lorraine Haw,,,,,,,,,0,17,9,12,12,10,0,19,0,4
Vayda Good,,,,,,,,,,0,11,12,13,9,0,21,0,4
Alvaro Quinones,,,,,,,,,,,0,11,12,11,0,18,0,4
Kempis Ghani Songster,,,,,,,,,,,,1,13,7,0,18,0,4
Ronald Raju Joseph,,,,,,,,,,,,,1,10,0,16,0,4
Adam Tennant,,,,,,,,,,,,,,0,0,14,0,4
Write-In,,,,,,,,,,,,,,,0,0,0,4
Joe Torsella,,,,,,,,,,,,,,,,6,0,4
Write-In,,,,,,,,,,,,,,,,,0,4
Total,144,140,136,132,131,120,43,41,25,25,23,21,20,18,0,135,0,4
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,State Treasurer - Democrat,,5
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Kempis Ghani Songster,Vayda Good,Alvaro Quinones,Adam Tennant,Ronald Raju Joseph,Write-In,Joe Torsella,Write-In,5
Pamela Robinson,4,159,158,159,160,124,43,34,29,24,19,12,10,10,1,140,0,5
Michele Lockman,,3,157,158,159,117,35,28,20,20,16,12,8,9,1,130,0,5
Patrick Parkinson,,,1,164,159,117,37,31,20,21,10,10,8,9,1,132,0,5
Theodore Kirsch,,,,1,162,117,34,28,21,20,12,7,6,6,1,131,0,5
Anthony Bellmon,,,,,0,116,37,28,22,22,13,10,5,9,1,129,0,5
Mona Getzes Cohen,,,,,,2,20,14,16,13,20,13,12,10,1,97,0,5
Lisa Powley,,,,,,,0,39,25,25,18,17,13,14,0,45,0,5
Amy Roat,,,,,,,,0,25,18,16,13,12,13,0,41,0,5
Lorraine Haw,,,,,,,,,0,20,23,16,15,16,0,35,0,5
Kempis Ghani Songster,,,,,,,,,,0,17,17,16,18,0,35,0,5
Vayda Good,,,,,,,,,,,2,20,17,17,0,29,0,5
Alvaro Quinones,,,,,,,,,,,,0,19,15,0,25,0,5
Adam Tennant,,,,,,,,,,,,,0,15,0,21,0,5
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,22,0,5
Write-In,,,,,,,,,,,,,,,0,1,0,5
Joe Torsella,,,,,,,,,,,,,,,,2,0,5
Write-In,,,,,,,,,,,,,,,,,0,5
Total,190,178,173,173,172,137,56,48,42,39,37,28,25,24,1,171,0,5
,State Treasurer - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,6
,Joe Torsella,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Mona Getzes Cohen,Lisa Powley,Vayda Good,Amy Roat,Alvaro Quinones,Lorraine Haw,Ronald Raju Joseph,Kempis Ghani Songster,Adam Tennant,Write-In,6
Joe Torsella,11,0,150,139,133,130,131,127,45,38,38,40,36,27,25,26,0,6
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Pamela Robinson,,,4,161,158,148,150,144,35,28,27,27,21,16,17,11,0,6
Michele Lockman,,,,0,152,147,145,141,33,27,26,24,18,16,13,11,0,6
Anthony Bellmon,,,,,0,147,142,137,27,20,18,21,10,10,11,9,0,6
Theodore Kirsch,,,,,,0,144,134,28,18,19,19,10,11,11,11,0,6
Patrick Parkinson,,,,,,,0,134,26,20,18,23,16,11,9,12,0,6
Mona Getzes Cohen,,,,,,,,0,21,24,13,25,20,14,14,14,0,6
Lisa Powley,,,,,,,,,0,28,38,24,26,23,24,18,0,6
Vayda Good,,,,,,,,,,0,28,29,28,22,24,21,0,6
Amy Roat,,,,,,,,,,,1,22,24,22,22,17,0,6
Alvaro Quinones,,,,,,,,,,,,0,26,21,17,20,0,6
Lorraine Haw,,,,,,,,,,,,,0,24,22,22,0,6
Ronald Raju Joseph,,,,,,,,,,,,,,0,20,23,0,6
