col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 184th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Elizabeth Fiedler,Write-In,Heather Pope,Anlin Wang,Joanne Beer,Sherrie Cohen,Daisy Confoy,Carla Le'Coin,Christina Borst,Arielle Cohen,Sergio Cea,Steve Paul,Paul Prescod,Jack Cahill,Bryan Mercer,Daniel Laufer,Nina Tinari,Cindy Bass,Anuj Gupta,Terry Gillen,Lindy Li,Malcolm Kenyatta,Wynnetta Ward,Charlene Cooper,Ken Washington,Owen Voutsinas-Klose,Matthew Miller,Write-In,All
Elizabeth Fiedler,16,0,172,170,165,164,157,155,153,152,146,142,138,133,130,130,115,111,109,102,101,101,99,96,89,85,77,0,All
Write-In,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,All
Heather Pope,,,2,168,164,164,161,153,151,151,147,149,142,136,132,134,27,27,25,24,24,21,22,18,12,13,4,0,All
Anlin Wang,,,,0,162,162,160,153,153,150,149,148,143,136,133,134,31,28,30,22,27,21,23,22,13,16,8,0,All
Joanne Beer,,,,,0,162,161,152,150,150,145,146,143,135,133,132,32,29,27,23,25,18,24,18,13,13,5,0,All
Sherrie Cohen,,,,,,0,157,151,150,151,143,144,141,131,133,131,26,26,23,21,23,20,22,18,10,9,4,0,All
Daisy Confoy,,,,,,,0,153,150,152,145,145,142,132,130,132,26,25,21,17,21,15,19,15,7,9,3,0,All
Carla Le'Coin,,,,,,,,0,155,149,141,137,134,135,134,134,22,22,19,15,22,15,20,15,7,7,5,0,All
Christina Borst,,,,,,,,,0,144,141,139,134,136,137,137,25,20,19,15,22,20,22,18,13,11,7,0,All
Arielle Cohen,,,,,,,,,,0,145,140,137,131,130,130,19,22,15,16,18,15,15,14,7,6,6,0,All
Sergio Cea,,,,,,,,,,,0,137,134,128,127,127,17,15,18,13,17,16,14,11,9,9,6,0,All
Steve Paul,,,,,,,,,,,,0,141,134,131,133,12,12,11,12,8,9,8,7,7,6,3,0,All
Paul Prescod,,,,,,,,,,,,,0,131,130,130,10,13,13,13,6,6,4,5,6,6,3,0,All
