col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Democrat,,Representative In The General Assembly 198th District - Democrat,,,,,All
,Joe Torsella,Write-In,Darisha K Parker,Bernard A Williams,Fareed Abdullah,Supreme Dow,Write-In,All
Joe Torsella,466,0,"2,694","2,456","2,026","1,721",6,All
Write-In,,2,5,1,3,1,1,All
Darisha K Parker,,,892,0,0,0,0,All
Bernard A Williams,,,,861,0,0,0,All
Fareed Abdullah,,,,,"1,151",0,0,All
Supreme Dow,,,,,,"1,032",0,All
Write-In,,,,,,,10,All
Total,"9,369",13,"3,591","3,318","3,180","2,754",17,All
