col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 173rd District - Democrat,,Attorney General - Democrat,,All
,Mike Driscoll,Write-In,Josh Shapiro,Write-In,All
Mike Driscoll,92,0,449,1,All
Write-In,,2,1,1,All
Josh Shapiro,,,31,0,All
Write-In,,,,1,All
Total,542,4,481,3,All
,Representative In The General Assembly 173rd District - Democrat,,Attorney General - Democrat,,4
,Mike Driscoll,Write-In,Josh Shapiro,Write-In,4
Mike Driscoll,10,0,78,0,4
Write-In,,0,0,0,4
Josh Shapiro,,,3,0,4
Write-In,,,,0,4
Total,88,0,81,0,4
,Representative In The General Assembly 173rd District - Democrat,,Attorney General - Democrat,,5
,Mike Driscoll,Write-In,Josh Shapiro,Write-In,5
Mike Driscoll,21,0,96,1,5
Write-In,,1,1,0,5
Josh Shapiro,,,5,0,5
Write-In,,,,1,5
Total,118,2,102,2,5
,Representative In The General Assembly 173rd District - Democrat,,Attorney General - Democrat,,7
,Mike Driscoll,Write-In,Josh Shapiro,Write-In,7
Mike Driscoll,30,0,107,0,7
Write-In,,1,0,1,7
Josh Shapiro,,,10,0,7
Write-In,,,,0,7
Total,137,2,117,1,7
,Representative In The General Assembly 173rd District - Democrat,,Attorney General - Democrat,,26
,Mike Driscoll,Write-In,Josh Shapiro,Write-In,26
Mike Driscoll,21,0,88,0,26
Write-In,,0,0,0,26
Josh Shapiro,,,7,0,26
Write-In,,,,0,26
Total,109,0,95,0,26
,Representative In The General Assembly 173rd District - Democrat,,Attorney General - Democrat,,28
,Mike Driscoll,Write-In,Josh Shapiro,Write-In,28
Mike Driscoll,10,0,80,0,28
Write-In,,0,0,0,28
Josh Shapiro,,,6,0,28
Write-In,,,,0,28
Total,90,0,86,0,28
