col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Donald J Trump,386,0,0,0,"2,436","2,435","2,109","1,296","1,218",26,All
Bill Weld,,179,0,0,528,355,439,387,271,24,All
Write-In,,,129,0,134,97,115,89,79,94,All
Roque Rocky De La Fuente,,,,64,188,100,157,170,89,17,All
Denise Furey,,,,,28,"1,979","1,941","1,155",853,19,All
Paul Panepinto,,,,,,20,"1,677",773,715,18,All
Calvin Tucker,,,,,,,19,844,755,12,All
Erin Elmore,,,,,,,,18,685,23,All
John Paul Sutton,,,,,,,,,13,8,All
Write-In,,,,,,,,,,1,All
Total,"4,209","1,039",401,381,"3,477","3,112","2,945","2,074","1,735",175,All
