col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 188th District - Democrat,,,,All
,Mary Gay Scanlon,Write-In,Gregory R Benjamin,James R Roebuck,Rick Krajewski,Karen Dunn,All
Mary Gay Scanlon,2,0,52,48,19,13,All
Write-In,,0,0,1,0,0,All
Gregory R Benjamin,,,37,0,0,0,All
James R Roebuck,,,,24,0,0,All
Rick Krajewski,,,,,16,0,All
Karen Dunn,,,,,,13,All
Total,134,1,89,73,35,26,All
,Representative In Congress 5th District - Democrat,,Representative In The General Assembly 188th District - Democrat,,,,4
,Mary Gay Scanlon,Write-In,Gregory R Benjamin,James R Roebuck,Rick Krajewski,Karen Dunn,4
Mary Gay Scanlon,2,0,52,48,19,13,4
Write-In,,0,0,1,0,0,4
Gregory R Benjamin,,,37,0,0,0,4
James R Roebuck,,,,24,0,0,4
Rick Krajewski,,,,,16,0,4
Karen Dunn,,,,,,13,4
Total,134,1,89,73,35,26,4
