col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Lindy Li,,,,,,,,,0,"1,506","1,358",242,210,172,139,140,158,119,170,138,126,138,73,102,107,14,643,619,142,157,3,All
Matthew Miller,,,,,,,,,,2,"1,377",217,179,128,115,124,136,84,152,121,135,132,80,110,98,22,653,610,135,158,3,All
Owen Voutsinas-Klose,,,,,,,,,,,2,227,213,182,133,151,109,140,78,60,75,86,112,66,55,22,616,574,120,139,4,All
Sherrie Cohen,,,,,,,,,,,,0,734,696,687,687,619,666,611,592,572,558,614,563,541,2,267,415,119,68,1,All
Heather Pope,,,,,,,,,,,,,3,690,681,678,638,666,596,591,567,580,600,566,541,0,269,389,122,56,1,All
Anlin Wang,,,,,,,,,,,,,,0,653,642,592,647,569,575,537,568,594,548,530,0,229,367,112,43,1,All
Daisy Confoy,,,,,,,,,,,,,,,1,683,586,616,603,581,528,554,614,540,537,0,221,362,106,45,1,All
Joanne Beer,,,,,,,,,,,,,,,,0,585,623,592,550,537,538,607,534,524,0,226,359,96,49,1,All
Arielle Cohen,,,,,,,,,,,,,,,,,0,580,586,590,557,585,536,568,547,0,221,329,109,49,1,All
Steve Paul,,,,,,,,,,,,,,,,,,0,550,546,552,542,599,546,532,0,229,320,102,46,1,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,630,586,568,514,575,577,0,209,337,103,56,1,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,0,584,569,532,578,567,0,205,322,98,50,1,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,1,543,528,558,550,0,199,313,101,47,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,1,520,548,536,0,182,313,101,48,1,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,525,502,0,194,303,88,43,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,1,565,1,179,307,86,52,1,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,172,295,88,43,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,All
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,0,0,0,All
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,All
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,All
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,937","1,923","1,891","1,864","1,823","1,823","1,818","1,737","1,711","1,704","1,593",946,919,819,803,803,774,768,763,729,714,703,697,680,651,39,"1,264","1,162",320,260,7,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,4
,Malcolm Kenyatta,Ken Washington,Wynnetta Ward,Cindy Bass,Nina Tinari,Charlene Cooper,Lindy Li,Anuj Gupta,Terry Gillen,Matthew Miller,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Anlin Wang,Joanne Beer,Christina Borst,Arielle Cohen,Carla Le'Coin,Bryan Mercer,Steve Paul,Sergio Cea,Daisy Confoy,Daniel Laufer,Paul Prescod,Jack Cahill,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,4
Malcolm Kenyatta,0,86,84,76,74,80,79,76,77,75,64,20,19,13,14,12,10,10,9,10,8,7,7,6,5,0,34,32,18,6,0,4
Ken Washington,,0,81,77,74,79,79,76,76,76,66,17,17,11,9,11,6,7,6,5,7,4,4,3,3,0,34,33,18,7,0,4
Wynnetta Ward,,,0,78,75,80,78,73,75,74,65,21,18,10,13,12,10,8,6,7,8,7,4,3,3,0,32,30,18,6,0,4
Cindy Bass,,,,0,74,78,73,73,70,69,68,20,20,11,14,11,8,7,7,6,6,6,4,3,4,0,36,33,12,6,0,4
Nina Tinari,,,,,2,76,70,70,68,66,63,17,17,12,14,10,7,7,5,7,6,6,3,4,3,0,32,31,14,7,0,4
Charlene Cooper,,,,,,0,74,75,74,71,66,19,20,12,14,10,9,6,6,8,6,6,3,4,3,0,31,33,15,5,0,4
Lindy Li,,,,,,,0,73,71,73,65,19,15,11,11,9,8,4,4,5,7,6,3,3,3,0,27,30,15,7,0,4
Anuj Gupta,,,,,,,,0,72,69,65,17,15,12,11,8,8,7,6,5,8,4,3,4,3,0,29,32,13,6,0,4
Terry Gillen,,,,,,,,,0,71,64,15,13,11,9,7,5,7,4,4,6,3,2,4,2,0,29,29,15,4,0,4
Matthew Miller,,,,,,,,,,0,63,13,10,7,6,6,7,6,4,2,7,1,2,3,3,0,25,29,15,5,0,4
Owen Voutsinas-Klose,,,,,,,,,,,0,14,11,10,7,5,3,2,2,5,4,0,1,3,3,0,29,27,10,5,0,4
Heather Pope,,,,,,,,,,,,0,25,21,22,17,15,14,12,17,14,16,10,11,11,0,14,9,5,5,0,4
Sherrie Cohen,,,,,,,,,,,,,0,18,21,16,13,14,11,16,12,15,11,10,11,0,12,11,3,5,0,4
Anlin Wang,,,,,,,,,,,,,,0,16,17,14,14,13,15,13,14,11,13,11,0,8,9,4,3,0,4
Joanne Beer,,,,,,,,,,,,,,,0,15,13,12,14,16,11,15,11,13,12,0,8,10,1,5,0,4
Christina Borst,,,,,,,,,,,,,,,,0,14,16,15,13,15,16,12,10,12,0,5,8,6,4,0,4
Arielle Cohen,,,,,,,,,,,,,,,,,0,13,12,12,14,11,12,11,12,0,7,5,3,4,0,4
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,13,9,14,13,11,11,11,0,6,7,4,3,0,4
Bryan Mercer,,,,,,,,,,,,,,,,,,,0,12,11,10,13,10,11,0,4,8,4,3,0,4
Steve Paul,,,,,,,,,,,,,,,,,,,,0,10,11,11,11,11,0,5,8,1,3,0,4
Sergio Cea,,,,,,,,,,,,,,,,,,,,,0,11,10,10,11,0,5,4,4,4,0,4
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,,0,9,11,9,0,3,7,2,3,0,4
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,0,9,10,0,3,6,3,3,0,4
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,2,7,1,2,0,4
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,6,1,4,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,4
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,4
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,4
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,97,96,93,91,91,88,85,84,82,79,75,36,34,27,27,25,21,21,20,20,19,18,16,15,14,14,58,45,25,10,0,4
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,5
,Nina Tinari,Malcolm Kenyatta,Terry Gillen,Ken Washington,Charlene Cooper,Cindy Bass,Wynnetta Ward,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Heather Pope,Daisy Confoy,Sherrie Cohen,Carla Le'Coin,Paul Prescod,Steve Paul,Sergio Cea,Bryan Mercer,Christina Borst,Anlin Wang,Joanne Beer,Arielle Cohen,Jack Cahill,Daniel Laufer,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,5
Nina Tinari,0,109,114,105,110,107,105,108,98,98,94,20,21,20,13,14,13,12,9,12,13,14,5,6,5,0,49,44,9,10,1,5
Malcolm Kenyatta,,1,104,106,99,97,105,98,104,100,88,20,16,16,19,11,10,15,13,15,7,8,11,10,9,0,49,42,9,9,1,5
Terry Gillen,,,0,103,109,104,100,104,98,96,92,20,21,21,15,17,14,11,13,12,12,15,8,8,6,0,46,44,7,11,1,5
Ken Washington,,,,0,101,94,105,98,102,100,89,15,17,15,15,11,6,13,12,14,8,10,9,8,8,0,47,43,8,9,0,5
Charlene Cooper,,,,,0,104,99,102,98,94,94,22,20,20,13,16,12,10,10,10,14,14,7,6,3,0,42,45,6,10,0,5
Cindy Bass,,,,,,0,95,98,92,90,92,21,15,20,10,13,13,10,8,8,12,10,6,7,5,0,42,41,6,10,1,5
Wynnetta Ward,,,,,,,0,94,99,98,84,16,16,15,17,10,7,14,12,15,7,9,9,9,9,0,42,43,8,8,0,5
Anuj Gupta,,,,,,,,0,93,92,90,15,20,17,9,14,11,11,8,11,12,14,4,4,5,0,43,42,7,9,1,5
Matthew Miller,,,,,,,,,1,96,87,18,17,14,16,11,6,15,12,14,8,10,11,10,9,0,40,42,7,9,0,5
Lindy Li,,,,,,,,,,0,86,16,15,12,12,9,7,16,8,9,9,8,8,6,8,0,40,41,9,8,0,5
Owen Voutsinas-Klose,,,,,,,,,,,0,18,13,14,4,12,10,9,4,3,14,11,6,2,2,0,39,37,4,7,0,5
Heather Pope,,,,,,,,,,,,0,36,34,28,33,34,30,27,24,35,34,30,27,25,0,20,21,4,4,0,5
Daisy Confoy,,,,,,,,,,,,,0,31,30,34,30,28,25,29,32,34,26,26,27,0,16,22,4,4,0,5
Sherrie Cohen,,,,,,,,,,,,,,0,25,33,30,25,26,24,31,29,29,25,25,0,18,18,3,4,0,5
Carla Le'Coin,,,,,,,,,,,,,,,0,29,25,29,37,32,24,23,29,30,30,0,16,20,6,3,0,5
Paul Prescod,,,,,,,,,,,,,,,,0,30,27,30,24,32,31,27,26,26,0,16,16,4,3,0,5
Steve Paul,,,,,,,,,,,,,,,,,0,24,26,25,30,32,27,23,23,0,16,19,3,2,0,5
Sergio Cea,,,,,,,,,,,,,,,,,,0,29,28,26,25,28,27,29,0,11,19,5,5,0,5
Bryan Mercer,,,,,,,,,,,,,,,,,,,0,31,25,26,29,31,30,0,16,19,3,2,0,5
Christina Borst,,,,,,,,,,,,,,,,,,,,0,21,25,26,29,29,0,15,20,2,3,0,5
Anlin Wang,,,,,,,,,,,,,,,,,,,,,0,32,26,23,23,0,14,18,4,2,0,5
Joanne Beer,,,,,,,,,,,,,,,,,,,,,,0,27,24,25,0,16,18,2,2,0,5
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,,,0,29,27,0,16,16,3,2,0,5
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,30,0,11,18,2,3,0,5
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,17,2,2,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,5
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,5
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,5
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,124,122,120,117,115,112,112,111,109,108,98,53,48,47,46,43,43,42,41,41,40,40,39,35,34,0,74,71,16,15,1,5
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,6
,Nina Tinari,Charlene Cooper,Malcolm Kenyatta,Cindy Bass,Terry Gillen,Matthew Miller,Wynnetta Ward,Anuj Gupta,Ken Washington,Owen Voutsinas-Klose,Lindy Li,Heather Pope,Sherrie Cohen,Arielle Cohen,Daisy Confoy,Joanne Beer,Anlin Wang,Steve Paul,Paul Prescod,Sergio Cea,Bryan Mercer,Christina Borst,Carla Le'Coin,Jack Cahill,Daniel Laufer,Write-In,Amen Brown,Roni Green,Van Stone,Danyl Patterson,Write-In,6
Nina Tinari,0,98,91,93,93,90,89,89,86,88,83,17,18,14,11,9,10,9,12,6,9,3,3,4,3,0,37,43,15,8,1,6
Charlene Cooper,,0,90,94,98,88,89,90,87,91,83,16,16,12,11,10,8,10,13,7,8,5,2,4,4,0,34,44,14,8,1,6
Malcolm Kenyatta,,,0,87,89,87,89,84,89,84,86,16,16,16,9,7,7,9,9,12,11,6,7,8,7,0,37,42,15,8,1,6
Cindy Bass,,,,0,92,85,84,86,85,89,83,19,21,12,14,12,11,12,12,9,9,5,5,3,4,0,33,43,13,8,1,6
Terry Gillen,,,,,0,86,88,88,85,88,83,16,16,13,11,11,8,9,14,8,7,4,3,4,4,0,34,43,13,7,1,6
Matthew Miller,,,,,,0,90,78,84,82,84,14,13,15,7,7,7,5,8,12,7,8,7,7,7,0,36,42,13,3,1,6
Wynnetta Ward,,,,,,,0,82,86,82,88,15,14,15,8,8,7,7,8,11,7,7,5,6,6,0,38,40,15,2,1,6
Anuj Gupta,,,,,,,,0,78,83,81,18,18,11,13,12,12,10,12,8,7,4,5,4,1,0,30,43,12,6,1,6
Ken Washington,,,,,,,,,0,81,80,12,13,12,6,5,5,6,8,9,7,4,3,6,6,0,34,40,14,4,1,6
Owen Voutsinas-Klose,,,,,,,,,,0,80,16,17,10,9,10,10,10,13,8,5,2,2,5,4,0,30,42,11,7,1,6
Lindy Li,,,,,,,,,,,0,15,16,14,9,10,9,8,8,11,7,8,8,4,4,0,33,40,14,3,1,6
Heather Pope,,,,,,,,,,,,0,23,18,24,21,21,20,14,15,14,10,12,11,12,0,13,9,3,5,0,6
Sherrie Cohen,,,,,,,,,,,,,0,13,20,17,17,17,15,12,13,8,11,9,8,0,11,9,4,4,0,6
Arielle Cohen,,,,,,,,,,,,,,0,12,12,12,11,8,11,13,9,12,11,12,0,11,7,6,4,0,6
Daisy Confoy,,,,,,,,,,,,,,,1,19,17,18,14,12,13,11,11,10,11,0,10,6,2,5,0,6
Joanne Beer,,,,,,,,,,,,,,,,0,18,18,15,12,10,10,11,8,10,0,11,4,3,3,0,6
Anlin Wang,,,,,,,,,,,,,,,,,0,17,13,12,10,9,11,9,9,0,9,6,2,3,0,6
Steve Paul,,,,,,,,,,,,,,,,,,0,15,11,12,9,10,9,12,0,8,5,2,4,0,6
Paul Prescod,,,,,,,,,,,,,,,,,,,0,8,10,6,8,9,8,0,8,6,2,3,0,6
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,11,11,12,11,11,0,10,5,2,1,0,6
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,0,10,13,9,10,0,9,3,3,4,0,6
Christina Borst,,,,,,,,,,,,,,,,,,,,,,0,12,9,9,0,9,3,2,1,0,6
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,0,9,10,0,8,2,3,2,0,6
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,8,3,3,1,0,6
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,2,3,2,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,6
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,6
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,108,106,106,102,102,100,100,96,96,96,95,33,30,28,27,24,22,22,21,21,20,17,16,16,15,0,57,54,20,13,1,6
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,8
,Malcolm Kenyatta,Sherrie Cohen,Heather Pope,Ken Washington,Charlene Cooper,Cindy Bass,Nina Tinari,Wynnetta Ward,Anlin Wang,Anuj Gupta,Daisy Confoy,Carla Le'Coin,Lindy Li,Arielle Cohen,Christina Borst,Joanne Beer,Terry Gillen,Bryan Mercer,Matthew Miller,Paul Prescod,Steve Paul,Jack Cahill,Owen Voutsinas-Klose,Sergio Cea,Daniel Laufer,Write-In,Roni Green,Amen Brown,Van Stone,Danyl Patterson,Write-In,8
Malcolm Kenyatta,0,20,19,77,74,70,70,74,14,71,11,11,70,11,9,9,68,11,67,9,8,7,62,5,4,0,46,19,10,7,0,8
Sherrie Cohen,,0,75,16,18,20,16,16,69,18,69,64,14,66,64,69,17,67,12,66,66,62,13,63,60,0,44,20,5,3,0,8
Heather Pope,,,0,14,18,16,15,16,70,17,68,65,14,67,65,68,15,66,10,65,67,63,14,63,61,0,42,19,5,5,0,8
Ken Washington,,,,0,72,70,72,72,9,68,6,8,64,8,6,7,68,8,67,5,8,6,62,2,2,0,41,21,10,7,0,8
Charlene Cooper,,,,,0,73,77,72,11,73,11,9,67,6,7,9,70,9,65,7,8,5,64,4,2,0,43,20,9,6,0,8
Cindy Bass,,,,,,1,70,68,11,68,9,8,63,7,7,10,67,8,62,6,9,4,62,5,2,0,43,22,8,4,0,8
Nina Tinari,,,,,,,1,68,10,68,10,7,62,6,5,9,67,8,62,7,8,3,62,3,2,0,41,22,8,6,0,8
Wynnetta Ward,,,,,,,,0,11,67,8,10,68,6,8,7,65,8,65,7,8,4,59,3,3,0,43,16,10,5,0,8
Anlin Wang,,,,,,,,,0,13,67,66,10,65,63,66,11,62,7,63,63,61,11,61,59,0,37,19,4,4,0,8
Anuj Gupta,,,,,,,,,,0,9,8,65,5,5,8,68,7,62,6,8,3,62,3,1,0,40,18,9,6,0,8
Daisy Confoy,,,,,,,,,,,0,65,7,64,65,67,7,63,5,67,62,62,5,62,61,0,39,16,3,4,0,8
Carla Le'Coin,,,,,,,,,,,,0,8,64,68,63,6,62,8,62,59,63,5,62,61,0,40,14,5,2,0,8
Lindy Li,,,,,,,,,,,,,0,2,5,3,62,3,62,3,5,3,58,2,1,0,39,15,9,5,0,8
Arielle Cohen,,,,,,,,,,,,,,0,63,64,5,63,4,62,62,63,5,63,61,0,38,16,3,3,0,8
Christina Borst,,,,,,,,,,,,,,,0,62,5,63,6,62,60,62,3,63,61,0,38,15,4,3,0,8
Joanne Beer,,,,,,,,,,,,,,,,0,9,64,4,66,63,61,6,62,60,0,36,18,4,2,0,8
Terry Gillen,,,,,,,,,,,,,,,,,0,7,62,6,9,3,61,3,0,0,36,20,9,4,0,8
Bryan Mercer,,,,,,,,,,,,,,,,,,0,3,62,61,61,4,61,62,0,35,17,4,4,0,8
Matthew Miller,,,,,,,,,,,,,,,,,,,0,3,5,3,55,2,1,0,38,15,8,5,0,8
Paul Prescod,,,,,,,,,,,,,,,,,,,,0,63,61,3,60,60,0,35,14,5,3,0,8
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,60,6,59,58,0,32,16,5,4,0,8
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,3,60,61,0,32,14,6,3,0,8
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,34,17,8,3,0,8
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,59,0,33,16,2,2,0,8
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32,13,4,3,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,8
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,8
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,8
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,87,84,83,83,82,82,82,78,76,76,74,73,73,72,72,72,72,71,71,69,69,67,66,66,63,0,85,52,15,13,0,8
,Representative In The General Assembly 190th District - Democrat,,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,9
,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,Sherrie Cohen,Heather Pope,Anlin Wang,Malcolm Kenyatta,Daisy Confoy,Nina Tinari,Arielle Cohen,Joanne Beer,Anuj Gupta,Carla Le'Coin,Cindy Bass,Christina Borst,Ken Washington,Sergio Cea,Lindy Li,Wynnetta Ward,Charlene Cooper,Paul Prescod,Steve Paul,Bryan Mercer,Jack Cahill,Matthew Miller,Terry Gillen,Daniel Laufer,Owen Voutsinas-Klose,Write-In,9
Roni Green,13,0,0,0,0,103,98,99,86,97,84,91,95,85,90,83,90,81,87,77,81,80,83,84,85,85,77,79,84,74,0,9
Amen Brown,,12,0,0,0,30,30,27,49,27,44,25,26,42,24,41,22,43,23,41,39,38,27,26,22,22,39,37,23,37,0,9
Danyl Patterson,,,2,0,0,32,27,29,13,27,16,31,27,16,27,15,27,14,28,16,15,13,25,27,25,24,12,13,24,14,0,9
Van Stone,,,,0,0,11,9,9,13,9,12,10,8,11,11,12,10,11,9,13,12,11,8,8,9,9,11,10,7,10,0,9
Write-In,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
Sherrie Cohen,,,,,,0,164,163,24,162,34,156,159,33,154,27,152,22,145,26,21,24,149,148,142,144,16,23,144,23,0,9
Heather Pope,,,,,,,0,158,23,160,33,153,155,30,153,29,149,14,146,24,20,20,147,146,142,143,15,20,144,19,0,9
Anlin Wang,,,,,,,,0,22,161,28,151,156,27,151,21,148,19,145,24,17,19,148,147,140,144,17,22,143,22,0,9
Malcolm Kenyatta,,,,,,,,,0,13,144,21,16,147,15,148,19,151,15,145,151,145,8,10,13,11,148,140,9,136,0,9
Daisy Confoy,,,,,,,,,,0,27,155,163,22,154,17,152,11,144,19,13,14,150,147,141,142,6,12,142,14,0,9
Nina Tinari,,,,,,,,,,,1,19,25,153,16,153,17,144,15,146,143,145,13,12,8,8,138,142,6,137,0,9
Arielle Cohen,,,,,,,,,,,,0,151,20,154,17,150,13,149,20,18,14,140,145,144,144,10,11,143,12,0,9
Joanne Beer,,,,,,,,,,,,,0,20,152,16,150,12,141,16,12,14,147,147,140,140,7,13,142,13,0,9
Anuj Gupta,,,,,,,,,,,,,,1,13,151,15,146,16,142,144,144,16,12,11,11,140,143,6,139,0,9
Carla Le'Coin,,,,,,,,,,,,,,,0,10,157,8,146,18,13,7,143,143,148,145,7,8,147,5,0,9
Cindy Bass,,,,,,,,,,,,,,,,0,12,143,13,139,142,146,12,9,9,8,138,140,3,138,0,9
Christina Borst,,,,,,,,,,,,,,,,,0,12,142,18,17,9,141,139,146,144,11,10,144,8,0,9
Ken Washington,,,,,,,,,,,,,,,,,,1,10,142,145,143,8,6,8,9,144,139,4,137,0,9
Sergio Cea,,,,,,,,,,,,,,,,,,,1,15,13,8,136,135,139,141,11,9,140,10,0,9
Lindy Li,,,,,,,,,,,,,,,,,,,,0,146,136,10,8,10,9,140,135,7,131,0,9
Wynnetta Ward,,,,,,,,,,,,,,,,,,,,,0,139,8,6,12,9,144,137,6,131,0,9
Charlene Cooper,,,,,,,,,,,,,,,,,,,,,,0,6,7,7,6,138,138,1,135,0,9
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,144,139,141,5,9,140,9,0,9
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,0,138,138,3,10,140,6,0,9
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,140,8,7,139,3,0,9
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,8,143,7,0,9
Matthew Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,6,132,0,9
Terry Gillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,131,0,9
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,9
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,196,89,45,22,2,188,178,176,174,173,173,171,169,168,166,166,163,163,160,159,159,156,156,155,153,153,152,152,150,147,0,9
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,10
,Nina Tinari,Cindy Bass,Charlene Cooper,Wynnetta Ward,Ken Washington,Malcolm Kenyatta,Anuj Gupta,Matthew Miller,Terry Gillen,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Daisy Confoy,Arielle Cohen,Christina Borst,Joanne Beer,Steve Paul,Carla Le'Coin,Bryan Mercer,Paul Prescod,Sergio Cea,Jack Cahill,Daniel Laufer,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,10
Nina Tinari,0,94,89,87,88,80,83,80,80,77,68,25,20,16,18,12,15,13,11,8,12,7,7,5,2,0,45,35,11,8,0,10
Cindy Bass,,0,89,84,81,77,80,76,77,77,69,25,21,17,16,14,15,13,12,10,14,7,6,8,4,0,41,35,10,8,0,10
