col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
Heather Heidelbaugh,754,0,"10,005","6,867","6,759","6,417",75,All
Write-In,,23,32,25,18,27,54,All
Pete Digiannantonio,,,547,"4,871","5,090","5,268",33,All
Christopher M Vogler,,,,186,"3,648","4,040",33,All
Gary Grisafi,,,,,216,"2,664",35,All
William M Pirolli,,,,,,115,21,All
Write-In,,,,,,,7,All
Total,"14,222",100,"11,676","7,982","7,640","7,444",171,All
