col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,All
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,All
Joe Torsella,48,0,"1,217","1,003",1,All
Write-In,,1,2,1,0,All
Brian Sims,,,188,0,0,All
Marisa Shaaban,,,,117,0,All
Write-In,,,,,0,All
Total,"2,269",4,"1,407","1,121",1,All
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,6
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,6
Joe Torsella,7,0,150,160,0,6
Write-In,,0,0,0,0,6
Brian Sims,,,26,0,0,6
Marisa Shaaban,,,,14,0,6
Write-In,,,,,0,6
Total,317,0,176,174,0,6
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,7
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,7
Joe Torsella,7,0,156,101,0,7
Write-In,,0,0,1,0,7
Brian Sims,,,24,0,0,7
Marisa Shaaban,,,,15,0,7
Write-In,,,,,0,7
Total,264,1,180,117,0,7
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,8
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,8
Joe Torsella,2,0,175,153,0,8
Write-In,,0,2,0,0,8
Brian Sims,,,34,0,0,8
Marisa Shaaban,,,,4,0,8
Write-In,,,,,0,8
Total,330,2,211,157,0,8
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,9
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,9
Joe Torsella,7,0,148,127,0,9
Write-In,,0,0,0,0,9
Brian Sims,,,24,0,0,9
Marisa Shaaban,,,,13,0,9
Write-In,,,,,0,9
Total,282,0,172,140,0,9
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,11
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,11
Joe Torsella,4,0,163,123,0,11
Write-In,,0,0,0,0,11
Brian Sims,,,28,0,0,11
Marisa Shaaban,,,,25,0,11
Write-In,,,,,0,11
Total,290,0,191,148,0,11
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,14
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,14
Joe Torsella,5,0,142,83,1,14
Write-In,,0,0,0,0,14
Brian Sims,,,14,0,0,14
Marisa Shaaban,,,,9,0,14
Write-In,,,,,0,14
Total,231,0,156,92,1,14
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,22
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,22
Joe Torsella,4,0,92,93,0,22
Write-In,,0,0,0,0,22
Brian Sims,,,17,0,0,22
Marisa Shaaban,,,,15,0,22
Write-In,,,,,0,22
Total,189,0,109,108,0,22
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,28
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,28
Joe Torsella,9,0,142,140,0,28
Write-In,,1,0,0,0,28
Brian Sims,,,16,0,0,28
Marisa Shaaban,,,,17,0,28
Write-In,,,,,0,28
Total,291,1,158,157,0,28
,State Treasurer - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,29
,Joe Torsella,Write-In,Brian Sims,Marisa Shaaban,Write-In,29
Joe Torsella,3,0,49,23,0,29
Write-In,,0,0,0,0,29
Brian Sims,,,5,0,0,29
Marisa Shaaban,,,,5,0,29
Write-In,,,,,0,29
Total,75,0,54,28,0,29
