col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 7th District - Republican,All
,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,Write-In,All
Denise Furey,75,498,486,270,209,2,28,All
Paul Panepinto,,107,426,154,158,5,26,All
Calvin Tucker,,,64,172,184,3,22,All
Erin Elmore,,,,42,146,2,15,All
John Paul Sutton,,,,,28,1,15,All
Write-In,,,,,,3,2,All
Write-In,,,,,,,4,All
Total,851,764,720,449,402,40,58,All
