col_1,col_2,division
,Representative In The General Assembly 202nd District - Republican,All
,Write-In,All
Write-In,9,All
Total,9,All
,Representative In The General Assembly 202nd District - Republican,13
,Write-In,13
Write-In,0,13
Total,0,13
,Representative In The General Assembly 202nd District - Republican,15
,Write-In,15
Write-In,1,15
Total,1,15
,Representative In The General Assembly 202nd District - Republican,16
,Write-In,16
Write-In,0,16
Total,0,16
,Representative In The General Assembly 202nd District - Republican,17
,Write-In,17
Write-In,1,17
Total,1,17
,Representative In The General Assembly 202nd District - Republican,18
,Write-In,18
Write-In,1,18
Total,1,18
,Representative In The General Assembly 202nd District - Republican,20
,Write-In,20
Write-In,0,20
Total,0,20
,Representative In The General Assembly 202nd District - Republican,21
,Write-In,21
Write-In,1,21
Total,1,21
,Representative In The General Assembly 202nd District - Republican,22
,Write-In,22
Write-In,1,22
Total,1,22
,Representative In The General Assembly 202nd District - Republican,23
,Write-In,23
Write-In,4,23
Total,4,23
,Representative In The General Assembly 202nd District - Republican,24
,Write-In,24
Write-In,0,24
Total,0,24
,Representative In The General Assembly 202nd District - Republican,25
,Write-In,25
Write-In,0,25
Total,0,25
,Representative In The General Assembly 202nd District - Republican,26
,Write-In,26
Write-In,0,26
Total,0,26
