col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,All
,Jason Dawkins,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Jason Dawkins,52,0,"1,004",174,78,73,67,56,1,All
Write-In,,0,1,0,0,0,0,0,1,All
Nina Ahmad,,,173,0,0,0,0,0,0,All
Michael Lamb,,,,21,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,55,0,0,0,0,All
Tracie Fountain,,,,,,23,0,0,0,All
H Scott Conklin,,,,,,,9,0,0,All
Christina M Hartman,,,,,,,,14,0,All
Write-In,,,,,,,,,0,All
Total,"1,505",2,"1,178",195,133,96,76,70,2,All
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,1
,Jason Dawkins,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Christina M Hartman,Michael Lamb,Tracie Fountain,H Scott Conklin,Write-In,1
Jason Dawkins,6,0,65,8,7,7,5,3,0,1
Write-In,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,14,0,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,2,0,0,0,0,0,1
Christina M Hartman,,,,,2,0,0,0,0,1
Michael Lamb,,,,,,0,0,0,0,1
Tracie Fountain,,,,,,,1,0,0,1
H Scott Conklin,,,,,,,,2,0,1
Write-In,,,,,,,,,0,1
Total,101,0,79,10,9,7,6,5,0,1
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,2
,Jason Dawkins,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,H Scott Conklin,Write-In,2
Jason Dawkins,4,0,51,13,5,5,5,2,0,2
Write-In,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,7,0,0,0,0,0,0,2
Michael Lamb,,,,2,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,3,0,0,0,0,2
Christina M Hartman,,,,,,0,0,0,0,2
Tracie Fountain,,,,,,,0,0,0,2
H Scott Conklin,,,,,,,,1,0,2
Write-In,,,,,,,,,0,2
Total,85,0,58,15,8,5,5,3,0,2
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,3
,Jason Dawkins,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,3
Jason Dawkins,3,0,58,11,5,2,2,0,0,3
Write-In,,0,0,0,0,0,0,0,0,3
Nina Ahmad,,,16,0,0,0,0,0,0,3
Michael Lamb,,,,1,0,0,0,0,0,3
Rose Rosie Marie Davis,,,,,2,0,0,0,0,3
H Scott Conklin,,,,,,2,0,0,0,3
Christina M Hartman,,,,,,,0,0,0,3
Tracie Fountain,,,,,,,,0,0,3
Write-In,,,,,,,,,0,3
Total,81,0,74,12,7,4,2,0,0,3
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,4
,Jason Dawkins,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Christina M Hartman,Write-In,4
Jason Dawkins,3,0,83,9,6,5,2,2,0,4
Write-In,,0,0,0,0,0,0,0,0,4
Nina Ahmad,,,14,0,0,0,0,0,0,4
Michael Lamb,,,,1,0,0,0,0,0,4
Rose Rosie Marie Davis,,,,,4,0,0,0,0,4
H Scott Conklin,,,,,,1,0,0,0,4
Tracie Fountain,,,,,,,2,0,0,4
Christina M Hartman,,,,,,,,0,0,4
Write-In,,,,,,,,,0,4
Total,110,0,97,10,10,6,4,2,0,4
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,5
,Jason Dawkins,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Christina M Hartman,Write-In,5
Jason Dawkins,2,0,54,7,5,5,2,3,0,5
Write-In,,0,0,0,0,0,0,0,0,5
Nina Ahmad,,,12,0,0,0,0,0,0,5
Michael Lamb,,,,1,0,0,0,0,0,5
Tracie Fountain,,,,,3,0,0,0,0,5
H Scott Conklin,,,,,,0,0,0,0,5
Rose Rosie Marie Davis,,,,,,,3,0,0,5
Christina M Hartman,,,,,,,,0,0,5
Write-In,,,,,,,,,0,5
Total,78,0,66,8,8,5,5,3,0,5
,Representative In The General Assembly 179th District - Democrat,,Auditor General - Democrat,,,,,,,6
