col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
Heather Heidelbaugh,24,0,264,173,179,148,3,All
Write-In,,0,1,1,0,1,0,All
Pete Digiannantonio,,,20,126,151,111,3,All
Christopher M Vogler,,,,8,84,101,1,All
Gary Grisafi,,,,,5,66,2,All
William M Pirolli,,,,,,0,1,All
Write-In,,,,,,,0,All
Total,370,2,311,205,203,170,4,All
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,1
,Heather Heidelbaugh,Write-In,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Write-In,1
Heather Heidelbaugh,0,0,19,20,13,9,0,1
Write-In,,0,0,0,0,0,0,1
Gary Grisafi,,,0,15,13,10,0,1
Pete Digiannantonio,,,,0,9,6,0,1
William M Pirolli,,,,,0,6,0,1
Christopher M Vogler,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,24,0,21,20,15,11,0,1
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,2
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,2
Heather Heidelbaugh,1,0,8,8,5,5,0,2
Write-In,,0,0,0,0,0,0,2
Pete Digiannantonio,,,1,6,5,3,0,2
William M Pirolli,,,,0,3,5,0,2
Gary Grisafi,,,,,0,1,0,2
Christopher M Vogler,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,11,0,10,8,6,5,0,2
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,3
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,3
Heather Heidelbaugh,0,0,19,13,13,10,0,3
Write-In,,0,1,0,0,0,0,3
Pete Digiannantonio,,,2,7,11,7,0,3
Christopher M Vogler,,,,0,4,9,0,3
Gary Grisafi,,,,,0,4,0,3
William M Pirolli,,,,,,0,0,3
Write-In,,,,,,,0,3
Total,29,1,25,15,15,13,0,3
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,4
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,4
Heather Heidelbaugh,4,0,18,18,14,14,0,4
Write-In,,0,0,0,0,0,0,4
Pete Digiannantonio,,,1,8,10,7,1,4
Christopher M Vogler,,,,0,8,9,0,4
Gary Grisafi,,,,,0,4,0,4
William M Pirolli,,,,,,0,0,4
Write-In,,,,,,,0,4
Total,33,0,20,18,14,14,1,4
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,5
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,5
Heather Heidelbaugh,2,0,23,13,13,13,1,5
Write-In,,0,0,0,0,0,0,5
Pete Digiannantonio,,,3,10,10,9,0,5
Christopher M Vogler,,,,0,9,6,0,5
William M Pirolli,,,,,0,4,1,5
Gary Grisafi,,,,,,1,1,5
Write-In,,,,,,,0,5
Total,31,0,27,15,15,14,1,5
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Attorney General - Republican,,6
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Heather Heidelbaugh,Write-In,6
Pete Digiannantonio,1,11,11,10,0,20,0,6
Christopher M Vogler,,1,2,8,0,9,0,6
Gary Grisafi,,,0,2,0,10,0,6
William M Pirolli,,,,0,0,9,0,6
Write-In,,,,,0,0,0,6
Heather Heidelbaugh,,,,,,2,0,6
Write-In,,,,,,,0,6
Total,24,12,11,11,0,23,0,6
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,7
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,7
Heather Heidelbaugh,0,0,27,17,16,10,0,7
Write-In,,0,0,0,0,0,0,7
Pete Digiannantonio,,,1,15,14,9,0,7
Christopher M Vogler,,,,0,7,8,0,7
Gary Grisafi,,,,,1,4,0,7
William M Pirolli,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,32,0,31,19,19,12,0,7
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,8
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,8
Heather Heidelbaugh,0,0,20,12,13,11,0,8
Write-In,,0,0,0,0,0,0,8
Pete Digiannantonio,,,0,10,11,9,0,8
Gary Grisafi,,,,2,8,2,0,8
Christopher M Vogler,,,,,0,6,0,8
William M Pirolli,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,23,0,20,14,13,11,0,8
,Attorney General - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,9
,Heather Heidelbaugh,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,9
Heather Heidelbaugh,0,0,9,5,4,2,0,9
Write-In,,0,0,0,0,0,0,9
Pete Digiannantonio,,,0,4,2,2,0,9
Gary Grisafi,,,,0,2,1,0,9
Christopher M Vogler,,,,,0,0,0,9
William M Pirolli,,,,,,0,0,9
Write-In,,,,,,,0,9
Total,12,0,9,5,4,2,0,9
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Attorney General - Republican,,10
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Heather Heidelbaugh,Write-In,10
Pete Digiannantonio,3,9,10,6,0,19,0,10
