col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Representative In The General Assembly 185th District - Democrat,,,All
,Maryanne Donaghy,Samantha Newell,Rebecca Divalerio,Colleen Guiney,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Jake Metzger,Deidre Selig,Tray Herman,John Randolph,Ryan Yeager,Write-In,Regina Young,Maria P Donatucci,Write-In,All
Maryanne Donaghy,21,"4,694","4,652","4,747","1,147","1,196","1,166",862,680,920,762,736,748,54,"2,809","2,340",7,All
Samantha Newell,,21,"4,766","4,598","1,263","1,344","1,050",974,834,816,643,853,619,69,"2,751","2,345",9,All
Rebecca Divalerio,,,5,"4,533","1,261","1,325","1,049",968,840,772,655,835,609,58,"2,628","2,370",7,All
Colleen Guiney,,,,4,"1,102","1,145","1,141",772,660,897,717,691,715,54,"2,669","2,229",7,All
Michel Lee,,,,,4,"1,855","1,595","1,658","1,529","1,464","1,396","1,521","1,271",13,"1,419",973,3,All
Karyn Hollis,,,,,,1,"1,618","1,739","1,525","1,482","1,340","1,491","1,108",8,"1,388",950,3,All
Amanda Mcillmurray,,,,,,,4,"1,440","1,256","1,548","1,356","1,140","1,325",21,"1,298",861,5,All
Cora Linehan,,,,,,,,1,"1,487","1,391","1,329","1,398","1,106",7,"1,169",851,3,All
Jake Metzger,,,,,,,,,6,"1,215","1,290","1,387","1,144",4,"1,060",854,3,All
Deidre Selig,,,,,,,,,,2,"1,357","1,137","1,239",2,"1,200",727,3,All
Tray Herman,,,,,,,,,,,1,"1,189","1,233",5,"1,151",658,3,All
John Randolph,,,,,,,,,,,,1,"1,121",7,"1,027",773,4,All
Ryan Yeager,,,,,,,,,,,,,2,6,"1,007",667,2,All
Write-In,,,,,,,,,,,,,,0,14,5,1,All
Regina Young,,,,,,,,,,,,,,,520,0,0,All
Maria P Donatucci,,,,,,,,,,,,,,,,606,0,All
Write-In,,,,,,,,,,,,,,,,,3,All
Total,"5,351","5,298","5,180","5,071","2,471","2,417","2,244","2,097","2,006","2,000","1,880","1,874","1,735",139,"4,510","3,707",16,All
