col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,All
,Martina White,Write-In,David Torres,Write-In,All
Martina White,498,0,"1,498",3,All
Write-In,,2,2,2,All
David Torres,,,25,0,All
Write-In,,,,0,All
Total,"1,999",6,"1,525",5,All
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,1
,Martina White,Write-In,David Torres,Write-In,1
Martina White,7,0,18,0,1
Write-In,,0,0,0,1
David Torres,,,1,0,1
Write-In,,,,0,1
Total,25,0,19,0,1
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,2
,Martina White,Write-In,David Torres,Write-In,2
Martina White,3,0,9,0,2
Write-In,,0,0,0,2
David Torres,,,0,0,2
Write-In,,,,0,2
Total,12,0,9,0,2
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,3
,Martina White,Write-In,David Torres,Write-In,3
Martina White,18,0,50,0,3
Write-In,,0,0,0,3
David Torres,,,1,0,3
Write-In,,,,0,3
Total,68,0,51,0,3
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,4
,Martina White,Write-In,David Torres,Write-In,4
Martina White,28,0,121,0,4
Write-In,,0,0,0,4
David Torres,,,1,0,4
Write-In,,,,0,4
Total,149,0,122,0,4
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,5
,Martina White,Write-In,David Torres,Write-In,5
Martina White,16,0,50,0,5
Write-In,,0,0,0,5
David Torres,,,0,0,5
Write-In,,,,0,5
Total,66,0,50,0,5
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,6
,Martina White,Write-In,David Torres,Write-In,6
Martina White,18,0,33,2,6
Write-In,,0,0,0,6
David Torres,,,1,0,6
Write-In,,,,0,6
Total,53,0,34,2,6
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,7
,Martina White,Write-In,David Torres,Write-In,7
Martina White,18,0,34,0,7
Write-In,,0,0,0,7
David Torres,,,0,0,7
Write-In,,,,0,7
Total,52,0,34,0,7
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,8
,Martina White,Write-In,David Torres,Write-In,8
Martina White,23,0,35,0,8
Write-In,,0,0,0,8
David Torres,,,1,0,8
Write-In,,,,0,8
Total,58,0,36,0,8
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,12
,Martina White,Write-In,David Torres,Write-In,12
Martina White,7,0,39,0,12
Write-In,,0,0,0,12
David Torres,,,0,0,12
Write-In,,,,0,12
Total,46,0,39,0,12
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,14
,Martina White,Write-In,David Torres,Write-In,14
Martina White,8,0,28,0,14
Write-In,,1,0,1,14
David Torres,,,1,0,14
Write-In,,,,0,14
Total,36,2,29,1,14
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,15
,Martina White,Write-In,David Torres,Write-In,15
Martina White,3,0,11,0,15
Write-In,,0,0,0,15
David Torres,,,0,0,15
Write-In,,,,0,15
Total,14,0,11,0,15
,Representative In The General Assembly 170th District - Republican,,Representative In Congress 2nd District - Republican,,18
,Martina White,Write-In,David Torres,Write-In,18
Martina White,3,0,21,0,18
Write-In,,0,0,0,18
David Torres,,,1,0,18
Write-In,,,,0,18
