col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Patrick Parkinson,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Patrick Parkinson,263,"1,605","1,606","1,601","1,581","1,338",366,292,207,162,117,136,132,104,14,All
Pamela Robinson,,102,"1,641","1,623","1,578","1,393",420,352,255,225,192,185,133,131,15,All
Michele Lockman,,,32,"1,606","1,594","1,352",377,309,226,182,172,148,134,123,7,All
Anthony Bellmon,,,,23,"1,591","1,326",348,295,203,178,135,153,123,81,7,All
Theodore Kirsch,,,,,7,"1,312",328,275,170,151,113,125,97,87,7,All
Mona Getzes Cohen,,,,,,17,237,188,246,196,191,156,140,134,7,All
Lisa Powley,,,,,,,7,484,328,291,302,287,276,281,0,All
Amy Roat,,,,,,,,24,311,311,296,264,277,281,0,All
Alvaro Quinones,,,,,,,,,6,331,381,323,334,339,1,All
Lorraine Haw,,,,,,,,,,7,326,309,290,289,0,All
Vayda Good,,,,,,,,,,,5,303,306,322,0,All
Kempis Ghani Songster,,,,,,,,,,,,3,288,282,0,All
Ronald Raju Joseph,,,,,,,,,,,,,3,304,0,All
Adam Tennant,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,1,All
Total,"2,029","1,977","1,832","1,783","1,707","1,590",698,664,586,507,497,464,446,432,28,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Pamela Robinson,Patrick Parkinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Write-In,Amy Roat,Alvaro Quinones,Kempis Ghani Songster,Lorraine Haw,Vayda Good,Adam Tennant,Ronald Raju Joseph,1
Pamela Robinson,7,32,34,31,33,23,12,7,9,5,5,6,6,5,2,1
Patrick Parkinson,,8,31,31,31,24,7,7,5,4,3,2,2,1,0,1
Michele Lockman,,,2,32,34,25,9,0,6,4,5,4,4,3,1,1
Anthony Bellmon,,,,2,31,23,7,0,5,3,3,2,2,1,0,1
Theodore Kirsch,,,,,1,23,8,0,5,5,4,4,4,3,1,1
Mona Getzes Cohen,,,,,,1,5,0,2,6,3,5,5,5,3,1
Lisa Powley,,,,,,,0,0,7,5,4,5,5,6,4,1
Write-In,,,,,,,,0,0,0,0,0,0,0,0,1
Amy Roat,,,,,,,,,1,4,4,4,3,3,2,1
Alvaro Quinones,,,,,,,,,,0,5,6,9,7,5,1
Kempis Ghani Songster,,,,,,,,,,,0,5,5,4,5,1
Lorraine Haw,,,,,,,,,,,,0,6,7,5,1
Vayda Good,,,,,,,,,,,,,0,8,5,1
Adam Tennant,,,,,,,,,,,,,,0,5,1
Ronald Raju Joseph,,,,,,,,,,,,,,,0,1
Total,48,44,40,36,36,32,15,14,13,12,10,10,10,9,6,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
,Pamela Robinson,Michele Lockman,Theodore Kirsch,Patrick Parkinson,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Adam Tennant,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,2
Pamela Robinson,3,51,49,47,45,37,16,17,11,5,7,6,5,4,0,2
Michele Lockman,,1,49,49,46,37,15,16,10,4,5,4,4,4,0,2
Theodore Kirsch,,,0,48,46,35,14,15,7,4,6,3,5,2,0,2
Patrick Parkinson,,,,0,46,35,15,16,8,5,5,2,3,2,0,2
Anthony Bellmon,,,,,0,33,13,14,7,4,4,2,3,1,0,2
Mona Getzes Cohen,,,,,,0,8,8,7,4,6,6,4,3,0,2
Amy Roat,,,,,,,0,20,13,11,12,9,7,8,0,2
Lisa Powley,,,,,,,,0,13,12,10,9,6,8,0,2
Alvaro Quinones,,,,,,,,,0,13,10,12,9,11,0,2
Adam Tennant,,,,,,,,,,0,9,9,7,9,0,2
Lorraine Haw,,,,,,,,,,,0,9,9,8,0,2
Vayda Good,,,,,,,,,,,,0,9,9,0,2
Kempis Ghani Songster,,,,,,,,,,,,,0,8,0,2
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,0,2
Total,57,54,51,50,47,39,25,25,20,15,15,13,12,12,0,2
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,3
,Pamela Robinson,Anthony Bellmon,Mona Getzes Cohen,Michele Lockman,Theodore Kirsch,Patrick Parkinson,Alvaro Quinones,Amy Roat,Lisa Powley,Kempis Ghani Songster,Lorraine Haw,Vayda Good,Adam Tennant,Ronald Raju Joseph,Write-In,3
Pamela Robinson,2,35,25,27,28,26,12,10,8,7,6,5,4,4,0,3
Anthony Bellmon,,1,25,28,28,27,9,8,8,6,4,3,2,2,0,3
Mona Getzes Cohen,,,0,22,19,18,13,6,5,8,7,6,5,5,0,3
Michele Lockman,,,,0,27,25,7,9,8,5,2,1,1,1,0,3
Theodore Kirsch,,,,,0,24,6,9,8,3,3,2,0,1,0,3
Patrick Parkinson,,,,,,0,5,7,6,3,1,0,2,2,0,3
Alvaro Quinones,,,,,,,0,6,7,11,10,9,8,8,0,3
Amy Roat,,,,,,,,0,13,6,6,4,5,5,0,3
Lisa Powley,,,,,,,,,0,7,6,4,5,5,0,3
Kempis Ghani Songster,,,,,,,,,,0,9,7,8,7,0,3
Lorraine Haw,,,,,,,,,,,0,9,7,7,0,3
Vayda Good,,,,,,,,,,,,0,7,7,0,3
Adam Tennant,,,,,,,,,,,,,0,8,0,3
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,0,3
Total,42,39,32,31,31,27,19,16,15,13,12,10,9,9,0,3
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,4
,Patrick Parkinson,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,4
Patrick Parkinson,23,100,103,105,102,74,35,24,18,12,5,5,8,7,0,4
Pamela Robinson,,5,106,108,99,79,38,33,20,21,9,7,11,6,0,4
Michele Lockman,,,4,108,105,77,40,31,24,18,14,10,12,12,0,4
Anthony Bellmon,,,,2,105,76,34,26,21,16,7,7,14,8,0,4
Theodore Kirsch,,,,,1,73,32,24,18,13,6,5,9,5,0,4
Mona Getzes Cohen,,,,,,2,20,12,19,15,7,5,5,5,0,4
Lisa Powley,,,,,,,2,41,23,22,20,17,15,15,0,4
Amy Roat,,,,,,,,0,15,19,23,15,12,14,0,4
Alvaro Quinones,,,,,,,,,1,19,18,19,16,16,0,4
Lorraine Haw,,,,,,,,,,0,17,12,13,9,0,4
Vayda Good,,,,,,,,,,,0,15,11,14,0,4
Adam Tennant,,,,,,,,,,,,0,13,15,0,4
Kempis Ghani Songster,,,,,,,,,,,,,0,10,0,4
Ronald Raju Joseph,,,,,,,,,,,,,,1,0,4
Write-In,,,,,,,,,,,,,,,0,4
Total,133,126,125,119,110,91,58,49,40,33,27,23,23,22,0,4
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,5
,Patrick Parkinson,Pamela Robinson,Michele Lockman,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Ronald Raju Joseph,Lorraine Haw,Vayda Good,Adam Tennant,Kempis Ghani Songster,Write-In,5
Patrick Parkinson,10,58,57,60,55,50,18,18,7,7,5,4,5,3,0,5
Pamela Robinson,,4,55,58,54,52,19,19,6,6,4,4,4,5,0,5
Michele Lockman,,,2,56,53,50,16,16,7,7,5,5,5,3,0,5
Theodore Kirsch,,,,0,56,50,17,17,7,6,4,2,4,3,0,5
Anthony Bellmon,,,,,1,47,15,16,6,6,5,4,2,3,0,5
Mona Getzes Cohen,,,,,,0,12,11,7,6,4,6,4,7,0,5
Amy Roat,,,,,,,0,18,7,7,5,6,8,8,0,5
Lisa Powley,,,,,,,,1,6,4,6,5,6,6,0,5
Alvaro Quinones,,,,,,,,,0,9,7,9,9,6,0,5
Ronald Raju Joseph,,,,,,,,,,1,9,8,8,5,0,5
Lorraine Haw,,,,,,,,,,,1,8,6,5,0,5
Vayda Good,,,,,,,,,,,,0,8,7,0,5
Adam Tennant,,,,,,,,,,,,,0,5,0,5
Kempis Ghani Songster,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,0,5
Total,72,67,63,62,60,57,24,24,15,15,12,12,11,11,0,5
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,6
,Patrick Parkinson,Michele Lockman,Anthony Bellmon,Pamela Robinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Kempis Ghani Songster,Ronald Raju Joseph,Alvaro Quinones,Lorraine Haw,Vayda Good,Adam Tennant,Write-In,6
Patrick Parkinson,10,63,63,58,60,49,16,13,10,9,6,8,6,3,4,6
Michele Lockman,,0,62,59,63,52,16,12,10,8,6,8,8,3,4,6
Anthony Bellmon,,,0,58,61,50,15,14,10,10,8,9,8,3,4,6
Pamela Robinson,,,,2,58,49,14,11,8,7,5,6,7,2,4,6
Theodore Kirsch,,,,,1,51,13,9,8,7,4,4,6,2,4,6
Mona Getzes Cohen,,,,,,0,8,6,9,10,7,7,7,3,4,6
Lisa Powley,,,,,,,0,17,12,12,10,9,8,7,0,6
Amy Roat,,,,,,,,1,9,9,11,10,7,8,0,6
Kempis Ghani Songster,,,,,,,,,0,12,9,10,10,6,0,6
Ronald Raju Joseph,,,,,,,,,,0,10,8,10,5,0,6
Alvaro Quinones,,,,,,,,,,,1,9,9,7,0,6
Lorraine Haw,,,,,,,,,,,,1,9,7,0,6
Vayda Good,,,,,,,,,,,,,2,5,0,6
Adam Tennant,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,0,6
Total,77,69,68,65,65,56,26,24,18,18,17,17,17,9,4,6
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,7
,Pamela Robinson,Patrick Parkinson,Anthony Bellmon,Michele Lockman,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Alvaro Quinones,Lorraine Haw,Kempis Ghani Songster,Amy Roat,Ronald Raju Joseph,Adam Tennant,Vayda Good,Write-In,7
Pamela Robinson,8,55,56,51,53,46,15,13,11,10,8,7,4,6,0,7
Patrick Parkinson,,9,54,49,52,43,12,10,6,8,8,5,4,2,0,7
Anthony Bellmon,,,1,50,52,45,12,10,10,9,7,6,2,4,0,7
Michele Lockman,,,,2,47,40,8,8,6,6,4,5,3,3,0,7
Theodore Kirsch,,,,,1,41,10,8,7,6,7,6,3,2,0,7
Mona Getzes Cohen,,,,,,1,5,11,11,11,1,6,3,5,0,7
Lisa Powley,,,,,,,0,11,9,10,11,7,9,9,0,7
Alvaro Quinones,,,,,,,,0,12,13,6,11,10,10,0,7
Lorraine Haw,,,,,,,,,0,13,7,9,9,11,0,7
Kempis Ghani Songster,,,,,,,,,,0,5,9,9,9,0,7
Amy Roat,,,,,,,,,,,2,6,7,5,0,7
Ronald Raju Joseph,,,,,,,,,,,,0,10,6,0,7
Adam Tennant,,,,,,,,,,,,,0,9,0,7
Vayda Good,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,0,7
Total,76,70,61,58,58,51,22,21,19,18,17,16,15,13,0,7
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,8
,Patrick Parkinson,Michele Lockman,Pamela Robinson,Anthony Bellmon,Mona Getzes Cohen,Theodore Kirsch,Lisa Powley,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Amy Roat,Lorraine Haw,Adam Tennant,Ronald Raju Joseph,Write-In,8
Patrick Parkinson,19,107,102,105,87,97,27,13,12,9,16,8,6,7,0,8
Michele Lockman,,3,107,108,86,98,27,16,17,14,15,13,8,6,0,8
Pamela Robinson,,,5,107,87,96,27,15,15,15,16,11,9,6,0,8
Anthony Bellmon,,,,1,85,98,27,15,14,13,17,11,7,9,0,8
Mona Getzes Cohen,,,,,1,80,21,19,17,14,13,13,13,10,0,8
Theodore Kirsch,,,,,,0,20,10,10,9,13,8,6,3,0,8
Lisa Powley,,,,,,,1,19,17,19,24,12,15,16,0,8
Alvaro Quinones,,,,,,,,2,28,24,14,22,23,22,0,8
Vayda Good,,,,,,,,,1,21,14,21,27,22,0,8
Kempis Ghani Songster,,,,,,,,,,1,11,21,21,19,0,8
Amy Roat,,,,,,,,,,,1,11,12,14,0,8
Lorraine Haw,,,,,,,,,,,,1,18,17,0,8
Adam Tennant,,,,,,,,,,,,,0,22,0,8
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,0,8
Total,133,120,120,116,103,102,43,40,38,34,31,30,29,28,0,8
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,9
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Vayda Good,Adam Tennant,Kempis Ghani Songster,Lorraine Haw,Ronald Raju Joseph,Write-In,9
Pamela Robinson,1,113,105,108,106,93,25,25,17,14,15,13,13,9,0,9
Michele Lockman,,1,102,106,105,91,23,24,18,13,15,11,11,9,0,9
Patrick Parkinson,,,6,102,102,84,17,22,12,10,12,9,6,6,0,9
Theodore Kirsch,,,,0,105,87,20,20,13,9,12,8,8,7,0,9
Anthony Bellmon,,,,,1,84,18,18,11,6,12,8,7,7,0,9
Mona Getzes Cohen,,,,,,0,11,13,17,16,18,8,12,9,0,9
