col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Alvaro Quinones,Amy Roat,Lisa Powley,Vayda Good,Ronald Raju Joseph,Lorraine Haw,Kempis Ghani Songster,Adam Tennant,Write-In,All
Nina Ahmad,108,0,0,0,0,0,0,346,318,311,292,271,287,220,174,165,144,137,141,124,127,3,All
Michael Lamb,,18,0,0,0,0,0,44,41,45,42,37,32,26,39,38,21,25,19,22,26,0,All
Tracie Fountain,,,7,0,0,0,0,30,30,28,30,31,22,27,33,30,23,22,22,27,21,0,All
Rose Rosie Marie Davis,,,,12,0,0,0,32,31,24,29,27,24,22,23,24,16,16,13,14,12,0,All
Christina M Hartman,,,,,10,0,0,24,23,19,20,19,16,11,14,13,8,9,7,9,5,0,All
H Scott Conklin,,,,,,7,0,20,21,20,21,17,10,17,25,22,9,10,6,6,10,0,All
Write-In,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All
Pamela Robinson,,,,,,,,17,472,460,461,437,376,106,127,138,54,46,62,47,36,2,All
Anthony Bellmon,,,,,,,,,2,457,459,448,375,100,127,119,41,43,50,41,25,2,All
Michele Lockman,,,,,,,,,,7,456,432,366,93,125,128,39,49,48,33,37,2,All
Patrick Parkinson,,,,,,,,,,,3,445,360,94,124,123,26,43,50,36,34,2,All
Theodore Kirsch,,,,,,,,,,,,2,362,63,108,116,35,42,35,32,31,2,All
Mona Getzes Cohen,,,,,,,,,,,,,5,100,77,72,63,66,59,41,54,3,All
Alvaro Quinones,,,,,,,,,,,,,,6,205,189,198,198,192,179,190,1,All
Amy Roat,,,,,,,,,,,,,,,7,258,171,178,169,161,166,1,All
Lisa Powley,,,,,,,,,,,,,,,,4,165,162,152,152,160,0,All
Vayda Good,,,,,,,,,,,,,,,,,2,181,174,165,172,1,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,,,0,161,165,175,1,All
Lorraine Haw,,,,,,,,,,,,,,,,,,,1,168,160,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,,,,,2,159,0,All
Adam Tennant,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,1,All
Total,664,101,72,68,44,43,1,594,548,538,523,488,472,357,346,326,244,241,234,230,220,4,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Pamela Robinson,Patrick Parkinson,Michele Lockman,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Adam Tennant,Lisa Powley,Alvaro Quinones,Vayda Good,Lorraine Haw,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,1
Pamela Robinson,2,19,18,17,17,12,6,3,6,2,1,3,0,1,0,13,4,3,1,0,0,0,1
Patrick Parkinson,,0,19,20,19,14,7,4,7,3,3,4,2,1,0,10,5,3,1,1,0,0,1
Michele Lockman,,,1,19,19,14,6,3,6,2,1,3,0,1,0,9,5,3,1,0,0,0,1
Theodore Kirsch,,,,0,20,14,7,5,7,3,4,3,3,1,0,8,5,3,2,1,0,0,1
Anthony Bellmon,,,,,0,13,6,3,6,2,2,2,1,1,0,8,5,4,1,0,0,0,1
Mona Getzes Cohen,,,,,,0,5,5,4,5,4,4,3,2,0,8,3,3,2,1,0,0,1
Amy Roat,,,,,,,0,8,10,5,8,7,7,5,0,5,3,2,2,0,0,0,1
Adam Tennant,,,,,,,,0,7,7,9,7,9,7,0,7,0,2,1,1,0,0,1
Lisa Powley,,,,,,,,,0,5,6,5,6,4,0,6,3,1,1,0,0,0,1
Alvaro Quinones,,,,,,,,,,1,7,7,7,6,0,7,1,1,0,1,0,0,1
Vayda Good,,,,,,,,,,,0,6,9,6,0,5,0,1,2,1,0,0,1
Lorraine Haw,,,,,,,,,,,,0,6,5,0,6,0,2,0,1,0,0,1
Ronald Raju Joseph,,,,,,,,,,,,,0,6,0,5,0,1,1,1,0,0,1
Kempis Ghani Songster,,,,,,,,,,,,,,0,0,5,0,2,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Michael Lamb,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
H Scott Conklin,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christina M Hartman,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tracie Fountain,,,,,,,,,,,,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,0,1
Total,24,23,22,22,21,19,13,12,12,11,10,9,9,7,0,21,6,5,2,1,1,0,1
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
