col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 185th District - Democrat,,,All
,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,Regina Young,Maria P Donatucci,Write-In,All
Nina Ahmad,266,0,0,0,0,0,0,"3,543","2,597",14,All
Rose Rosie Marie Davis,,21,0,0,0,0,0,686,154,1,All
Michael Lamb,,,30,0,0,0,0,238,496,0,All
Tracie Fountain,,,,19,0,0,0,450,144,1,All
Christina M Hartman,,,,,8,0,0,184,185,1,All
H Scott Conklin,,,,,,8,0,101,191,0,All
Write-In,,,,,,,0,0,1,1,All
Regina Young,,,,,,,,425,0,0,All
Maria P Donatucci,,,,,,,,,590,0,All
Write-In,,,,,,,,,,3,All
Total,"6,420",862,764,614,378,300,2,"5,627","4,358",21,All
