col_1,col_2,col_3,col_4,division
,Representative In Congress 5th District - Republican,,,All
,Rob Jordan,Dasha Pruett,Write-In,All
Rob Jordan,633,0,0,All
Dasha Pruett,,243,0,All
Write-In,,,10,All
Total,633,243,10,All
,Representative In Congress 5th District - Republican,,,1
,Rob Jordan,Dasha Pruett,Write-In,1
Rob Jordan,25,0,0,1
Dasha Pruett,,15,0,1
Write-In,,,0,1
Total,25,15,0,1
,Representative In Congress 5th District - Republican,,,2
,Rob Jordan,Dasha Pruett,Write-In,2
Rob Jordan,44,0,0,2
Dasha Pruett,,22,0,2
Write-In,,,3,2
Total,44,22,3,2
,Representative In Congress 5th District - Republican,,,3
,Rob Jordan,Dasha Pruett,Write-In,3
Rob Jordan,35,0,0,3
Dasha Pruett,,11,0,3
Write-In,,,0,3
Total,35,11,0,3
,Representative In Congress 5th District - Republican,,,4
,Rob Jordan,Dasha Pruett,Write-In,4
Rob Jordan,31,0,0,4
Dasha Pruett,,20,0,4
Write-In,,,0,4
Total,31,20,0,4
,Representative In Congress 5th District - Republican,,,5
,Rob Jordan,Dasha Pruett,Write-In,5
Rob Jordan,47,0,0,5
Dasha Pruett,,4,0,5
Write-In,,,1,5
Total,47,4,1,5
,Representative In Congress 5th District - Republican,,,6
,Rob Jordan,Dasha Pruett,Write-In,6
Rob Jordan,33,0,0,6
Dasha Pruett,,22,0,6
Write-In,,,0,6
Total,33,22,0,6
,Representative In Congress 5th District - Republican,,,7
,Rob Jordan,Dasha Pruett,Write-In,7
Rob Jordan,27,0,0,7
Dasha Pruett,,7,0,7
Write-In,,,1,7
Total,27,7,1,7
,Representative In Congress 5th District - Republican,,,8
,Rob Jordan,Dasha Pruett,Write-In,8
Rob Jordan,43,0,0,8
Dasha Pruett,,14,0,8
Write-In,,,1,8
Total,43,14,1,8
,Representative In Congress 5th District - Republican,,,9
,Rob Jordan,Dasha Pruett,Write-In,9
Rob Jordan,28,0,0,9
Dasha Pruett,,15,0,9
Write-In,,,1,9
Total,28,15,1,9
,Representative In Congress 5th District - Republican,,,10
,Rob Jordan,Dasha Pruett,Write-In,10
Rob Jordan,19,0,0,10
Dasha Pruett,,5,0,10
Write-In,,,0,10
Total,19,5,0,10
,Representative In Congress 5th District - Republican,,,11
,Rob Jordan,Dasha Pruett,Write-In,11
Rob Jordan,24,0,0,11
Dasha Pruett,,1,0,11
Write-In,,,0,11
Total,24,1,0,11
,Representative In Congress 5th District - Republican,,,12
,Rob Jordan,Dasha Pruett,Write-In,12
Rob Jordan,38,0,0,12
Dasha Pruett,,12,0,12
Write-In,,,0,12
Total,38,12,0,12
,Representative In Congress 5th District - Republican,,,13
,Rob Jordan,Dasha Pruett,Write-In,13
Rob Jordan,17,0,0,13
Dasha Pruett,,8,0,13
Write-In,,,0,13
Total,17,8,0,13
,Representative In Congress 5th District - Republican,,,14
,Rob Jordan,Dasha Pruett,Write-In,14
Rob Jordan,19,0,0,14
Dasha Pruett,,5,0,14
Write-In,,,1,14
Total,19,5,1,14
,Representative In Congress 5th District - Republican,,,15
,Rob Jordan,Dasha Pruett,Write-In,15
Rob Jordan,35,0,0,15
Dasha Pruett,,8,0,15
Write-In,,,0,15
Total,35,8,0,15
,Representative In Congress 5th District - Republican,,,16
,Rob Jordan,Dasha Pruett,Write-In,16
Rob Jordan,10,0,0,16
Dasha Pruett,,9,0,16
Write-In,,,0,16
Total,10,9,0,16
,Representative In Congress 5th District - Republican,,,17
,Rob Jordan,Dasha Pruett,Write-In,17
Rob Jordan,17,0,0,17
Dasha Pruett,,4,0,17
Write-In,,,1,17
Total,17,4,1,17
,Representative In Congress 5th District - Republican,,,18
,Rob Jordan,Dasha Pruett,Write-In,18
Rob Jordan,29,0,0,18
Dasha Pruett,,13,0,18
Write-In,,,0,18
Total,29,13,0,18
,Representative In Congress 5th District - Republican,,,19
,Rob Jordan,Dasha Pruett,Write-In,19
Rob Jordan,35,0,0,19
Dasha Pruett,,14,0,19
Write-In,,,1,19
Total,35,14,1,19
,Representative In Congress 5th District - Republican,,,20
,Rob Jordan,Dasha Pruett,Write-In,20
Rob Jordan,14,0,0,20
Dasha Pruett,,5,0,20
Write-In,,,0,20
Total,14,5,0,20
,Representative In Congress 5th District - Republican,,,21
,Rob Jordan,Dasha Pruett,Write-In,21
Rob Jordan,15,0,0,21
Dasha Pruett,,7,0,21
Write-In,,,0,21
Total,15,7,0,21
,Representative In Congress 5th District - Republican,,,22
,Rob Jordan,Dasha Pruett,Write-In,22
Rob Jordan,14,0,0,22
Dasha Pruett,,3,0,22
Write-In,,,0,22
Total,14,3,0,22
,Representative In Congress 5th District - Republican,,,23
,Rob Jordan,Dasha Pruett,Write-In,23
Rob Jordan,34,0,0,23
Dasha Pruett,,19,0,23
Write-In,,,0,23
Total,34,19,0,23
