col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 191st District - Democrat,,State Treasurer - Democrat,,All
,Joanna E Mcclinton,Write-In,Joe Torsella,Write-In,All
Joanna E Mcclinton,110,0,338,0,All
Write-In,,2,7,1,All
Joe Torsella,,,23,0,All
Write-In,,,,0,All
Total,448,10,368,1,All
,Representative In The General Assembly 191st District - Democrat,,State Treasurer - Democrat,,7
,Joanna E Mcclinton,Write-In,Joe Torsella,Write-In,7
Joanna E Mcclinton,35,0,127,0,7
Write-In,,0,1,0,7
Joe Torsella,,,10,0,7
Write-In,,,,0,7
Total,162,1,138,0,7
,Representative In The General Assembly 191st District - Democrat,,State Treasurer - Democrat,,19
,Joanna E Mcclinton,Write-In,Joe Torsella,Write-In,19
Joanna E Mcclinton,40,0,121,0,19
Write-In,,1,3,1,19
Joe Torsella,,,8,0,19
Write-In,,,,0,19
Total,161,5,132,1,19
,Representative In The General Assembly 191st District - Democrat,,State Treasurer - Democrat,,22
,Joanna E Mcclinton,Write-In,Joe Torsella,Write-In,22
Joanna E Mcclinton,35,0,90,0,22
Write-In,,1,3,0,22
Joe Torsella,,,5,0,22
Write-In,,,,0,22
Total,125,4,98,0,22
