col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,John Sabatina,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,All
John Sabatina,"1,997",0,"15,859","15,445","14,715","14,602","14,328","13,586","6,907","6,930","5,322","5,113","4,803","4,683","4,388","4,332",279,All
Write-In,,15,32,29,27,26,24,26,37,29,36,30,33,33,33,27,104,All
Pamela Robinson,,,242,"16,075","15,433","15,547","15,163","13,910","3,654","3,938","2,212","1,838","1,597","1,402","1,139","1,400",198,All
Michele Lockman,,,,70,"15,673","15,603","15,377","13,901","3,521","3,821","2,020","1,755","1,459","1,378","1,154","1,166",181,All
Patrick Parkinson,,,,,76,"15,381","15,292","13,335","3,122","3,347","1,611","1,425",954,"1,246",963,"1,020",186,All
Anthony Bellmon,,,,,,61,"15,285","13,401","3,043","3,210","1,602","1,403","1,083","1,056",995,"1,097",173,All
Theodore Kirsch,,,,,,,33,"13,289","2,913","3,159","1,471","1,228",991,"1,077",889,995,174,All
Mona Getzes Cohen,,,,,,,,75,"2,475","2,609","2,054","1,840","1,681","1,451","1,245","1,186",166,All
Amy Roat,,,,,,,,,90,"5,953","4,350","3,966","4,028","3,885","3,759","3,625",27,All
Lisa Powley,,,,,,,,,,35,"4,101","3,831","3,858","3,795","3,586","3,648",22,All
Lorraine Haw,,,,,,,,,,,16,"3,914","4,130","3,860","3,710","3,794",20,All
Alvaro Quinones,,,,,,,,,,,,21,"4,174","3,914","3,875","3,680",17,All
Vayda Good,,,,,,,,,,,,,3,"3,829","3,806","3,674",19,All
Adam Tennant,,,,,,,,,,,,,,9,"3,809","3,481",37,All
Ronald Raju Joseph,,,,,,,,,,,,,,,16,"3,629",18,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,20,16,All
Write-In,,,,,,,,,,,,,,,,,13,All
Total,"23,625",98,"18,329","17,715","16,861","16,756","16,354","15,583","7,851","7,803","6,011","5,812","5,445","5,285","5,013","4,960",476,All
