col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 179th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Jason Dawkins,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Jason Dawkins,455,0,"4,696","4,410","4,392","4,345","4,053","3,666","1,891","1,823","1,526","1,432","1,407","1,209","1,197","1,138",43,All
Write-In,,3,6,7,7,6,6,5,3,2,3,4,4,2,2,2,4,All
Pamela Robinson,,,112,"4,816","4,627","4,754","4,567","3,873","1,322","1,104",739,732,645,543,430,388,24,All
Michele Lockman,,,,36,"4,682","4,715","4,609","3,783","1,246","1,048",686,627,588,441,427,379,21,All
Patrick Parkinson,,,,,36,"4,693","4,580","3,697","1,116",943,562,520,378,405,377,313,21,All
Anthony Bellmon,,,,,,27,"4,629","3,743","1,138",973,586,571,484,469,390,283,23,All
Theodore Kirsch,,,,,,,10,"3,651","1,062",878,467,473,398,394,321,268,20,All
Mona Getzes Cohen,,,,,,,,30,715,607,695,640,640,439,444,424,19,All
Lisa Powley,,,,,,,,,12,"1,505",934,896,931,836,829,809,2,All
Amy Roat,,,,,,,,,,30,960,970,938,797,858,855,3,All
Alvaro Quinones,,,,,,,,,,,10,989,"1,109",867,947,954,6,All
Lorraine Haw,,,,,,,,,,,,6,"1,045",933,888,865,2,All
Vayda Good,,,,,,,,,,,,,2,876,927,926,4,All
Kempis Ghani Songster,,,,,,,,,,,,,,7,854,801,2,All
Ronald Raju Joseph,,,,,,,,,,,,,,,6,900,3,All
Adam Tennant,,,,,,,,,,,,,,,,2,2,All
Write-In,,,,,,,,,,,,,,,,,3,All
Total,"6,899",15,"5,754","5,382","5,316","5,290","4,929","4,436","2,168","2,095","1,696","1,602","1,552","1,376","1,365","1,288",55,All
