col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,All
Nina Ahmad,167,0,0,0,0,0,0,775,756,210,37,6,All
Tracie Fountain,,17,0,0,0,0,0,138,69,40,15,0,All
Michael Lamb,,,14,0,0,0,0,81,126,10,4,0,All
Rose Rosie Marie Davis,,,,7,0,0,0,48,37,23,32,0,All
H Scott Conklin,,,,,6,0,0,35,35,1,4,0,All
Christina M Hartman,,,,,,1,0,20,25,9,12,0,All
Write-In,,,,,,,0,0,0,0,0,0,All
Amen Brown,,,,,,,,169,0,0,0,0,All
Roni Green,,,,,,,,,114,0,0,0,All
Danyl Patterson,,,,,,,,,,22,0,0,All
Van Stone,,,,,,,,,,,6,0,All
Write-In,,,,,,,,,,,,0,All
Total,"1,951",279,235,147,81,67,0,"1,266","1,162",315,110,6,All
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,1
,Nina Ahmad,Tracie Fountain,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,1
Nina Ahmad,10,0,0,0,0,0,0,84,33,29,1,0,1
Tracie Fountain,,3,0,0,0,0,0,5,12,5,2,0,1
Michael Lamb,,,2,0,0,0,0,7,2,0,0,0,1
Christina M Hartman,,,,0,0,0,0,4,4,2,0,0,1
Rose Rosie Marie Davis,,,,,0,0,0,6,0,2,1,0,1
H Scott Conklin,,,,,,0,0,2,3,0,0,0,1
Write-In,,,,,,,0,0,0,0,0,0,1
Roni Green,,,,,,,,8,0,0,0,0,1
Amen Brown,,,,,,,,,4,0,0,0,1
Danyl Patterson,,,,,,,,,,3,0,0,1
Van Stone,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,0,1
Total,157,27,11,10,9,5,0,116,58,41,4,0,1
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,2
