col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Senator In The General Assembly 5th District - Democrat,,Auditor General - Democrat,,,,,,,All
,John Sabatina,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,All
John Sabatina,"1,310",0,"15,673","2,463","1,351",938,914,956,20,All
Write-In,,7,48,6,6,4,7,2,18,All
Nina Ahmad,,,"2,127",0,0,0,0,0,0,All
Michael Lamb,,,,256,0,0,0,0,0,All
Christina M Hartman,,,,,238,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,391,0,0,0,All
Tracie Fountain,,,,,,,246,0,0,All
H Scott Conklin,,,,,,,,122,0,All
Write-In,,,,,,,,,7,All
Total,"23,625",98,"17,848","2,725","1,595","1,333","1,167","1,080",45,All
