col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Malcolm Kenyatta,Nina Tinari,Ken Washington,Wynnetta Ward,Cindy Bass,Charlene Cooper,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Daisy Confoy,Joanne Beer,Christina Borst,Anlin Wang,Arielle Cohen,Carla Le'Coin,Bryan Mercer,Steve Paul,Sergio Cea,Jack Cahill,Paul Prescod,Daniel Laufer,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,All
Malcolm Kenyatta,9,"1,424","1,493","1,493","1,381","1,407","1,417","1,323","1,388","1,403","1,213",278,222,181,190,246,163,211,208,214,127,169,159,88,147,26,758,655,176,53,6,All
Nina Tinari,,12,"1,422","1,407","1,478","1,474","1,471","1,402","1,309","1,312","1,329",348,279,244,261,205,231,157,172,161,179,121,106,150,99,16,721,650,177,63,6,All
Ken Washington,,,6,"1,481","1,379","1,404","1,408","1,322","1,365","1,402","1,227",253,189,166,167,201,149,180,188,191,122,152,141,89,123,16,706,627,180,64,6,All
Wynnetta Ward,,,,2,"1,360","1,383","1,381","1,308","1,391","1,383","1,186",257,212,164,165,214,146,211,206,187,109,156,143,72,134,18,682,639,168,57,6,All
Cindy Bass,,,,,5,"1,465","1,450","1,369","1,264","1,269","1,313",318,279,228,232,151,226,166,149,133,174,103,97,148,79,24,684,630,156,55,6,All
Charlene Cooper,,,,,,2,"1,494","1,408","1,285","1,312","1,294",322,263,229,234,181,205,159,162,146,167,105,92,149,76,29,694,607,164,61,6,All
Terry Gillen,,,,,,,2,"1,408","1,296","1,323","1,306",303,239,213,225,166,198,146,146,147,163,107,93,149,79,28,682,604,159,64,6,All
Anuj Gupta,,,,,,,,2,"1,246","1,249","1,256",293,243,218,231,155,208,144,151,133,155,104,76,139,78,19,646,586,138,55,6,All
Lindy Li,,,,,,,,,2,"1,313","1,157",221,197,157,159,211,150,199,198,179,95,156,127,68,132,16,634,560,158,50,6,All
Matthew Miller,,,,,,,,,,2,"1,164",203,154,131,126,186,98,150,167,169,77,134,125,64,109,15,635,544,151,50,6,All
Owen Voutsinas-Klose,,,,,,,,,,,3,240,217,170,174,106,182,121,107,102,151,81,78,127,70,23,610,525,126,50,6,All
Sherrie Cohen,,,,,,,,,,,,1,582,531,532,451,533,464,445,417,511,384,397,459,393,8,259,353,93,31,0,All
Heather Pope,,,,,,,,,,,,,3,508,502,422,526,463,421,400,492,387,392,436,389,0,240,350,78,29,0,All
