col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Senator In The General Assembly 7th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Vincent Hughes,Write-In,Malcolm Kenyatta,Nina Tinari,Ken Washington,Cindy Bass,Wynnetta Ward,Charlene Cooper,Anuj Gupta,Lindy Li,Terry Gillen,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Daisy Confoy,Arielle Cohen,Christina Borst,Joanne Beer,Carla Le'Coin,Steve Paul,Sergio Cea,Jack Cahill,Bryan Mercer,Paul Prescod,Daniel Laufer,Write-In,All
Vincent Hughes,123,0,849,817,809,819,798,790,779,765,771,731,679,642,635,592,573,568,564,559,542,546,541,519,512,505,486,7,All
Write-In,,4,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14,All
Malcolm Kenyatta,,,5,810,851,812,852,823,807,823,795,810,722,164,161,126,100,127,122,99,111,96,111,97,105,65,71,7,All
Nina Tinari,,,,9,813,830,798,829,813,781,803,752,740,180,163,136,123,95,109,127,89,97,80,59,66,69,44,6,All
Ken Washington,,,,,7,799,825,807,793,798,799,807,726,144,118,101,72,94,104,85,86,76,89,78,87,49,56,7,All
Cindy Bass,,,,,,1,794,836,809,773,803,760,751,177,169,136,110,97,92,114,81,88,83,64,70,65,37,7,All
Wynnetta Ward,,,,,,,2,804,775,821,782,789,700,149,150,116,94,117,125,92,105,76,92,77,90,48,68,7,All
Charlene Cooper,,,,,,,,0,813,778,813,771,742,163,152,124,101,90,81,109,75,85,78,62,72,69,28,6,All
Anuj Gupta,,,,,,,,,0,770,800,750,739,169,160,139,109,85,95,115,80,92,84,57,70,73,43,6,All
Lindy Li,,,,,,,,,,0,768,772,704,138,138,121,91,111,118,88,100,73,92,69,76,41,59,7,All
Terry Gillen,,,,,,,,,,,1,765,726,145,135,122,89,85,91,98,73,85,72,61,70,63,43,5,All
Matthew Miller,,,,,,,,,,,,0,698,107,97,78,51,84,88,54,77,41,85,69,73,35,46,3,All
Owen Voutsinas-Klose,,,,,,,,,,,,,0,132,125,113,70,64,67,85,50,72,67,52,48,52,30,5,All
Sherrie Cohen,,,,,,,,,,,,,,0,643,616,609,571,561,610,554,591,541,540,526,551,526,2,All
Heather Pope,,,,,,,,,,,,,,,2,618,608,577,567,600,555,583,547,546,524,545,526,3,All
Anlin Wang,,,,,,,,,,,,,,,,0,594,569,549,582,548,575,545,530,511,542,526,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,0,563,563,605,554,570,540,532,505,559,523,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,0,562,556,564,544,570,552,526,516,537,0,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,548,578,528,533,547,543,503,544,2,All
Joanne Beer,,,,,,,,,,,,,,,,,,,,0,531,563,520,524,502,546,515,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,0,522,546,549,539,506,539,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,0,523,532,510,542,519,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,1,541,515,507,524,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,532,509,543,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,1,496,519,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,628",8,"1,003",975,955,950,940,924,916,907,903,862,810,756,753,699,679,677,672,668,649,647,640,621,610,599,589,22,All
,Senator In The General Assembly 7th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Vincent Hughes,Write-In,Malcolm Kenyatta,Nina Tinari,Cindy Bass,Wynnetta Ward,Lindy Li,Ken Washington,Charlene Cooper,Terry Gillen,Anuj Gupta,Heather Pope,Sherrie Cohen,Matthew Miller,Anlin Wang,Arielle Cohen,Steve Paul,Daisy Confoy,Carla Le'Coin,Joanne Beer,Owen Voutsinas-Klose,Sergio Cea,Christina Borst,Jack Cahill,Paul Prescod,Bryan Mercer,Daniel Laufer,Write-In,1
Vincent Hughes,12,0,61,55,56,54,52,53,50,49,49,51,51,44,47,46,47,46,45,45,41,44,41,41,39,38,36,1,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malcolm Kenyatta,,,0,57,57,57,55,54,56,53,50,13,13,51,12,10,10,8,9,7,47,10,7,8,6,8,5,1,1
Nina Tinari,,,,1,58,54,52,52,56,53,52,11,15,47,11,7,6,7,7,10,48,4,5,4,2,3,2,1,1
Cindy Bass,,,,,0,55,55,51,57,54,54,13,16,48,13,7,9,8,7,11,49,6,5,3,4,4,2,1,1
Wynnetta Ward,,,,,,0,55,53,52,50,48,11,14,50,11,9,7,7,9,10,45,8,9,6,2,7,4,1,1
Lindy Li,,,,,,,0,52,52,52,48,13,14,49,13,11,10,11,10,11,43,9,11,7,5,7,6,1,1
Ken Washington,,,,,,,,0,50,52,48,5,8,51,6,7,6,3,7,5,43,5,6,7,2,7,4,0,1
Charlene Cooper,,,,,,,,,0,53,52,10,13,47,10,8,7,6,5,8,47,6,2,4,4,4,2,1,1
Terry Gillen,,,,,,,,,,0,50,10,10,49,11,8,7,5,4,8,45,7,6,3,2,4,4,1,1
Anuj Gupta,,,,,,,,,,,0,9,11,44,11,5,6,5,4,8,46,4,4,4,2,4,2,1,1
Heather Pope,,,,,,,,,,,,0,51,4,51,47,49,49,42,47,9,46,42,41,43,39,40,1,1
Sherrie Cohen,,,,,,,,,,,,,0,7,47,44,44,47,39,47,10,42,39,40,41,35,38,1,1
Matthew Miller,,,,,,,,,,,,,,0,6,6,5,3,5,3,41,6,5,5,3,5,6,0,1
Anlin Wang,,,,,,,,,,,,,,,0,44,44,45,39,46,10,44,38,38,38,35,38,0,1
Arielle Cohen,,,,,,,,,,,,,,,,0,44,43,41,45,6,47,39,42,39,36,40,0,1
Steve Paul,,,,,,,,,,,,,,,,,0,47,43,45,7,44,39,42,44,39,40,0,1
Daisy Confoy,,,,,,,,,,,,,,,,,,0,41,46,4,44,41,41,42,38,40,0,1
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,38,6,42,40,40,36,39,39,0,1
Joanne Beer,,,,,,,,,,,,,,,,,,,,0,7,41,39,38,38,34,37,0,1
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,,0,5,4,5,3,4,3,1,1
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,38,41,39,37,41,0,1
Christina Borst,,,,,,,,,,,,,,,,,,,,,,,0,39,35,39,40,1,1
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,38,39,41,0,1
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,0,35,36,0,1
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,0,1
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,130,0,72,68,67,65,64,62,61,60,59,58,58,55,54,54,54,53,52,52,52,51,48,48,45,44,44,1,1
,Senator In The General Assembly 7th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Vincent Hughes,Write-In,Malcolm Kenyatta,Cindy Bass,Wynnetta Ward,Charlene Cooper,Ken Washington,Nina Tinari,Anuj Gupta,Terry Gillen,Lindy Li,Matthew Miller,Heather Pope,Sherrie Cohen,Carla Le'Coin,Anlin Wang,Christina Borst,Owen Voutsinas-Klose,Daisy Confoy,Bryan Mercer,Arielle Cohen,Jack Cahill,Daniel Laufer,Joanne Beer,Steve Paul,Paul Prescod,Sergio Cea,Write-In,2
Vincent Hughes,18,0,122,115,112,112,110,108,107,107,105,108,89,86,86,84,83,89,83,78,79,76,75,72,74,72,74,2,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Malcolm Kenyatta,,,0,105,115,104,112,105,106,100,109,109,24,27,27,21,28,89,19,23,20,18,15,12,14,9,16,2,2
Cindy Bass,,,,0,102,109,104,106,102,103,98,99,25,26,21,25,18,94,20,16,11,10,8,14,13,11,8,2,2
Wynnetta Ward,,,,,0,106,107,104,101,99,103,107,26,25,28,21,28,85,17,22,17,16,16,10,12,9,15,2,2
Charlene Cooper,,,,,,0,105,109,105,108,97,103,23,25,20,22,16,96,18,18,9,9,6,12,11,13,10,1,2
Ken Washington,,,,,,,2,102,99,100,105,107,19,22,21,14,21,90,13,21,13,14,12,12,11,7,12,2,2
Nina Tinari,,,,,,,,1,106,103,100,100,25,26,21,19,19,94,19,17,10,8,8,11,11,10,12,1,2
Anuj Gupta,,,,,,,,,0,103,98,95,23,26,19,25,19,94,21,16,9,6,10,15,13,12,9,2,2
Terry Gillen,,,,,,,,,,1,95,95,22,23,19,20,17,93,16,17,9,12,10,12,15,12,9,1,2
Lindy Li,,,,,,,,,,,0,99,18,20,23,18,23,87,15,18,16,12,12,9,11,6,14,2,2
Matthew Miller,,,,,,,,,,,,0,17,19,23,17,24,85,11,21,15,14,12,7,7,5,14,1,2
Heather Pope,,,,,,,,,,,,,0,89,81,87,84,18,90,77,80,81,80,83,83,82,78,1,2
Sherrie Cohen,,,,,,,,,,,,,,0,81,88,81,22,88,79,77,78,80,84,86,84,76,0,2
Carla Le'Coin,,,,,,,,,,,,,,,0,79,89,14,81,83,84,83,82,73,73,77,80,0,2
Anlin Wang,,,,,,,,,,,,,,,,0,78,16,87,77,80,77,80,82,84,82,77,0,2
Christina Borst,,,,,,,,,,,,,,,,,0,13,81,84,83,83,84,76,76,74,78,1,2
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,0,15,16,5,8,3,11,11,10,8,1,2
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,72,77,76,77,84,83,82,76,0,2
Bryan Mercer,,,,,,,,,,,,,,,,,,,,0,77,80,78,72,73,77,76,0,2
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,0,83,83,74,74,75,81,0,2
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,84,75,76,74,79,0,2
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,0,78,76,76,79,0,2
