col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,All
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,All
Dwight Evans,178,0,"2,790","1,705",2,All
Write-In,,0,14,12,1,All
Brian Sims,,,471,0,0,All
Marisa Shaaban,,,,209,0,All
Write-In,,,,,1,All
Total,"4,675",27,"3,275","1,926",4,All
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,2
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,2
Dwight Evans,4,0,72,68,0,2
Write-In,,0,0,0,0,2
Brian Sims,,,20,0,0,2
Marisa Shaaban,,,,10,0,2
Write-In,,,,,0,2
Total,144,0,92,78,0,2
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,3
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,3
Dwight Evans,9,0,103,44,0,3
Write-In,,0,2,0,0,3
Brian Sims,,,13,0,0,3
Marisa Shaaban,,,,7,0,3
Write-In,,,,,0,3
Total,156,2,118,51,0,3
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,4
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,4
Dwight Evans,2,0,129,89,0,4
Write-In,,0,0,0,0,4
Brian Sims,,,34,0,0,4
Marisa Shaaban,,,,11,0,4
Write-In,,,,,0,4
Total,220,0,163,100,0,4
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,5
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,5
Dwight Evans,8,0,103,71,0,5
Write-In,,0,0,1,0,5
Brian Sims,,,17,0,0,5
Marisa Shaaban,,,,6,0,5
Write-In,,,,,0,5
Total,182,1,120,78,0,5
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,6
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,6
Dwight Evans,12,0,152,61,0,6
Write-In,,0,0,0,0,6
Brian Sims,,,20,0,0,6
Marisa Shaaban,,,,6,0,6
Write-In,,,,,0,6
Total,225,0,172,67,0,6
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,7
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,7
Dwight Evans,8,0,181,104,0,7
Write-In,,0,3,3,0,7
Brian Sims,,,30,0,0,7
Marisa Shaaban,,,,14,0,7
Write-In,,,,,0,7
Total,293,6,214,121,0,7
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,8
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,8
Dwight Evans,6,0,132,68,0,8
Write-In,,0,0,1,0,8
Brian Sims,,,16,0,0,8
Marisa Shaaban,,,,14,0,8
Write-In,,,,,0,8
Total,206,1,148,83,0,8
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,9
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,9
Dwight Evans,10,0,145,98,0,9
Write-In,,0,0,0,0,9
Brian Sims,,,21,0,0,9
Marisa Shaaban,,,,8,0,9
Write-In,,,,,0,9
Total,253,0,166,106,0,9
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,10
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,10
Dwight Evans,7,0,161,79,0,10
Write-In,,0,1,0,0,10
Brian Sims,,,38,0,0,10
Marisa Shaaban,,,,12,0,10
Write-In,,,,,0,10
Total,247,1,200,91,0,10
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,11
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,11
Dwight Evans,7,0,136,89,0,11
Write-In,,0,1,0,0,11
Brian Sims,,,21,0,0,11
Marisa Shaaban,,,,14,0,11
Write-In,,,,,0,11
Total,232,1,158,103,0,11
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,12
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,12
Dwight Evans,6,0,180,104,0,12
Write-In,,0,0,1,0,12
Brian Sims,,,25,0,0,12
Marisa Shaaban,,,,13,0,12
Write-In,,,,,0,12
Total,290,1,205,118,0,12
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,13
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,13
Dwight Evans,4,0,52,38,0,13
Write-In,,0,0,0,0,13
Brian Sims,,,9,0,0,13
Marisa Shaaban,,,,0,0,13
Write-In,,,,,0,13
Total,94,0,61,38,0,13
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,14
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,14
Dwight Evans,11,0,108,65,0,14
Write-In,,0,0,0,0,14
Brian Sims,,,22,0,0,14
Marisa Shaaban,,,,3,0,14
Write-In,,,,,0,14
Total,184,0,130,68,0,14
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,17
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,17
Dwight Evans,10,0,136,107,0,17
Write-In,,0,1,0,0,17
Brian Sims,,,21,0,0,17
Marisa Shaaban,,,,19,0,17
Write-In,,,,,1,17
Total,253,1,158,126,1,17
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,18
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,18
Dwight Evans,5,0,132,84,0,18
Write-In,,0,1,0,0,18
Brian Sims,,,36,0,0,18
Marisa Shaaban,,,,9,0,18
Write-In,,,,,0,18
Total,221,1,169,93,0,18
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,19
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,19
Dwight Evans,18,0,128,75,0,19
Write-In,,0,2,2,0,19
Brian Sims,,,22,0,0,19
Marisa Shaaban,,,,11,0,19
Write-In,,,,,0,19
Total,221,4,152,88,0,19
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,20
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,20
Dwight Evans,11,0,70,72,2,20
Write-In,,0,1,0,0,20
Brian Sims,,,18,0,0,20
Marisa Shaaban,,,,5,0,20
Write-In,,,,,0,20
Total,155,1,89,77,2,20
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,21
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,21
Dwight Evans,10,0,114,77,0,21
Write-In,,0,0,0,0,21
Brian Sims,,,12,0,0,21
Marisa Shaaban,,,,8,0,21
Write-In,,,,,0,21
Total,201,0,126,85,0,21
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,22
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,22
Dwight Evans,16,0,194,121,0,22
Write-In,,0,0,1,0,22
Brian Sims,,,27,0,0,22
Marisa Shaaban,,,,13,0,22
Write-In,,,,,0,22
Total,331,1,221,135,0,22
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,23
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,23
Dwight Evans,7,0,182,92,0,23
Write-In,,0,2,1,1,23
Brian Sims,,,28,0,0,23
Marisa Shaaban,,,,8,0,23
Write-In,,,,,0,23
Total,281,4,212,101,1,23
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 182nd District - Democrat,,,24
,Dwight Evans,Write-In,Brian Sims,Marisa Shaaban,Write-In,24
Dwight Evans,7,0,180,99,0,24
Write-In,,0,0,2,0,24
Brian Sims,,,21,0,0,24
Marisa Shaaban,,,,18,0,24
Write-In,,,,,0,24
Total,286,2,201,119,0,24
