col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 1st District - Democrat,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Nikil Saval,Larry Farnese,Write-In,Pamela Robinson,Michele Lockman,Mona Getzes Cohen,Anthony Bellmon,Amy Roat,Patrick Parkinson,Theodore Kirsch,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Nikil Saval,493,0,0,"3,063","2,916","2,664","2,538","4,076","2,425","2,451","3,930","3,688","3,656","3,701","3,555","3,308","3,164",65,All
Larry Farnese,,329,0,"2,538","2,501","2,341","2,336",936,"2,329","2,301",899,726,716,675,616,571,600,42,All
Write-In,,,5,7,6,6,6,6,5,5,6,6,4,5,6,6,6,23,All
Pamela Robinson,,,,42,"5,324","4,839","4,961","1,486","4,830","4,809","1,464","1,007",857,885,762,452,394,79,All
Michele Lockman,,,,,13,"4,800","4,920","1,427","4,878","4,848","1,403",927,808,833,656,431,411,79,All
Mona Getzes Cohen,,,,,,12,"4,403","1,171","4,344","4,354","1,149",992,880,930,712,505,452,75,All
Anthony Bellmon,,,,,,,9,"1,049","4,787","4,774","1,009",591,576,482,514,331,278,74,All
Amy Roat,,,,,,,,31,987,995,"4,445","3,968","3,750","3,882","3,708","3,579","3,492",16,All
Patrick Parkinson,,,,,,,,,7,"4,728",962,513,506,387,450,297,283,74,All
Theodore Kirsch,,,,,,,,,,7,962,517,487,432,450,313,269,73,All
Lisa Powley,,,,,,,,,,,6,"3,855","3,678","3,802","3,639","3,503","3,430",13,All
Lorraine Haw,,,,,,,,,,,,5,"3,749","3,956","3,769","3,583","3,496",15,All
Alvaro Quinones,,,,,,,,,,,,,8,"3,899","3,705","3,621","3,546",5,All
Vayda Good,,,,,,,,,,,,,,1,"3,768","3,648","3,539",12,All
Kempis Ghani Songster,,,,,,,,,,,,,,,4,"3,609","3,441",14,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,1,"3,516",11,All
Adam Tennant,,,,,,,,,,,,,,,,,6,7,All
Write-In,,,,,,,,,,,,,,,,,,1,All
Total,"7,196","3,631",19,"6,099","5,881","5,419","5,297","5,255","5,165","5,146","5,040","4,597","4,545","4,536","4,336","4,043","3,931",146,All
