col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Vayda Good,Lorraine Haw,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Pamela Robinson,48,"1,078","1,050","1,022","1,008",954,251,257,167,179,145,118,96,79,17,All
Michele Lockman,,16,"1,031","1,024","1,005",934,233,231,144,144,118,94,74,72,16,All
Anthony Bellmon,,,8,"1,017","1,009",900,208,204,103,117,101,90,74,57,17,All
Patrick Parkinson,,,,6,"1,000",883,199,194,83,105,90,81,72,64,16,All
Theodore Kirsch,,,,,4,880,186,184,84,98,74,66,58,51,16,All
Mona Getzes Cohen,,,,,,7,178,174,160,157,144,104,98,86,14,All
Amy Roat,,,,,,,25,523,414,414,401,386,374,366,2,All
Lisa Powley,,,,,,,,6,409,392,392,372,363,362,1,All
Vayda Good,,,,,,,,,5,433,435,392,392,384,2,All
Lorraine Haw,,,,,,,,,,7,401,396,365,363,2,All
Alvaro Quinones,,,,,,,,,,,7,390,385,385,1,All
Kempis Ghani Songster,,,,,,,,,,,,3,370,348,4,All
Ronald Raju Joseph,,,,,,,,,,,,,0,370,2,All
Adam Tennant,,,,,,,,,,,,,,2,1,All
Write-In,,,,,,,,,,,,,,,1,All
Total,"1,261","1,180","1,128","1,094","1,076","1,060",669,635,554,549,537,489,462,452,35,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Amy Roat,Pamela Robinson,Alvaro Quinones,Lisa Powley,Vayda Good,Mona Getzes Cohen,Lorraine Haw,Michele Lockman,Kempis Ghani Songster,Anthony Bellmon,Adam Tennant,Patrick Parkinson,Ronald Raju Joseph,Theodore Kirsch,Write-In,1
Amy Roat,7,33,132,140,133,30,132,26,125,26,125,19,121,17,0,1
Pamela Robinson,,8,28,32,27,134,25,136,22,134,11,127,12,126,4,1
Alvaro Quinones,,,2,131,140,34,133,20,135,20,127,14,127,10,0,1
Lisa Powley,,,,2,133,32,130,25,121,22,121,13,117,15,0,1
Vayda Good,,,,,0,33,136,20,132,12,126,9,128,8,0,1
Mona Getzes Cohen,,,,,,0,33,131,29,125,20,116,17,117,4,1
Lorraine Haw,,,,,,,0,23,129,18,126,10,122,13,0,1
Michele Lockman,,,,,,,,2,17,129,12,125,9,125,4,1
Kempis Ghani Songster,,,,,,,,,1,16,124,13,124,9,0,1
Anthony Bellmon,,,,,,,,,,3,11,129,9,128,4,1
Adam Tennant,,,,,,,,,,,0,8,121,7,0,1
Patrick Parkinson,,,,,,,,,,,,2,7,122,4,1
Ronald Raju Joseph,,,,,,,,,,,,,0,5,0,1
Theodore Kirsch,,,,,,,,,,,,,,0,4,1
Write-In,,,,,,,,,,,,,,,0,1
Total,166,166,159,158,154,153,152,150,149,148,138,136,134,132,4,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,2
,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,2
Pamela Robinson,1,101,98,97,93,87,15,17,14,12,11,7,8,5,2,2
Anthony Bellmon,,1,98,99,95,85,15,16,11,11,7,7,8,3,2,2
Michele Lockman,,,1,99,94,89,17,15,13,11,10,5,5,2,2,2
Patrick Parkinson,,,,1,95,89,14,15,9,10,6,4,6,2,2,2
Theodore Kirsch,,,,,0,84,13,12,7,8,6,2,5,2,2,2
Mona Getzes Cohen,,,,,,1,12,9,11,10,8,4,5,3,2,2
Amy Roat,,,,,,,3,26,15,12,14,16,15,13,0,2
Lisa Powley,,,,,,,,2,14,12,13,17,14,13,0,2
Lorraine Haw,,,,,,,,,0,16,14,14,11,11,0,2
Alvaro Quinones,,,,,,,,,,0,15,11,12,11,0,2
Vayda Good,,,,,,,,,,,1,11,13,10,0,2
Kempis Ghani Songster,,,,,,,,,,,,0,13,11,0,2
Ronald Raju Joseph,,,,,,,,,,,,,0,12,0,2
Adam Tennant,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,0,2
Total,113,109,107,105,99,94,38,35,24,22,22,20,20,17,2,2
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,3
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Lorraine Haw,Ronald Raju Joseph,Adam Tennant,Write-In,3
Pamela Robinson,5,155,148,144,145,132,34,29,19,18,16,17,10,6,1,3
Michele Lockman,,1,148,148,146,131,30,25,22,22,16,13,10,10,1,3
Anthony Bellmon,,,1,145,144,128,27,25,19,18,13,12,7,8,1,3
Patrick Parkinson,,,,0,143,126,30,26,17,16,14,12,8,10,1,3
Theodore Kirsch,,,,,0,126,26,23,15,14,12,11,7,7,1,3
Mona Getzes Cohen,,,,,,1,26,22,24,22,15,19,13,13,1,3
Lisa Powley,,,,,,,0,43,32,33,31,28,29,25,0,3
Amy Roat,,,,,,,,2,30,30,27,30,24,23,0,3
Alvaro Quinones,,,,,,,,,0,39,29,28,33,32,0,3
Vayda Good,,,,,,,,,,0,31,30,30,31,0,3
Kempis Ghani Songster,,,,,,,,,,,0,30,31,26,1,3
Lorraine Haw,,,,,,,,,,,,2,24,24,0,3
Ronald Raju Joseph,,,,,,,,,,,,,0,27,0,3
Adam Tennant,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,0,3
Total,170,168,159,154,153,149,62,57,54,52,45,44,39,36,1,3
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,4
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lorraine Haw,Lisa Powley,Vayda Good,Alvaro Quinones,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,4
Pamela Robinson,9,156,149,143,141,127,44,34,40,25,21,17,16,12,1,4
Michele Lockman,,2,151,143,142,127,43,28,38,22,19,18,15,11,0,4
Patrick Parkinson,,,3,143,141,119,34,22,31,12,13,17,15,7,1,4
Anthony Bellmon,,,,2,140,120,33,22,32,15,13,14,17,10,1,4
Theodore Kirsch,,,,,0,115,30,16,29,15,11,14,10,5,0,4
Mona Getzes Cohen,,,,,,3,30,29,22,24,20,19,17,10,0,4
Amy Roat,,,,,,,0,45,54,41,37,37,31,33,0,4
Lorraine Haw,,,,,,,,3,37,43,37,32,30,38,2,4
Lisa Powley,,,,,,,,,0,35,32,32,28,29,1,4
Vayda Good,,,,,,,,,,1,38,36,31,34,2,4
Alvaro Quinones,,,,,,,,,,,0,36,31,35,1,4
Adam Tennant,,,,,,,,,,,,1,33,28,1,4
Ronald Raju Joseph,,,,,,,,,,,,,0,27,2,4
Kempis Ghani Songster,,,,,,,,,,,,,,0,2,4
Write-In,,,,,,,,,,,,,,,0,4
Total,185,176,164,158,154,151,80,71,70,60,57,54,46,44,2,4
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,5
,Pamela Robinson,Michele Lockman,Mona Getzes Cohen,Theodore Kirsch,Anthony Bellmon,Patrick Parkinson,Amy Roat,Lisa Powley,Alvaro Quinones,Vayda Good,Lorraine Haw,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Write-In,5
Pamela Robinson,1,61,59,60,57,58,5,9,7,4,6,3,1,2,0,5
Michele Lockman,,1,56,57,56,56,5,8,6,5,4,4,1,2,0,5
Mona Getzes Cohen,,,0,54,51,51,6,10,7,6,6,2,3,3,0,5
Theodore Kirsch,,,,1,56,56,4,9,6,3,5,3,1,1,0,5
Anthony Bellmon,,,,,0,54,5,9,6,4,4,3,2,2,0,5
Patrick Parkinson,,,,,,0,5,7,6,3,6,3,1,2,0,5
Amy Roat,,,,,,,3,32,31,32,30,29,30,30,0,5
Lisa Powley,,,,,,,,0,30,30,28,27,29,27,0,5
Alvaro Quinones,,,,,,,,,1,34,29,28,31,30,0,5
Vayda Good,,,,,,,,,,0,29,29,30,31,0,5
Lorraine Haw,,,,,,,,,,,0,29,28,27,0,5
Kempis Ghani Songster,,,,,,,,,,,,0,28,28,0,5
Adam Tennant,,,,,,,,,,,,,0,29,0,5
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,0,5
Total,67,64,63,61,58,58,40,39,38,37,35,33,32,32,0,5
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,6
,Pamela Robinson,Anthony Bellmon,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Ronald Raju Joseph,Vayda Good,Adam Tennant,Kempis Ghani Songster,Write-In,6
Pamela Robinson,4,82,77,76,73,66,22,17,7,5,7,7,6,6,0,6
Anthony Bellmon,,0,79,77,74,66,19,15,6,5,4,5,4,4,0,6
Michele Lockman,,,0,76,74,63,19,18,6,6,7,7,8,2,0,6
Patrick Parkinson,,,,0,73,62,18,15,5,5,5,3,4,4,0,6
Theodore Kirsch,,,,,0,61,15,15,2,0,2,2,1,4,0,6
Mona Getzes Cohen,,,,,,0,9,7,7,7,9,7,6,6,0,6
Lisa Powley,,,,,,,1,27,13,14,15,16,14,14,0,6
Amy Roat,,,,,,,,0,12,12,13,14,11,13,0,6
Lorraine Haw,,,,,,,,,1,15,14,17,12,12,0,6
Alvaro Quinones,,,,,,,,,,0,15,14,12,11,0,6
Ronald Raju Joseph,,,,,,,,,,,0,16,15,12,0,6
Vayda Good,,,,,,,,,,,,0,14,12,0,6
Adam Tennant,,,,,,,,,,,,,0,9,0,6
Kempis Ghani Songster,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,0,6
Total,91,88,85,80,76,73,35,30,21,20,20,20,18,16,8,6
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,7
,Pamela Robinson,Anthony Bellmon,Michele Lockman,Mona Getzes Cohen,Patrick Parkinson,Theodore Kirsch,Amy Roat,Lisa Powley,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,7
Pamela Robinson,2,70,72,67,68,66,20,22,22,19,15,15,11,10,4,7
Anthony Bellmon,,0,67,62,68,67,16,11,11,9,5,10,6,4,4,7
Michele Lockman,,,0,63,66,65,15,16,13,12,8,9,6,3,4,7
Mona Getzes Cohen,,,,1,61,61,12,13,13,13,9,8,5,3,4,7
Patrick Parkinson,,,,,0,66,15,14,10,8,5,9,5,4,4,7
Theodore Kirsch,,,,,,1,16,13,11,8,5,7,5,3,4,7
Amy Roat,,,,,,,5,55,49,46,45,43,45,43,0,7
Lisa Powley,,,,,,,,0,49,47,48,43,45,44,0,7
Lorraine Haw,,,,,,,,,1,52,51,48,46,46,0,7
Vayda Good,,,,,,,,,,1,49,48,46,44,0,7
Alvaro Quinones,,,,,,,,,,,2,46,46,45,0,7
Kempis Ghani Songster,,,,,,,,,,,,2,44,42,0,7
Ronald Raju Joseph,,,,,,,,,,,,,0,46,0,7
Adam Tennant,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,0,7
Total,86,74,74,71,71,71,68,63,63,60,57,57,52,49,4,7
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,8
,Pamela Robinson,Michele Lockman,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Patrick Parkinson,Amy Roat,Lisa Powley,Lorraine Haw,Vayda Good,Ronald Raju Joseph,Kempis Ghani Songster,Alvaro Quinones,Adam Tennant,Write-In,8
Pamela Robinson,2,40,38,39,35,35,7,7,6,6,3,3,2,0,0,8
