col_1,col_2,col_3,division
,Representative In The General Assembly 203rd District - Democrat,,All
,Isabella Fitzgerald,Write-In,All
Isabella Fitzgerald,"6,331",0,All
Write-In,,7,All
Total,"6,331",7,All
,Representative In The General Assembly 203rd District - Democrat,,1
,Isabella Fitzgerald,Write-In,1
Isabella Fitzgerald,228,0,1
Write-In,,0,1
Total,228,0,1
,Representative In The General Assembly 203rd District - Democrat,,2
,Isabella Fitzgerald,Write-In,2
Isabella Fitzgerald,220,0,2
Write-In,,0,2
Total,220,0,2
,Representative In The General Assembly 203rd District - Democrat,,3
,Isabella Fitzgerald,Write-In,3
Isabella Fitzgerald,261,0,3
Write-In,,2,3
Total,261,2,3
,Representative In The General Assembly 203rd District - Democrat,,4
,Isabella Fitzgerald,Write-In,4
Isabella Fitzgerald,212,0,4
Write-In,,0,4
Total,212,0,4
,Representative In The General Assembly 203rd District - Democrat,,5
,Isabella Fitzgerald,Write-In,5
Isabella Fitzgerald,236,0,5
Write-In,,0,5
Total,236,0,5
,Representative In The General Assembly 203rd District - Democrat,,6
,Isabella Fitzgerald,Write-In,6
Isabella Fitzgerald,242,0,6
Write-In,,0,6
Total,242,0,6
,Representative In The General Assembly 203rd District - Democrat,,7
,Isabella Fitzgerald,Write-In,7
Isabella Fitzgerald,188,0,7
Write-In,,0,7
Total,188,0,7
,Representative In The General Assembly 203rd District - Democrat,,8
,Isabella Fitzgerald,Write-In,8
Isabella Fitzgerald,168,0,8
Write-In,,0,8
Total,168,0,8
,Representative In The General Assembly 203rd District - Democrat,,9
,Isabella Fitzgerald,Write-In,9
Isabella Fitzgerald,188,0,9
Write-In,,0,9
Total,188,0,9
,Representative In The General Assembly 203rd District - Democrat,,10
,Isabella Fitzgerald,Write-In,10
Isabella Fitzgerald,158,0,10
Write-In,,1,10
Total,158,1,10
,Representative In The General Assembly 203rd District - Democrat,,11
,Isabella Fitzgerald,Write-In,11
Isabella Fitzgerald,182,0,11
Write-In,,0,11
Total,182,0,11
,Representative In The General Assembly 203rd District - Democrat,,12
,Isabella Fitzgerald,Write-In,12
Isabella Fitzgerald,243,0,12
Write-In,,0,12
Total,243,0,12
,Representative In The General Assembly 203rd District - Democrat,,13
,Isabella Fitzgerald,Write-In,13
Isabella Fitzgerald,269,0,13
Write-In,,1,13
Total,269,1,13
,Representative In The General Assembly 203rd District - Democrat,,14
,Isabella Fitzgerald,Write-In,14
Isabella Fitzgerald,276,0,14
Write-In,,0,14
Total,276,0,14
,Representative In The General Assembly 203rd District - Democrat,,15
,Isabella Fitzgerald,Write-In,15
Isabella Fitzgerald,191,0,15
Write-In,,0,15
Total,191,0,15
,Representative In The General Assembly 203rd District - Democrat,,16
,Isabella Fitzgerald,Write-In,16
Isabella Fitzgerald,207,0,16
Write-In,,0,16
Total,207,0,16
,Representative In The General Assembly 203rd District - Democrat,,17
,Isabella Fitzgerald,Write-In,17
Isabella Fitzgerald,184,0,17
Write-In,,0,17
Total,184,0,17
,Representative In The General Assembly 203rd District - Democrat,,18
,Isabella Fitzgerald,Write-In,18
Isabella Fitzgerald,214,0,18
Write-In,,0,18
Total,214,0,18
,Representative In The General Assembly 203rd District - Democrat,,19
,Isabella Fitzgerald,Write-In,19
Isabella Fitzgerald,206,0,19
Write-In,,0,19
Total,206,0,19
,Representative In The General Assembly 203rd District - Democrat,,20
,Isabella Fitzgerald,Write-In,20
Isabella Fitzgerald,260,0,20
Write-In,,0,20
Total,260,0,20
,Representative In The General Assembly 203rd District - Democrat,,21
,Isabella Fitzgerald,Write-In,21
Isabella Fitzgerald,254,0,21
Write-In,,0,21
Total,254,0,21
,Representative In The General Assembly 203rd District - Democrat,,22
,Isabella Fitzgerald,Write-In,22
Isabella Fitzgerald,143,0,22
Write-In,,0,22
Total,143,0,22
,Representative In The General Assembly 203rd District - Democrat,,23
,Isabella Fitzgerald,Write-In,23
Isabella Fitzgerald,253,0,23
Write-In,,1,23
Total,253,1,23
,Representative In The General Assembly 203rd District - Democrat,,24
,Isabella Fitzgerald,Write-In,24
Isabella Fitzgerald,202,0,24
Write-In,,0,24
Total,202,0,24
,Representative In The General Assembly 203rd District - Democrat,,25
,Isabella Fitzgerald,Write-In,25
Isabella Fitzgerald,234,0,25
Write-In,,0,25
Total,234,0,25
,Representative In The General Assembly 203rd District - Democrat,,26
,Isabella Fitzgerald,Write-In,26
Isabella Fitzgerald,236,0,26
Write-In,,1,26
Total,236,1,26
,Representative In The General Assembly 203rd District - Democrat,,27
,Isabella Fitzgerald,Write-In,27
Isabella Fitzgerald,189,0,27
Write-In,,0,27
Total,189,0,27
,Representative In The General Assembly 203rd District - Democrat,,28
,Isabella Fitzgerald,Write-In,28
Isabella Fitzgerald,219,0,28
Write-In,,0,28
Total,219,0,28
,Representative In The General Assembly 203rd District - Democrat,,29
,Isabella Fitzgerald,Write-In,29
Isabella Fitzgerald,268,0,29
Write-In,,1,29
Total,268,1,29
