col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 182nd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Drew Murray,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Drew Murray,62,0,544,499,443,414,285,16,All
Write-In,,2,0,5,1,3,3,16,All
Denise Furey,,,11,329,298,238,146,4,All
Paul Panepinto,,,,15,272,173,126,6,All
Calvin Tucker,,,,,4,175,130,4,All
Erin Elmore,,,,,,10,124,6,All
John Paul Sutton,,,,,,,5,1,All
Write-In,,,,,,,,3,All
Total,966,14,603,552,483,449,310,39,All
