col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In Congress 5th District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Mary Gay Scanlon,Write-In,Samantha Newell,Rebecca Divalerio,Maryanne Donaghy,Colleen Guiney,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Michel Lee,Deidre Selig,Jake Metzger,Tray Herman,John Randolph,Ryan Yeager,Write-In,All
Mary Gay Scanlon,385,0,"2,761","2,759","2,699","2,649","2,432","2,389","2,379","2,361","2,178","2,081","1,909","1,905","1,859",62,All
Write-In,,3,5,6,6,6,12,12,12,12,12,10,8,11,11,48,All
Samantha Newell,,,28,"2,972","2,941","2,888",924,878,817,783,655,510,371,430,398,57,All
Rebecca Divalerio,,,,26,"2,937","2,887",913,879,824,789,634,551,393,432,408,47,All
Maryanne Donaghy,,,,,32,"2,953",836,887,734,728,651,451,379,376,440,46,All
Colleen Guiney,,,,,,21,810,872,693,694,634,428,375,362,428,47,All
Karyn Hollis,,,,,,,5,"2,309","2,405","2,281","2,194","2,046","1,934","1,916","1,777",10,All
Amanda Mcillmurray,,,,,,,,2,"2,260","2,176","2,218","1,893","1,917","1,740","1,883",10,All
Cora Linehan,,,,,,,,,6,"2,211","2,165","2,069","1,962","1,909","1,795",13,All
Michel Lee,,,,,,,,,,8,"2,093","2,043","1,932","1,953","1,857",4,All
Deidre Selig,,,,,,,,,,,2,"1,862","1,912","1,751","1,827",8,All
Jake Metzger,,,,,,,,,,,,16,"1,882","1,924","1,791",3,All
Tray Herman,,,,,,,,,,,,,0,"1,765","1,806",8,All
John Randolph,,,,,,,,,,,,,,1,"1,753",2,All
Ryan Yeager,,,,,,,,,,,,,,,3,1,All
Write-In,,,,,,,,,,,,,,,,2,All
Total,"5,142",27,"3,290","3,286","3,265","3,181","2,745","2,708","2,687","2,671","2,476","2,401","2,201","2,156","2,152",143,All
,Representative In Congress 5th District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,1
,Mary Gay Scanlon,Write-In,Karyn Hollis,Cora Linehan,Deidre Selig,Amanda Mcillmurray,Michel Lee,Samantha Newell,Maryanne Donaghy,Jake Metzger,Rebecca Divalerio,Colleen Guiney,Tray Herman,John Randolph,Ryan Yeager,Write-In,1
Mary Gay Scanlon,14,0,46,46,43,43,42,39,35,37,34,35,36,36,32,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Karyn Hollis,,,0,49,42,43,42,14,14,40,15,13,35,36,28,0,1
Cora Linehan,,,,0,43,44,41,13,12,41,13,11,37,37,30,0,1
Deidre Selig,,,,,0,45,37,15,14,35,14,13,39,31,34,0,1
Amanda Mcillmurray,,,,,,0,37,16,16,34,16,15,36,31,33,0,1
Michel Lee,,,,,,,1,8,6,39,7,5,35,37,30,0,1
Samantha Newell,,,,,,,,0,39,3,39,40,6,3,6,0,1
Maryanne Donaghy,,,,,,,,,1,2,38,40,5,3,5,0,1
Jake Metzger,,,,,,,,,,0,3,1,34,35,28,0,1
Rebecca Divalerio,,,,,,,,,,,1,38,5,3,5,0,1
Colleen Guiney,,,,,,,,,,,,0,4,2,5,0,1
Tray Herman,,,,,,,,,,,,,0,31,31,0,1
John Randolph,,,,,,,,,,,,,,0,28,0,1
Ryan Yeager,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,0,1
Total,92,0,53,52,50,49,47,45,43,42,42,41,41,39,36,0,1
,Representative In Congress 5th District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,2
,Mary Gay Scanlon,Write-In,Jake Metzger,Rebecca Divalerio,Samantha Newell,Cora Linehan,Michel Lee,Colleen Guiney,Deidre Selig,Karyn Hollis,Maryanne Donaghy,Amanda Mcillmurray,Tray Herman,John Randolph,Ryan Yeager,Write-In,2
Mary Gay Scanlon,4,0,35,35,32,33,33,29,32,34,32,30,30,26,25,0,2
Write-In,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jake Metzger,,,0,16,13,31,32,10,30,29,12,26,33,27,26,0,2
Rebecca Divalerio,,,,1,37,12,14,34,12,11,34,13,11,6,6,0,2
Samantha Newell,,,,,1,9,10,35,10,9,36,11,8,4,6,8,2
Cora Linehan,,,,,,0,33,7,33,34,8,30,30,28,24,0,2
Michel Lee,,,,,,,0,9,33,32,8,30,31,28,25,0,2
Colleen Guiney,,,,,,,,0,9,7,33,8,8,4,7,0,2
Deidre Selig,,,,,,,,,0,32,11,29,33,25,26,0,2
Karyn Hollis,,,,,,,,,,0,9,29,29,27,21,0,2
Maryanne Donaghy,,,,,,,,,,,0,10,8,3,6,0,2
Amanda Mcillmurray,,,,,,,,,,,,0,26,23,22,0,2
Tray Herman,,,,,,,,,,,,,0,25,26,0,2
John Randolph,,,,,,,,,,,,,,0,23,0,2
Ryan Yeager,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,0,2
Total,67,1,43,43,43,39,39,38,38,38,38,37,37,31,31,8,2
,Representative In Congress 5th District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,3
