col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,All
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,Darisha K Parker,Bernard A Williams,Fareed Abdullah,Supreme Dow,Write-In,All
Nina Ahmad,772,0,0,0,0,0,0,"2,559","1,952","2,199","1,742",9,All
Tracie Fountain,,42,0,0,0,0,0,208,371,266,196,1,All
Michael Lamb,,,67,0,0,0,0,318,382,156,138,0,All
Rose Rosie Marie Davis,,,,24,0,0,0,118,143,183,277,1,All
H Scott Conklin,,,,,8,0,0,87,116,44,30,0,All
Christina M Hartman,,,,,,23,0,61,75,52,65,0,All
Write-In,,,,,,,1,0,0,0,1,2,All
Darisha K Parker,,,,,,,,240,0,0,0,0,All
Bernard A Williams,,,,,,,,,279,0,0,0,All
Fareed Abdullah,,,,,,,,,,280,0,0,All
Supreme Dow,,,,,,,,,,,305,0,All
Write-In,,,,,,,,,,,,4,All
Total,"9,233","1,084","1,061",746,285,276,4,"3,591","3,318","3,180","2,754",17,All
