col_1,col_2,division
,Representative In The General Assembly 173rd District - Republican,All
,Write-In,All
Write-In,14,All
Total,14,All
,Representative In The General Assembly 173rd District - Republican,2
,Write-In,2
Write-In,1,2
Total,1,2
,Representative In The General Assembly 173rd District - Republican,7
,Write-In,7
Write-In,0,7
Total,0,7
,Representative In The General Assembly 173rd District - Republican,11
,Write-In,11
Write-In,0,11
Total,0,11
,Representative In The General Assembly 173rd District - Republican,17
,Write-In,17
Write-In,1,17
Total,1,17
,Representative In The General Assembly 173rd District - Republican,24
,Write-In,24
Write-In,1,24
Total,1,24
,Representative In The General Assembly 173rd District - Republican,29
,Write-In,29
Write-In,0,29
Total,0,29
,Representative In The General Assembly 173rd District - Republican,30
,Write-In,30
Write-In,0,30
Total,0,30
,Representative In The General Assembly 173rd District - Republican,32
,Write-In,32
Write-In,0,32
Total,0,32
,Representative In The General Assembly 173rd District - Republican,35
,Write-In,35
Write-In,1,35
Total,1,35
,Representative In The General Assembly 173rd District - Republican,36
,Write-In,36
Write-In,3,36
Total,3,36
,Representative In The General Assembly 173rd District - Republican,37
,Write-In,37
Write-In,0,37
Total,0,37
,Representative In The General Assembly 173rd District - Republican,42
,Write-In,42
Write-In,1,42
Total,1,42
,Representative In The General Assembly 173rd District - Republican,43
,Write-In,43
Write-In,3,43
Total,3,43
,Representative In The General Assembly 173rd District - Republican,44
,Write-In,44
Write-In,3,44
Total,3,44
,Representative In The General Assembly 173rd District - Republican,45
,Write-In,45
Write-In,0,45
Total,0,45
