col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,All
,Joe Torsella,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,All
Joe Torsella,"6,023",0,"155,350","22,010","12,997","8,320","9,620","6,770",65,All
Write-In,,50,363,33,31,20,27,14,110,All
Nina Ahmad,,,"43,559",18,13,9,3,3,0,All
Michael Lamb,,,,"4,642",4,4,1,1,0,All
Tracie Fountain,,,,,"4,251",2,0,3,0,All
Rose Rosie Marie Davis,,,,,,"5,699",1,0,0,All
Christina M Hartman,,,,,,,"2,017",1,0,All
H Scott Conklin,,,,,,,,"1,028",0,All
Write-In,,,,,,,,,58,All
Total,"221,230",648,"199,346","26,706","17,291","14,047","11,667","7,818",233,All
