col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 182nd District - Democrat,,,All
,Brian Sims,Marisa Shaaban,Write-In,All
Brian Sims,"3,275",0,0,All
Marisa Shaaban,,"1,926",0,All
Write-In,,,4,All
Total,"3,275","1,926",4,All
,Representative In The General Assembly 182nd District - Democrat,,,2
,Brian Sims,Marisa Shaaban,Write-In,2
Brian Sims,92,0,0,2
Marisa Shaaban,,78,0,2
Write-In,,,0,2
Total,92,78,0,2
,Representative In The General Assembly 182nd District - Democrat,,,3
,Brian Sims,Marisa Shaaban,Write-In,3
Brian Sims,118,0,0,3
Marisa Shaaban,,51,0,3
Write-In,,,0,3
Total,118,51,0,3
,Representative In The General Assembly 182nd District - Democrat,,,4
,Brian Sims,Marisa Shaaban,Write-In,4
Brian Sims,163,0,0,4
Marisa Shaaban,,100,0,4
Write-In,,,0,4
Total,163,100,0,4
,Representative In The General Assembly 182nd District - Democrat,,,5
,Brian Sims,Marisa Shaaban,Write-In,5
Brian Sims,120,0,0,5
Marisa Shaaban,,78,0,5
Write-In,,,0,5
Total,120,78,0,5
,Representative In The General Assembly 182nd District - Democrat,,,6
,Brian Sims,Marisa Shaaban,Write-In,6
Brian Sims,172,0,0,6
Marisa Shaaban,,67,0,6
Write-In,,,0,6
Total,172,67,0,6
,Representative In The General Assembly 182nd District - Democrat,,,7
,Brian Sims,Marisa Shaaban,Write-In,7
Brian Sims,214,0,0,7
Marisa Shaaban,,121,0,7
Write-In,,,0,7
Total,214,121,0,7
,Representative In The General Assembly 182nd District - Democrat,,,8
,Brian Sims,Marisa Shaaban,Write-In,8
Brian Sims,148,0,0,8
Marisa Shaaban,,83,0,8
Write-In,,,0,8
Total,148,83,0,8
,Representative In The General Assembly 182nd District - Democrat,,,9
,Brian Sims,Marisa Shaaban,Write-In,9
Brian Sims,166,0,0,9
Marisa Shaaban,,106,0,9
Write-In,,,0,9
Total,166,106,0,9
,Representative In The General Assembly 182nd District - Democrat,,,10
,Brian Sims,Marisa Shaaban,Write-In,10
Brian Sims,200,0,0,10
Marisa Shaaban,,91,0,10
Write-In,,,0,10
Total,200,91,0,10
,Representative In The General Assembly 182nd District - Democrat,,,11
,Brian Sims,Marisa Shaaban,Write-In,11
Brian Sims,158,0,0,11
Marisa Shaaban,,103,0,11
Write-In,,,0,11
Total,158,103,0,11
,Representative In The General Assembly 182nd District - Democrat,,,12
,Brian Sims,Marisa Shaaban,Write-In,12
Brian Sims,205,0,0,12
Marisa Shaaban,,118,0,12
Write-In,,,0,12
Total,205,118,0,12
,Representative In The General Assembly 182nd District - Democrat,,,13
,Brian Sims,Marisa Shaaban,Write-In,13
Brian Sims,61,0,0,13
Marisa Shaaban,,38,0,13
Write-In,,,0,13
Total,61,38,0,13
,Representative In The General Assembly 182nd District - Democrat,,,14
,Brian Sims,Marisa Shaaban,Write-In,14
Brian Sims,130,0,0,14
Marisa Shaaban,,68,0,14
Write-In,,,0,14
Total,130,68,0,14
,Representative In The General Assembly 182nd District - Democrat,,,17
,Brian Sims,Marisa Shaaban,Write-In,17
Brian Sims,158,0,0,17
Marisa Shaaban,,126,0,17
Write-In,,,1,17
Total,158,126,1,17
,Representative In The General Assembly 182nd District - Democrat,,,18
,Brian Sims,Marisa Shaaban,Write-In,18
Brian Sims,169,0,0,18
Marisa Shaaban,,93,0,18
Write-In,,,0,18
Total,169,93,0,18
,Representative In The General Assembly 182nd District - Democrat,,,19
,Brian Sims,Marisa Shaaban,Write-In,19
Brian Sims,152,0,0,19
Marisa Shaaban,,88,0,19
Write-In,,,0,19
Total,152,88,0,19
,Representative In The General Assembly 182nd District - Democrat,,,20
,Brian Sims,Marisa Shaaban,Write-In,20
Brian Sims,89,0,0,20
Marisa Shaaban,,77,0,20
Write-In,,,2,20
Total,89,77,2,20
,Representative In The General Assembly 182nd District - Democrat,,,21
,Brian Sims,Marisa Shaaban,Write-In,21
Brian Sims,126,0,0,21
Marisa Shaaban,,85,0,21
Write-In,,,0,21
Total,126,85,0,21
,Representative In The General Assembly 182nd District - Democrat,,,22
,Brian Sims,Marisa Shaaban,Write-In,22
Brian Sims,221,0,0,22
Marisa Shaaban,,135,0,22
Write-In,,,0,22
Total,221,135,0,22
,Representative In The General Assembly 182nd District - Democrat,,,23
,Brian Sims,Marisa Shaaban,Write-In,23
Brian Sims,212,0,0,23
Marisa Shaaban,,101,0,23
Write-In,,,1,23
Total,212,101,1,23
,Representative In The General Assembly 182nd District - Democrat,,,24
,Brian Sims,Marisa Shaaban,Write-In,24
Brian Sims,201,0,0,24
Marisa Shaaban,,119,0,24
Write-In,,,0,24
Total,201,119,0,24
