col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Vayda Good,Lorraine Haw,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Nina Ahmad,164,0,0,0,0,0,0,930,860,827,802,786,821,451,438,396,398,393,351,327,321,30,All
Michael Lamb,,18,0,0,0,0,0,69,64,65,60,61,54,52,49,41,35,37,33,34,39,3,All
Rose Rosie Marie Davis,,,13,0,0,0,0,70,74,67,69,70,50,45,42,27,28,22,25,21,18,0,All
Tracie Fountain,,,,11,0,0,0,52,48,41,40,37,38,50,42,41,37,37,33,32,31,0,All
Christina M Hartman,,,,,10,0,0,26,23,24,22,21,18,19,18,15,16,15,18,15,13,1,All
H Scott Conklin,,,,,,6,0,23,21,20,22,23,12,19,16,7,7,10,7,8,9,0,All
Write-In,,,,,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,All
Pamela Robinson,,,,,,,,9,"1,078","1,050","1,022","1,008",954,251,257,167,179,145,118,96,79,17,All
Michele Lockman,,,,,,,,,5,"1,031","1,024","1,005",934,233,231,144,144,118,94,74,72,16,All
Anthony Bellmon,,,,,,,,,,2,"1,017","1,009",900,208,204,103,117,101,90,74,57,17,All
Patrick Parkinson,,,,,,,,,,,3,"1,000",883,199,194,83,105,90,81,72,64,16,All
Theodore Kirsch,,,,,,,,,,,,2,880,186,184,84,98,74,66,58,51,16,All
Mona Getzes Cohen,,,,,,,,,,,,,2,178,174,160,157,144,104,98,86,14,All
Amy Roat,,,,,,,,,,,,,,3,523,414,414,401,386,374,366,2,All
Lisa Powley,,,,,,,,,,,,,,,0,409,392,392,372,363,362,1,All
Vayda Good,,,,,,,,,,,,,,,,0,433,435,392,392,384,2,All
Lorraine Haw,,,,,,,,,,,,,,,,,3,401,396,365,363,2,All
Alvaro Quinones,,,,,,,,,,,,,,,,,,0,390,385,385,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,,,,0,370,348,4,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,,,,,0,370,2,All
Adam Tennant,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,485",130,116,104,52,42,2,"1,261","1,180","1,128","1,094","1,076","1,060",669,635,554,549,537,489,462,452,35,All
