col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 172nd District - Republican,,Auditor General - Republican,,All
,Aaron Bashir,Write-In,Timothy Defoor,Write-In,All
Aaron Bashir,11,0,130,2,All
Write-In,,2,0,0,All
Timothy Defoor,,,4,0,All
Write-In,,,,0,All
Total,143,2,134,2,All
,Representative In The General Assembly 172nd District - Republican,,Auditor General - Republican,,13
,Aaron Bashir,Write-In,Timothy Defoor,Write-In,13
Aaron Bashir,6,0,67,1,13
Write-In,,1,0,0,13
Timothy Defoor,,,2,0,13
Write-In,,,,0,13
Total,74,1,69,1,13
,Representative In The General Assembly 172nd District - Republican,,Auditor General - Republican,,14
,Aaron Bashir,Write-In,Timothy Defoor,Write-In,14
Aaron Bashir,5,0,63,1,14
Write-In,,1,0,0,14
Timothy Defoor,,,2,0,14
Write-In,,,,0,14
Total,69,1,65,1,14
