col_1,col_2,col_3,col_4,division
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,All
,Joe Torsella,Write-In,Nancy Guenst,All
Joe Torsella,48,0,541,All
Write-In,,0,1,All
Nancy Guenst,,,30,All
Total,589,1,572,All
,Representative In The General Assembly 152nd District - Democrat,State Treasurer - Democrat,,16
,Nancy Guenst,Joe Torsella,Write-In,16
Nancy Guenst,6,60,0,16
Joe Torsella,,2,0,16
Write-In,,,0,16
Total,66,62,0,16
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,17
,Joe Torsella,Write-In,Nancy Guenst,17
Joe Torsella,6,0,44,17
Write-In,,0,0,17
Nancy Guenst,,,1,17
Total,50,0,45,17
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,18
,Joe Torsella,Write-In,Nancy Guenst,18
Joe Torsella,10,0,86,18
Write-In,,0,0,18
Nancy Guenst,,,4,18
Total,96,0,90,18
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,19
,Joe Torsella,Write-In,Nancy Guenst,19
Joe Torsella,9,0,78,19
Write-In,,0,0,19
Nancy Guenst,,,5,19
Total,87,0,83,19
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,20
,Joe Torsella,Write-In,Nancy Guenst,20
Joe Torsella,7,0,95,20
Write-In,,0,0,20
Nancy Guenst,,,4,20
Total,102,0,99,20
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,21
,Joe Torsella,Write-In,Nancy Guenst,21
Joe Torsella,8,0,114,21
Write-In,,0,1,21
Nancy Guenst,,,7,21
Total,122,1,122,21
,State Treasurer - Democrat,,Representative In The General Assembly 152nd District - Democrat,24
,Joe Torsella,Write-In,Nancy Guenst,24
Joe Torsella,6,0,64,24
Write-In,,0,0,24
Nancy Guenst,,,3,24
Total,70,0,67,24
