col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 174th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Ed Neilson,Write-In,Michele Lockman,Pamela Robinson,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Adam Tennant,Ronald Raju Joseph,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Write-In,All
Ed Neilson,11,0,121,120,115,115,112,108,56,49,40,39,38,42,36,26,6,All
Write-In,,2,4,4,4,4,4,5,1,2,2,1,1,0,1,0,7,All
Michele Lockman,,,0,119,124,120,119,109,26,30,14,14,10,21,9,4,5,All
Pamela Robinson,,,,2,119,115,115,108,27,29,17,12,10,24,12,8,5,All
Patrick Parkinson,,,,,0,120,119,104,24,25,15,11,7,16,6,4,5,All
Theodore Kirsch,,,,,,0,118,104,20,24,10,10,8,17,3,2,6,All
Anthony Bellmon,,,,,,,0,107,24,21,12,11,5,15,5,2,4,All
Mona Getzes Cohen,,,,,,,,0,25,23,16,16,14,20,15,4,4,All
Amy Roat,,,,,,,,,0,44,34,35,33,28,36,25,0,All
Lisa Powley,,,,,,,,,,0,28,27,28,26,28,23,0,All
Adam Tennant,,,,,,,,,,,0,35,32,25,32,24,0,All
Ronald Raju Joseph,,,,,,,,,,,,1,30,25,33,24,0,All
Alvaro Quinones,,,,,,,,,,,,,0,25,31,24,0,All
Lorraine Haw,,,,,,,,,,,,,,0,28,23,0,All
Vayda Good,,,,,,,,,,,,,,,0,25,0,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,179,9,138,135,132,130,127,122,64,58,46,46,45,45,40,29,16,All
,Representative In The General Assembly 174th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,11
,Ed Neilson,Write-In,Michele Lockman,Patrick Parkinson,Pamela Robinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Lorraine Haw,Adam Tennant,Ronald Raju Joseph,Vayda Good,Kempis Ghani Songster,Write-In,11
Ed Neilson,8,0,59,55,53,52,52,49,26,23,21,22,19,19,19,15,1,11
Write-In,,0,4,4,4,4,4,4,0,1,0,0,1,0,0,0,7,11
Michele Lockman,,,0,64,59,60,60,55,12,13,5,12,7,8,7,3,0,11
Patrick Parkinson,,,,0,59,59,59,51,10,11,4,10,9,5,5,2,0,11
Pamela Robinson,,,,,2,56,55,52,11,13,6,13,8,4,6,4,0,11
Theodore Kirsch,,,,,,0,58,50,7,10,5,10,5,4,2,1,1,11
Anthony Bellmon,,,,,,,0,50,9,7,2,8,5,4,2,1,0,11
Mona Getzes Cohen,,,,,,,,0,10,11,7,12,5,6,7,4,0,11
Amy Roat,,,,,,,,,0,22,17,16,16,18,19,16,0,11
Lisa Powley,,,,,,,,,,0,17,16,16,16,17,16,0,11
Alvaro Quinones,,,,,,,,,,,0,15,15,15,16,15,0,11
Lorraine Haw,,,,,,,,,,,,0,13,13,16,13,0,11
Adam Tennant,,,,,,,,,,,,,0,16,15,14,0,11
Ronald Raju Joseph,,,,,,,,,,,,,,0,17,14,0,11
Vayda Good,,,,,,,,,,,,,,,0,15,0,11
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,11
Write-In,,,,,,,,,,,,,,,,,0,11
Total,87,6,71,66,65,64,63,59,31,29,26,25,23,23,22,18,11,11
,Representative In The General Assembly 174th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,28
,Ed Neilson,Write-In,Pamela Robinson,Michele Lockman,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Adam Tennant,Ronald Raju Joseph,Lorraine Haw,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Write-In,28
Ed Neilson,3,0,67,62,60,63,60,59,30,26,21,20,20,17,17,11,5,28
Write-In,,2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,28
Pamela Robinson,,,0,60,60,59,60,56,16,16,9,8,11,4,6,4,5,28
Michele Lockman,,,,0,60,60,59,54,14,17,7,6,9,5,2,1,5,28
Patrick Parkinson,,,,,0,61,60,53,14,14,6,6,6,3,1,2,5,28
Theodore Kirsch,,,,,,0,60,54,13,14,5,6,7,3,1,1,5,28
Anthony Bellmon,,,,,,,0,57,15,14,7,7,7,3,3,1,4,28
Mona Getzes Cohen,,,,,,,,0,15,12,11,10,8,7,8,0,4,28
Amy Roat,,,,,,,,,0,22,18,17,12,16,17,9,0,28
Lisa Powley,,,,,,,,,,0,12,11,10,11,11,7,0,28
Adam Tennant,,,,,,,,,,,0,19,12,17,17,10,0,28
Ronald Raju Joseph,,,,,,,,,,,,1,12,15,16,10,0,28
Lorraine Haw,,,,,,,,,,,,,0,10,12,10,0,28
Alvaro Quinones,,,,,,,,,,,,,,0,15,9,0,28
Vayda Good,,,,,,,,,,,,,,,0,10,0,28
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,28
Write-In,,,,,,,,,,,,,,,,,0,28
Total,92,3,70,67,66,66,64,63,33,29,23,23,20,19,18,11,5,28
