col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jordan A Harris,Write-In,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Wynnetta Ward,Ken Washington,Charlene Cooper,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Joanne Beer,Daisy Confoy,Arielle Cohen,Christina Borst,Carla Le'Coin,Steve Paul,Sergio Cea,Paul Prescod,Jack Cahill,Bryan Mercer,Daniel Laufer,Write-In,All
Jordan A Harris,933,0,"8,235","7,976","7,857","7,685","7,587","7,680","7,663","7,618","7,457","6,993","6,789","4,434","4,284","3,993","3,987","3,902","3,741","3,702","3,615","3,373","3,213","3,155","3,082","3,070","2,904",175,All
Write-In,,6,26,27,19,25,21,20,21,25,23,18,22,28,35,29,30,28,27,26,26,27,24,25,27,24,27,10,All
Nina Tinari,,,46,"7,718","8,021","7,700","7,665","7,969","7,746","7,811","7,497","7,203","7,226","1,794","1,529","1,357","1,407","1,315","1,022","1,053","1,010",843,674,750,512,576,378,100,All
Malcolm Kenyatta,,,,17,"7,492","7,748","7,747","7,496","7,459","7,444","7,489","7,395","6,763","1,396","1,159",980,"1,014",924,991,"1,023",980,605,758,514,633,723,496,145,All
Cindy Bass,,,,,8,"7,486","7,380","7,803","7,620","7,602","7,218","7,012","7,088","1,675","1,476","1,288","1,306","1,210",992,900,858,793,589,698,470,499,337,118,All
Wynnetta Ward,,,,,,3,"7,564","7,548","7,390","7,369","7,553","7,237","6,656","1,453","1,255","1,093","1,095","1,035","1,102","1,069","1,045",602,735,457,597,635,466,109,All
Ken Washington,,,,,,,30,"7,490","7,495","7,332","7,304","7,404","6,858","1,216",948,880,893,795,765,815,770,555,627,496,536,628,423,122,All
Charlene Cooper,,,,,,,,7,"7,694","7,646","7,280","7,152","7,030","1,554","1,313","1,158","1,244","1,160",868,894,836,713,542,684,404,506,260,122,All
Terry Gillen,,,,,,,,,8,"7,522","7,206","7,183","6,972","1,456","1,225","1,103","1,161","1,044",844,835,775,765,567,709,511,571,386,116,All
Anuj Gupta,,,,,,,,,,5,"7,273","6,995","6,987","1,552","1,332","1,300","1,233","1,172",894,850,825,767,649,683,371,516,305,117,All
Lindy Li,,,,,,,,,,,8,"7,141","6,674","1,323","1,209","1,095","1,014",956,"1,086","1,024",994,523,742,411,544,599,465,120,All
Matthew Miller,,,,,,,,,,,,5,"6,607",967,756,643,693,585,662,707,653,345,527,337,481,548,345,108,All
Owen Voutsinas-Klose,,,,,,,,,,,,,13,"1,134","1,033",994,858,780,608,505,496,649,445,558,348,366,222,107,All
Sherrie Cohen,,,,,,,,,,,,,,6,"4,045","3,832","3,846","3,821","3,562","3,468","3,375","3,494","3,044","3,272","2,979","2,948","2,938",41,All
Heather Pope,,,,,,,,,,,,,,,15,"3,851","3,754","3,741","3,576","3,384","3,358","3,457","3,124","3,196","3,035","2,904","2,965",44,All
Anlin Wang,,,,,,,,,,,,,,,,2,"3,594","3,634","3,403","3,218","3,244","3,416","3,135","3,203","2,931","2,865","2,893",25,All
Joanne Beer,,,,,,,,,,,,,,,,,3,"3,812","3,385","3,305","3,178","3,337","3,049","3,281","2,907","2,857","2,861",22,All
Daisy Confoy,,,,,,,,,,,,,,,,,,2,"3,412","3,366","3,319","3,313","3,067","3,282","2,886","2,789","2,881",21,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,8,"3,338","3,326","3,085","3,212","2,918","3,005","2,901","2,980",26,All
Christina Borst,,,,,,,,,,,,,,,,,,,,0,"3,548","2,950","3,055","2,788","3,045","3,039","3,034",27,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,1,"2,921","3,097","2,844","3,019","3,049","3,007",15,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,1,"2,913","3,174","2,895","2,791","2,863",29,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,0,"2,842","2,894","2,856","2,858",16,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,"2,762","2,741","2,767",9,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,"2,922","3,003",23,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,4,"2,906",16,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"13,349",68,"9,289","8,941","8,757","8,628","8,575","8,563","8,537","8,481","8,353","7,854","7,629","5,023","4,881","4,538","4,512","4,415","4,281","4,216","4,126","3,871","3,716","3,622","3,553","3,532","3,384",248,All
