col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,All
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,Write-In,All
Pamela Robinson,62,"1,626","1,557","1,572","1,542","1,418",350,382,235,166,155,143,107,126,14,148,All
Michele Lockman,,13,"1,587","1,570","1,551","1,417",331,367,219,161,149,141,100,107,14,144,All
Patrick Parkinson,,,16,"1,548","1,532","1,370",304,325,180,125,98,140,87,94,9,138,All
Anthony Bellmon,,,,14,"1,547","1,372",291,314,185,133,109,122,94,107,8,136,All
Theodore Kirsch,,,,,4,"1,366",268,298,163,115,97,113,80,85,13,131,All
Mona Getzes Cohen,,,,,,8,251,262,232,177,174,155,120,117,9,118,All
Amy Roat,,,,,,,18,590,442,386,400,388,354,341,0,85,All
Lisa Powley,,,,,,,,8,426,369,388,382,352,355,0,79,All
Lorraine Haw,,,,,,,,,2,399,423,400,372,376,0,70,All
Alvaro Quinones,,,,,,,,,,4,404,382,367,354,0,65,All
Vayda Good,,,,,,,,,,,3,385,368,357,0,67,All
Adam Tennant,,,,,,,,,,,,6,378,347,0,67,All
Ronald Raju Joseph,,,,,,,,,,,,,1,346,0,55,All
Kempis Ghani Songster,,,,,,,,,,,,,,4,0,63,All
Write-In,,,,,,,,,,,,,,,11,5,All
Write-In,,,,,,,,,,,,,,,,28,All
Total,"1,843","1,771","1,697","1,694","1,629","1,571",762,759,626,555,543,540,477,475,50,255,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,1
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Alvaro Quinones,Vayda Good,Write-In,Write-In,1
Pamela Robinson,3,74,70,71,69,54,22,24,11,10,11,9,6,6,0,14,1
Michele Lockman,,0,70,73,69,57,22,25,14,13,10,8,6,8,0,16,1
Anthony Bellmon,,,0,68,68,53,18,18,7,11,7,8,4,3,0,13,1
Patrick Parkinson,,,,0,67,55,19,22,11,11,8,7,3,5,0,11,1
Theodore Kirsch,,,,,0,52,17,19,7,9,6,9,2,3,0,11,1
Mona Getzes Cohen,,,,,,0,10,10,13,9,10,9,4,6,0,9,1
Amy Roat,,,,,,,0,30,18,14,15,11,14,14,0,8,1
Lisa Powley,,,,,,,,0,16,15,14,11,12,12,0,6,1
Lorraine Haw,,,,,,,,,0,19,17,15,16,18,0,6,1
Kempis Ghani Songster,,,,,,,,,,0,15,15,15,14,0,5,1
Adam Tennant,,,,,,,,,,,0,17,16,15,0,5,1
Ronald Raju Joseph,,,,,,,,,,,,0,13,13,0,4,1
Alvaro Quinones,,,,,,,,,,,,,0,15,0,5,1
Vayda Good,,,,,,,,,,,,,,0,0,4,1
Write-In,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,3,1
Total,83,81,74,74,71,60,37,37,29,27,26,22,21,20,0,22,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,3
,Anthony Bellmon,Michele Lockman,Pamela Robinson,Mona Getzes Cohen,Patrick Parkinson,Theodore Kirsch,Amy Roat,Lorraine Haw,Adam Tennant,Alvaro Quinones,Lisa Powley,Kempis Ghani Songster,Ronald Raju Joseph,Vayda Good,Write-In,Write-In,3
Anthony Bellmon,1,43,41,42,43,42,10,7,5,4,4,3,3,2,0,5,3
Michele Lockman,,0,43,43,44,42,10,7,5,5,4,3,2,2,0,5,3
Pamela Robinson,,,1,40,42,40,9,4,2,5,3,1,1,0,0,5,3
Mona Getzes Cohen,,,,1,42,42,9,7,5,5,3,3,3,3,0,5,3
Patrick Parkinson,,,,,0,42,11,6,5,5,3,3,1,1,0,5,3
Theodore Kirsch,,,,,,0,9,6,3,4,4,1,2,1,0,5,3
Amy Roat,,,,,,,1,6,8,7,7,5,4,4,0,2,3
Lorraine Haw,,,,,,,,0,8,7,4,6,7,5,0,2,3
Adam Tennant,,,,,,,,,0,6,3,7,5,5,0,2,3
