col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,All
,Nina Tinari,Cindy Bass,Malcolm Kenyatta,Ken Washington,Terry Gillen,Charlene Cooper,Wynnetta Ward,Matthew Miller,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Christina Borst,Joanne Beer,Arielle Cohen,Anlin Wang,Daisy Confoy,Carla Le'Coin,Steve Paul,Bryan Mercer,Sergio Cea,Paul Prescod,Jack Cahill,Daniel Laufer,Write-In,Bernard A Williams,Darisha K Parker,Fareed Abdullah,Supreme Dow,Write-In,All
Nina Tinari,4,"1,248","1,200","1,208","1,223","1,240","1,176","1,151","1,151","1,195","1,134",226,179,125,156,110,152,136,116,113,86,80,97,74,57,21,582,334,228,123,1,All
Cindy Bass,,2,"1,192","1,185","1,218","1,233","1,170","1,133","1,117","1,182","1,120",202,177,108,146,114,143,123,100,102,70,69,85,60,43,19,590,332,211,113,1,All
Malcolm Kenyatta,,,4,"1,255","1,187","1,179","1,241","1,206","1,195","1,144","1,067",181,135,142,108,135,102,90,127,80,107,109,67,100,81,18,569,321,236,119,1,All
Ken Washington,,,,2,"1,202","1,178","1,218","1,196","1,178","1,142","1,076",168,126,127,105,118,104,80,111,86,102,103,69,89,77,19,571,311,233,123,1,All
Terry Gillen,,,,,3,"1,227","1,156","1,169","1,131","1,182","1,102",181,147,112,124,86,124,107,90,94,83,66,91,70,54,18,572,306,215,109,1,All
Charlene Cooper,,,,,,0,"1,168","1,150","1,131","1,188","1,102",198,153,112,143,102,137,121,101,97,77,66,89,59,38,18,568,313,211,111,1,All
Wynnetta Ward,,,,,,,3,"1,178","1,176","1,111","1,036",161,131,138,104,137,105,78,129,65,97,104,48,89,81,19,543,312,228,113,1,All
Matthew Miller,,,,,,,,0,"1,159","1,107","1,043",144,109,126,87,103,81,63,114,50,110,95,55,91,79,18,552,280,207,113,1,All
Lindy Li,,,,,,,,,0,"1,102","1,036",162,132,139,103,132,109,84,137,67,100,101,51,93,79,18,522,299,213,114,1,All
Anuj Gupta,,,,,,,,,,0,"1,081",189,144,96,135,101,137,112,92,97,68,74,89,41,40,18,540,292,204,112,1,All
Owen Voutsinas-Klose,,,,,,,,,,,0,151,132,65,105,68,118,79,60,80,52,56,68,50,37,17,499,278,180,97,1,All
Sherrie Cohen,,,,,,,,,,,,1,281,210,252,224,256,254,191,239,177,174,219,175,164,4,142,118,89,41,0,All
Heather Pope,,,,,,,,,,,,,0,205,240,213,245,249,192,221,167,169,207,171,157,3,127,101,84,42,0,All
Christina Borst,,,,,,,,,,,,,,0,195,213,172,195,245,157,213,189,148,197,192,2,97,92,79,40,0,All
Joanne Beer,,,,,,,,,,,,,,,1,196,223,251,175,211,156,162,221,154,153,2,114,91,70,33,0,All
Arielle Cohen,,,,,,,,,,,,,,,,0,192,202,208,178,182,201,164,181,180,1,105,78,76,37,0,All
Anlin Wang,,,,,,,,,,,,,,,,,0,217,168,219,153,170,202,151,144,3,104,88,76,31,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,,0,184,211,156,166,224,158,161,1,106,87,71,34,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,151,204,187,155,190,184,1,85,84,78,38,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,0,156,149,205,153,151,2,97,69,66,32,0,All
