col_1,col_2,col_3,col_4,col_5,division
,President Of The United States - Democrat,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,All
Joseph R Biden,"1,859",0,0,0,All
Bernie Sanders,,760,0,0,All
Tulsi Gabbard,,,132,0,All
Write-In,,,,48,All
Total,"1,859",760,132,48,All
,President Of The United States - Democrat,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,1
Joseph R Biden,64,0,0,0,1
Bernie Sanders,,15,0,0,1
Tulsi Gabbard,,,5,0,1
Write-In,,,,3,1
Total,64,15,5,3,1
,President Of The United States - Democrat,,,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,2
Joseph R Biden,91,0,0,0,2
Bernie Sanders,,12,0,0,2
Tulsi Gabbard,,,3,0,2
Write-In,,,,1,2
Total,91,12,3,1,2
,President Of The United States - Democrat,,,,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,3
Joseph R Biden,68,0,0,0,3
Bernie Sanders,,17,0,0,3
Tulsi Gabbard,,,8,0,3
Write-In,,,,4,3
Total,68,17,8,4,3
,President Of The United States - Democrat,,,,4
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,4
Joseph R Biden,60,0,0,0,4
Bernie Sanders,,11,0,0,4
Tulsi Gabbard,,,3,0,4
Write-In,,,,2,4
Total,60,11,3,2,4
,President Of The United States - Democrat,,,,5
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,5
Joseph R Biden,74,0,0,0,5
Bernie Sanders,,18,0,0,5
Tulsi Gabbard,,,6,0,5
Write-In,,,,1,5
Total,74,18,6,1,5
,President Of The United States - Democrat,,,,6
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,6
Joseph R Biden,85,0,0,0,6
Bernie Sanders,,27,0,0,6
Tulsi Gabbard,,,9,0,6
Write-In,,,,3,6
Total,85,27,9,3,6
,President Of The United States - Democrat,,,,7
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,7
Joseph R Biden,76,0,0,0,7
Bernie Sanders,,17,0,0,7
Tulsi Gabbard,,,5,0,7
Write-In,,,,3,7
Total,76,17,5,3,7
,President Of The United States - Democrat,,,,8
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,8
Joseph R Biden,66,0,0,0,8
Bernie Sanders,,36,0,0,8
Tulsi Gabbard,,,14,0,8
Write-In,,,,4,8
Total,66,36,14,4,8
,President Of The United States - Democrat,,,,9
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,9
Joseph R Biden,85,0,0,0,9
Bernie Sanders,,19,0,0,9
Tulsi Gabbard,,,10,0,9
Write-In,,,,2,9
Total,85,19,10,2,9
,President Of The United States - Democrat,,,,10
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,10
Joseph R Biden,66,0,0,0,10
Bernie Sanders,,40,0,0,10
Tulsi Gabbard,,,1,0,10
Write-In,,,,1,10
Total,66,40,1,1,10
,President Of The United States - Democrat,,,,11
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,11
Joseph R Biden,71,0,0,0,11
Bernie Sanders,,45,0,0,11
Tulsi Gabbard,,,9,0,11
Write-In,,,,2,11
Total,71,45,9,2,11
,President Of The United States - Democrat,,,,12
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,12
Joseph R Biden,95,0,0,0,12
Bernie Sanders,,49,0,0,12
Tulsi Gabbard,,,5,0,12
Write-In,,,,2,12
Total,95,49,5,2,12
,President Of The United States - Democrat,,,,13
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,13
Joseph R Biden,92,0,0,0,13
Bernie Sanders,,19,0,0,13
Tulsi Gabbard,,,5,0,13
