col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 195th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Donna Bullock,Write-In,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Ken Washington,Terry Gillen,Charlene Cooper,Wynnetta Ward,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Anlin Wang,Daisy Confoy,Arielle Cohen,Christina Borst,Steve Paul,Carla Le'Coin,Sergio Cea,Paul Prescod,Jack Cahill,Bryan Mercer,Daniel Laufer,Write-In,All
Donna Bullock,"1,278",0,"8,592","8,370","8,333","8,139","8,099","8,118","8,037","7,972","7,679","7,444","7,242","4,328","4,185","3,814","3,766","3,728","3,581","3,445","3,304","3,306","3,077","3,085","2,953","2,974","2,800",132,All
Write-In,,6,20,21,21,17,19,17,15,17,16,18,17,16,17,9,13,11,11,10,12,11,11,11,10,10,10,26,All
Nina Tinari,,,54,"8,038","8,392","8,024","8,243","8,345","7,965","8,156","7,700","7,557","7,657","1,870","1,622","1,448","1,344","1,332",996,992,933,889,716,840,563,602,422,124,All
Malcolm Kenyatta,,,,29,"7,874","8,206","7,838","7,857","8,148","7,713","7,812","7,843","7,105","1,401","1,198","1,021",915,912,"1,108","1,023",637,911,856,568,698,805,576,131,All
Cindy Bass,,,,,17,"7,826","8,124","8,223","7,757","7,924","7,359","7,353","7,472","1,797","1,579","1,378","1,277","1,246","1,016",882,923,777,606,823,560,570,401,139,All
Ken Washington,,,,,,54,"7,920","7,864","8,002","7,650","7,643","7,834","7,224","1,318","1,006",960,886,834,884,869,623,769,739,586,630,708,512,86,All
Terry Gillen,,,,,,,11,"8,213","7,746","7,963","7,466","7,576","7,452","1,586","1,344","1,273","1,118","1,141",892,839,877,700,554,836,552,583,411,91,All
Charlene Cooper,,,,,,,,7,"7,838","8,036","7,512","7,516","7,438","1,665","1,405","1,324","1,151","1,203",895,863,819,749,565,810,444,553,280,109,All
Wynnetta Ward,,,,,,,,,9,"7,539","7,822","7,652","6,910","1,429","1,239","1,054",980,973,"1,152","1,069",594,965,786,476,676,703,550,109,All
Anuj Gupta,,,,,,,,,,8,"7,385","7,298","7,318","1,611","1,394","1,317","1,253","1,209",895,800,826,725,669,815,383,513,329,120,All
Lindy Li,,,,,,,,,,,3,"7,474","6,922","1,254","1,158",928,949,867,"1,104",998,513,908,782,385,606,631,534,86,All
Matthew Miller,,,,,,,,,,,,3,"6,941","1,036",826,760,631,602,810,792,385,668,659,415,579,621,434,99,All
Owen Voutsinas-Klose,,,,,,,,,,,,,11,"1,237","1,183",983,"1,054",847,678,532,762,495,476,667,412,418,308,98,All
Sherrie Cohen,,,,,,,,,,,,,,0,"3,865","3,587","3,559","3,571","3,271","3,116","3,359","2,965","2,738","3,110","2,748","2,705","2,681",22,All
Heather Pope,,,,,,,,,,,,,,,21,"3,479","3,610","3,516","3,292","3,060","3,317","2,972","2,833","3,055","2,779","2,676","2,714",29,All
Joanne Beer,,,,,,,,,,,,,,,,0,"3,312","3,557","3,042","2,999","3,143","2,757","2,733","3,118","2,623","2,613","2,576",15,All
Anlin Wang,,,,,,,,,,,,,,,,,1,"3,340","3,069","2,857","3,255","2,846","2,841","3,035","2,657","2,586","2,629",14,All
Daisy Confoy,,,,,,,,,,,,,,,,,,2,"3,096","3,023","3,113","2,937","2,753","3,112","2,619","2,522","2,597",12,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,6,"3,053","2,840","2,997","2,971","2,683","2,800","2,728","2,779",16,All
Christina Borst,,,,,,,,,,,,,,,,,,,,1,"2,668","3,201","2,753","2,509","2,836","2,867","2,828",8,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,"2,619","2,630","3,013","2,628","2,562","2,592",11,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,1,"2,791","2,542","2,776","2,811","2,758",25,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,1,"2,584","2,652","2,624","2,627",12,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,1,"2,494","2,508","2,474",15,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,"2,718","2,787",15,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,3,"2,679",17,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"14,092",48,"9,691","9,399","9,324","9,221","9,048","9,043","9,011","8,876","8,594","8,381","8,131","4,827","4,755","4,271","4,241","4,180","4,063","3,901","3,747","3,725","3,508","3,502","3,381","3,370","3,209",276,All
