col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Aaron Bashir,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,All
Aaron Bashir,17,0,257,177,169,158,0,All
Write-In,,2,8,7,7,1,0,All
Pete Digiannantonio,,,10,169,160,143,0,All
William M Pirolli,,,,1,132,67,0,All
Christopher M Vogler,,,,,2,77,0,All
Gary Grisafi,,,,,,4,1,All
Write-In,,,,,,,0,All
Total,343,10,318,220,215,177,1,All
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,9
,Aaron Bashir,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,9
Aaron Bashir,5,0,52,35,31,31,0,9
Write-In,,1,2,2,2,0,0,9
Pete Digiannantonio,,,3,35,28,28,0,9
William M Pirolli,,,,0,24,13,0,9
Christopher M Vogler,,,,,0,12,0,9
Gary Grisafi,,,,,,1,0,9
Write-In,,,,,,,0,9
Total,69,3,63,42,39,34,0,9
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,10
,Aaron Bashir,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,10
Aaron Bashir,0,0,33,25,22,19,0,10
Write-In,,0,1,1,1,0,0,10
Pete Digiannantonio,,,2,22,22,18,0,10
William M Pirolli,,,,0,23,7,0,10
Christopher M Vogler,,,,,0,8,0,10
Gary Grisafi,,,,,,0,0,10
Write-In,,,,,,,0,10
Total,42,1,42,31,30,21,0,10
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,13
,Aaron Bashir,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,13
Aaron Bashir,3,0,30,26,20,17,0,13
Write-In,,0,0,0,0,0,0,13
Pete Digiannantonio,,,1,19,12,12,0,13
Gary Grisafi,,,,2,13,12,0,13
Christopher M Vogler,,,,,0,10,0,13
William M Pirolli,,,,,,0,0,13
Write-In,,,,,,,0,13
Total,45,0,33,29,21,19,0,13
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,16
,Aaron Bashir,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,16
Aaron Bashir,1,0,47,36,33,27,0,16
Write-In,,0,3,3,3,0,0,16
Pete Digiannantonio,,,0,35,35,24,0,16
William M Pirolli,,,,1,29,14,0,16
Christopher M Vogler,,,,,1,16,0,16
Gary Grisafi,,,,,,0,0,16
Write-In,,,,,,,0,16
Total,57,3,56,44,42,30,0,16
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,17
,Aaron Bashir,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,17
Aaron Bashir,5,0,29,23,18,16,0,17
Write-In,,0,0,0,0,0,0,17
Pete Digiannantonio,,,1,20,18,17,0,17
William M Pirolli,,,,0,14,9,0,17
Christopher M Vogler,,,,,0,6,0,17
Gary Grisafi,,,,,,0,0,17
Write-In,,,,,,,0,17
Total,42,0,35,27,22,18,0,17
,Representative In The General Assembly 172nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,19
,Aaron Bashir,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,19
Aaron Bashir,1,0,38,27,27,21,0,19
Write-In,,1,0,0,0,0,0,19
Pete Digiannantonio,,,2,27,23,21,0,19
William M Pirolli,,,,0,18,8,0,19
Christopher M Vogler,,,,,0,10,0,19
Gary Grisafi,,,,,,1,1,19
Write-In,,,,,,,0,19
Total,53,1,50,36,34,25,1,19
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 172nd District - Republican,,26
,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,Aaron Bashir,Write-In,26
Pete Digiannantonio,1,22,18,16,0,28,2,26
Christopher M Vogler,,1,14,12,0,18,1,26
William M Pirolli,,,0,4,0,14,1,26
Gary Grisafi,,,,0,0,18,1,26
Write-In,,,,,0,0,0,26
Aaron Bashir,,,,,,2,0,26
Write-In,,,,,,,0,26
Total,39,27,21,20,0,35,2,26
