col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 172nd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Kevin J Boyle,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,All
Kevin J Boyle,392,0,"4,319",600,389,216,226,225,6,All
Write-In,,6,16,1,7,0,1,2,4,All
Nina Ahmad,,,322,0,0,0,0,0,0,All
Michael Lamb,,,,54,0,0,0,0,0,All
Christina M Hartman,,,,,49,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,83,0,0,0,All
Tracie Fountain,,,,,,,37,0,0,All
H Scott Conklin,,,,,,,,30,0,All
Write-In,,,,,,,,,0,All
Total,"6,373",37,"4,657",655,445,299,264,257,10,All
