col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 170th District - Democrat,All
,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,Write-In,All
Nina Ahmad,"1,593",0,0,0,0,0,0,148,All
Michael Lamb,,232,0,0,0,0,0,30,All
Christina M Hartman,,,182,0,0,0,0,13,All
Rose Rosie Marie Davis,,,,111,0,0,0,17,All
H Scott Conklin,,,,,102,0,0,13,All
Tracie Fountain,,,,,,97,0,9,All
Write-In,,,,,,,7,2,All
Write-In,,,,,,,,23,All
Total,"1,741",262,195,128,115,106,9,255,All
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 170th District - Democrat,1
,Nina Ahmad,Michael Lamb,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Write-In,Write-In,1
Nina Ahmad,58,0,0,0,0,0,0,10,1
Michael Lamb,,12,0,0,0,0,0,4,1
Christina M Hartman,,,8,0,0,0,0,3,1
H Scott Conklin,,,,6,0,0,0,1,1
Rose Rosie Marie Davis,,,,,7,0,0,0,1
Tracie Fountain,,,,,,2,0,2,1
Write-In,,,,,,,0,0,1
Write-In,,,,,,,,2,1
Total,68,16,11,7,7,4,0,22,1
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 170th District - Democrat,3
,Nina Ahmad,H Scott Conklin,Christina M Hartman,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Write-In,Write-In,3
Nina Ahmad,38,0,0,0,0,0,0,1,3
H Scott Conklin,,5,0,0,0,0,0,1,3
Christina M Hartman,,,4,0,0,0,0,1,3
Michael Lamb,,,,4,0,0,0,1,3
Tracie Fountain,,,,,3,0,0,1,3
Rose Rosie Marie Davis,,,,,,1,0,0,3
Write-In,,,,,,,0,0,3
Write-In,,,,,,,,3,3
Total,39,6,5,5,4,1,0,8,3
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 170th District - Democrat,4
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Write-In,4
Nina Ahmad,38,0,0,0,0,0,0,5,4
Michael Lamb,,10,0,0,0,0,0,0,4
Tracie Fountain,,,6,0,0,0,0,0,4
Rose Rosie Marie Davis,,,,4,0,0,0,1,4
Christina M Hartman,,,,,4,0,0,0,4
H Scott Conklin,,,,,,1,0,1,4
Write-In,,,,,,,0,0,4
Write-In,,,,,,,,0,4
Total,43,10,6,5,4,2,0,7,4
