col_1,col_2,col_3,division
,Representative In The General Assembly 172nd District - Democrat,,All
,Kevin J Boyle,Write-In,All
Kevin J Boyle,287,0,All
Write-In,,0,All
Total,287,0,All
,Representative In The General Assembly 172nd District - Democrat,,19
,Kevin J Boyle,Write-In,19
Kevin J Boyle,69,0,19
Write-In,,0,19
Total,69,0,19
,Representative In The General Assembly 172nd District - Democrat,,23
,Kevin J Boyle,Write-In,23
Kevin J Boyle,104,0,23
Write-In,,0,23
Total,104,0,23
,Representative In The General Assembly 172nd District - Democrat,,24
,Kevin J Boyle,Write-In,24
Kevin J Boyle,114,0,24
Write-In,,0,24
Total,114,0,24
