col_1,col_2,col_3,col_4,division
,Attorney General - Republican,,Representative In The General Assembly 173rd District - Republican,All
,Heather Heidelbaugh,Write-In,Write-In,All
Heather Heidelbaugh,107,0,3,All
Write-In,,1,0,All
Write-In,,,0,All
Total,110,1,3,All
,Attorney General - Republican,,Representative In The General Assembly 173rd District - Republican,4
,Heather Heidelbaugh,Write-In,Write-In,4
Heather Heidelbaugh,14,0,0,4
Write-In,,1,0,4
Write-In,,,0,4
Total,14,1,0,4
,Attorney General - Republican,,Representative In The General Assembly 173rd District - Republican,5
,Heather Heidelbaugh,Write-In,Write-In,5
Heather Heidelbaugh,13,0,1,5
Write-In,,0,0,5
Write-In,,,0,5
Total,14,0,1,5
,Attorney General - Republican,,Representative In The General Assembly 173rd District - Republican,7
,Heather Heidelbaugh,Write-In,Write-In,7
Heather Heidelbaugh,28,0,0,7
Write-In,,0,0,7
Write-In,,,0,7
Total,28,0,0,7
,Attorney General - Republican,,Representative In The General Assembly 173rd District - Republican,26
,Heather Heidelbaugh,Write-In,Write-In,26
Heather Heidelbaugh,21,0,1,26
Write-In,,0,0,26
Write-In,,,0,26
Total,22,0,1,26
,Attorney General - Republican,,Representative In The General Assembly 173rd District - Republican,28
,Heather Heidelbaugh,Write-In,Write-In,28
Heather Heidelbaugh,31,0,1,28
Write-In,,0,0,28
Write-In,,,0,28
Total,32,0,1,28
