col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,All
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Ronald Raju Joseph,Vayda Good,Adam Tennant,Kempis Ghani Songster,Write-In,Write-In,All
Pamela Robinson,84,"2,464","2,358","2,376","2,321","2,208",517,474,283,243,192,191,182,180,35,123,All
Michele Lockman,,32,"2,392","2,387","2,354","2,224",484,447,263,214,178,169,172,152,31,127,All
Patrick Parkinson,,,22,"2,346","2,314","2,117",431,380,197,172,156,105,154,136,37,123,All
Anthony Bellmon,,,,12,"2,326","2,133",413,383,202,174,152,124,140,141,34,120,All
Theodore Kirsch,,,,,15,"2,119",398,370,190,162,143,126,149,140,31,121,All
Mona Getzes Cohen,,,,,,29,352,345,241,204,172,174,164,140,36,99,All
Lisa Powley,,,,,,,22,758,542,503,476,495,489,472,3,74,All
Amy Roat,,,,,,,,27,569,513,486,514,502,466,4,85,All
Lorraine Haw,,,,,,,,,2,491,473,521,482,482,3,62,All
Alvaro Quinones,,,,,,,,,,8,505,513,487,467,2,67,All
Ronald Raju Joseph,,,,,,,,,,,8,483,478,464,2,65,All
Vayda Good,,,,,,,,,,,,1,481,471,2,57,All
Adam Tennant,,,,,,,,,,,,,2,440,15,65,All
Kempis Ghani Songster,,,,,,,,,,,,,,2,1,62,All
Write-In,,,,,,,,,,,,,,,3,7,All
Write-In,,,,,,,,,,,,,,,,31,All
Total,"2,724","2,659","2,513","2,508","2,469","2,401",998,995,754,720,668,660,658,623,71,234,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,1
,Michele Lockman,Pamela Robinson,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Adam Tennant,Alvaro Quinones,Ronald Raju Joseph,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Write-In,Write-In,1
Michele Lockman,0,50,51,51,52,45,12,9,7,5,5,2,3,1,0,1,1
Pamela Robinson,,2,50,47,49,45,9,7,4,6,2,4,2,2,0,2,1
Anthony Bellmon,,,0,50,52,45,8,6,5,4,3,3,0,2,1,2,1
Patrick Parkinson,,,,1,50,42,9,7,5,4,3,3,0,2,0,2,1
Theodore Kirsch,,,,,1,45,9,7,6,4,4,3,1,2,0,2,1
Mona Getzes Cohen,,,,,,0,5,3,5,5,3,3,2,3,0,1,1
Amy Roat,,,,,,,2,12,9,8,7,6,8,6,0,1,1
Lisa Powley,,,,,,,,0,7,8,8,5,8,5,0,1,1
Adam Tennant,,,,,,,,,0,8,8,6,8,7,0,2,1
Alvaro Quinones,,,,,,,,,,0,7,7,8,7,0,2,1
Ronald Raju Joseph,,,,,,,,,,,1,5,7,5,0,1,1
Lorraine Haw,,,,,,,,,,,,0,6,7,0,2,1
Vayda Good,,,,,,,,,,,,,0,6,0,1,1
Kempis Ghani Songster,,,,,,,,,,,,,,0,0,2,1
Write-In,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,0,1
Total,58,57,55,55,55,49,20,16,13,12,12,9,9,8,1,3,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,2
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Mona Getzes Cohen,Patrick Parkinson,Theodore Kirsch,Lisa Powley,Alvaro Quinones,Ronald Raju Joseph,Adam Tennant,Kempis Ghani Songster,Vayda Good,Amy Roat,Lorraine Haw,Write-In,Write-In,2
Pamela Robinson,0,27,26,24,26,22,9,5,7,8,4,4,5,2,0,3,2
Michele Lockman,,0,24,22,23,20,6,2,4,6,1,1,3,1,0,3,2
Anthony Bellmon,,,0,20,24,22,4,2,4,3,1,1,3,0,0,1,2
Mona Getzes Cohen,,,,0,20,19,5,1,4,4,2,2,2,1,0,3,2
Patrick Parkinson,,,,,0,21,6,2,4,5,2,1,3,0,0,2,2
Theodore Kirsch,,,,,,0,4,2,3,3,1,1,3,0,0,1,2
Lisa Powley,,,,,,,1,7,6,8,6,6,8,5,0,5,2
Alvaro Quinones,,,,,,,,1,9,7,8,8,5,5,0,3,2
Ronald Raju Joseph,,,,,,,,,0,8,9,7,4,4,0,3,2
Adam Tennant,,,,,,,,,,0,6,6,5,5,0,3,2
Kempis Ghani Songster,,,,,,,,,,,0,7,4,4,0,3,2
Vayda Good,,,,,,,,,,,,0,5,6,0,2,2
Amy Roat,,,,,,,,,,,,,0,4,0,3,2
Lorraine Haw,,,,,,,,,,,,,,0,0,2,2
Write-In,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,1,2
Total,33,28,27,26,26,22,14,12,12,11,9,9,8,6,0,7,2
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,3
,Michele Lockman,Pamela Robinson,Patrick Parkinson,Theodore Kirsch,Anthony Bellmon,Mona Getzes Cohen,Amy Roat,Lisa Powley,Ronald Raju Joseph,Lorraine Haw,Vayda Good,Alvaro Quinones,Adam Tennant,Kempis Ghani Songster,Write-In,Write-In,3
Michele Lockman,2,101,103,101,102,96,20,22,12,13,8,5,7,5,0,11,3
Pamela Robinson,,3,96,95,97,93,20,19,10,8,8,8,5,8,0,10,3
Patrick Parkinson,,,0,102,103,94,20,21,12,10,5,4,6,4,0,10,3
Theodore Kirsch,,,,1,101,92,18,16,8,10,4,3,6,4,0,10,3
Anthony Bellmon,,,,,0,94,19,18,10,11,5,3,5,4,0,9,3
Mona Getzes Cohen,,,,,,0,20,15,12,12,8,6,7,2,0,8,3
Amy Roat,,,,,,,2,32,23,25,21,20,20,17,0,1,3
Lisa Powley,,,,,,,,1,25,24,19,22,20,21,0,3,3
Ronald Raju Joseph,,,,,,,,,1,24,25,25,20,21,0,3,3
Lorraine Haw,,,,,,,,,,0,24,21,21,20,0,2,3
Vayda Good,,,,,,,,,,,0,23,19,20,0,3,3
Alvaro Quinones,,,,,,,,,,,,0,19,22,0,3,3
Adam Tennant,,,,,,,,,,,,,0,18,0,2,3
Kempis Ghani Songster,,,,,,,,,,,,,,0,0,3,3
Write-In,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,3,3
Total,115,110,109,107,106,104,44,43,38,33,29,28,26,25,0,16,3
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,4
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Vayda Good,Write-In,Write-In,4
Pamela Robinson,1,77,77,74,72,62,17,16,15,10,9,7,6,5,1,7,4
Michele Lockman,,0,75,73,70,64,17,15,15,11,7,8,6,6,1,7,4
Anthony Bellmon,,,0,71,71,62,17,16,16,11,9,7,6,6,1,6,4
Patrick Parkinson,,,,1,68,60,12,14,11,7,7,6,5,3,1,6,4
Theodore Kirsch,,,,,1,59,15,14,13,10,9,7,6,5,1,7,4
Mona Getzes Cohen,,,,,,0,10,7,11,9,7,5,5,4,1,4,4
Amy Roat,,,,,,,1,18,19,16,12,14,12,13,0,5,4
Lisa Powley,,,,,,,,0,14,10,11,12,9,11,0,4,4
Lorraine Haw,,,,,,,,,0,15,12,12,9,12,0,2,4
Alvaro Quinones,,,,,,,,,,1,14,14,10,14,0,4,4
Kempis Ghani Songster,,,,,,,,,,,0,10,11,10,0,4,4
Adam Tennant,,,,,,,,,,,,0,12,10,0,3,4
Ronald Raju Joseph,,,,,,,,,,,,,1,8,0,3,4
Vayda Good,,,,,,,,,,,,,,0,0,3,4
Write-In,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,1,4
Total,82,80,78,76,76,65,32,26,26,24,20,19,17,16,1,11,4
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,5
,Pamela Robinson,Michele Lockman,Patrick Parkinson,Anthony Bellmon,Mona Getzes Cohen,Theodore Kirsch,Lisa Powley,Amy Roat,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,Write-In,5
Pamela Robinson,4,106,100,97,93,96,22,18,16,8,11,11,8,6,2,7,5
Michele Lockman,,1,99,97,94,95,20,17,13,10,11,12,7,6,2,6,5
Patrick Parkinson,,,7,96,87,94,19,15,12,7,9,9,8,3,2,6,5
Anthony Bellmon,,,,0,87,94,14,11,7,7,6,8,7,4,2,6,5
Mona Getzes Cohen,,,,,1,85,16,12,11,6,8,8,7,5,2,5,5
Theodore Kirsch,,,,,,0,14,11,9,5,8,6,9,3,2,6,5
Lisa Powley,,,,,,,2,43,38,32,33,31,27,30,1,6,5
Amy Roat,,,,,,,,2,38,34,33,32,28,32,1,8,5
Lorraine Haw,,,,,,,,,1,32,33,30,28,30,1,6,5
Alvaro Quinones,,,,,,,,,,1,33,33,27,34,1,6,5
Vayda Good,,,,,,,,,,,1,31,27,30,0,5,5
Adam Tennant,,,,,,,,,,,,0,29,32,0,5,5
Kempis Ghani Songster,,,,,,,,,,,,,1,28,1,5,5
Ronald Raju Joseph,,,,,,,,,,,,,,0,1,6,5
Write-In,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,2,5
Total,116,114,109,99,99,98,53,52,45,41,41,40,36,36,3,14,5
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 170th District - Democrat,6
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Alvaro Quinones,Amy Roat,Adam Tennant,Lorraine Haw,Lisa Powley,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,Write-In,6
Pamela Robinson,7,71,66,68,68,60,13,14,9,11,8,7,5,1,0,5,6
Michele Lockman,,1,67,70,68,58,12,14,8,10,8,7,4,3,0,5,6
Anthony Bellmon,,,0,65,66,56,10,11,7,7,8,5,4,3,0,5,6
Patrick Parkinson,,,,0,66,59,9,12,8,9,7,5,3,2,0,5,6
Theodore Kirsch,,,,,0,57,10,11,7,10,7,4,5,1,0,5,6
Mona Getzes Cohen,,,,,,1,12,11,8,9,6,7,6,4,0,5,6
Alvaro Quinones,,,,,,,0,17,14,15,15,18,16,13,0,1,6
Amy Roat,,,,,,,,0,17,14,19,15,9,11,0,2,6
Adam Tennant,,,,,,,,,0,17,15,16,11,13,0,3,6
Lorraine Haw,,,,,,,,,,0,13,15,13,11,0,2,6
Lisa Powley,,,,,,,,,,,0,14,9,12,0,1,6
Vayda Good,,,,,,,,,,,,0,12,13,0,1,6
Kempis Ghani Songster,,,,,,,,,,,,,0,11,0,1,6
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,1,6
