col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,All
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,All
Jared Solomon,77,0,"1,052",1,All
Write-In,,0,0,3,All
Brendan F Boyle,,,48,0,All
Write-In,,,,1,All
Total,"1,130",3,"1,100",5,All
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,13
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,13
Jared Solomon,7,0,103,0,13
Write-In,,0,0,1,13
Brendan F Boyle,,,5,0,13
Write-In,,,,0,13
Total,110,1,108,1,13
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,15
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,15
Jared Solomon,6,0,121,0,15
Write-In,,0,0,0,15
Brendan F Boyle,,,4,0,15
Write-In,,,,1,15
Total,127,0,125,1,15
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,16
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,16
Jared Solomon,6,0,121,0,16
Write-In,,0,0,0,16
Brendan F Boyle,,,2,0,16
Write-In,,,,0,16
Total,127,0,123,0,16
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,17
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,17
Jared Solomon,6,0,80,0,17
Write-In,,0,0,1,17
Brendan F Boyle,,,4,0,17
Write-In,,,,0,17
Total,86,1,84,1,17
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 202nd District - Democrat,,18
,Brendan F Boyle,Write-In,Jared Solomon,Write-In,18
Brendan F Boyle,6,0,100,0,18
Write-In,,0,0,1,18
Jared Solomon,,,3,0,18
Write-In,,,,0,18
Total,106,1,103,1,18
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,20
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,20
Jared Solomon,9,0,108,1,20
Write-In,,0,0,0,20
Brendan F Boyle,,,7,0,20
Write-In,,,,0,20
Total,118,0,115,1,20
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,21
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,21
Jared Solomon,6,0,72,0,21
Write-In,,0,0,0,21
Brendan F Boyle,,,2,0,21
Write-In,,,,0,21
Total,78,0,74,0,21
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,22
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,22
Jared Solomon,4,0,86,0,22
Write-In,,0,0,0,22
Brendan F Boyle,,,2,0,22
Write-In,,,,0,22
Total,90,0,88,0,22
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,23
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,23
Jared Solomon,8,0,70,0,23
Write-In,,0,0,0,23
Brendan F Boyle,,,3,0,23
Write-In,,,,0,23
Total,78,0,73,0,23
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,24
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,24
Jared Solomon,9,0,66,0,24
Write-In,,0,0,0,24
Brendan F Boyle,,,4,0,24
Write-In,,,,0,24
Total,75,0,70,0,24
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 202nd District - Democrat,,25
,Brendan F Boyle,Write-In,Jared Solomon,Write-In,25
Brendan F Boyle,7,0,67,0,25
Write-In,,0,0,0,25
Jared Solomon,,,6,0,25
Write-In,,,,0,25
Total,74,0,73,0,25
,Representative In The General Assembly 202nd District - Democrat,,Representative In Congress 2nd District - Democrat,,26
,Jared Solomon,Write-In,Brendan F Boyle,Write-In,26
Jared Solomon,7,0,58,0,26
Write-In,,0,0,0,26
Brendan F Boyle,,,2,0,26
Write-In,,,,0,26
Total,65,0,60,0,26
